education_years,age,experience_years,experience_sq,tenure_years,female,married,union_member,urban,south_region,nonwhite,hours_worked_weekly,firm_size_log,health_score,computer_skills_score,sibling_count,commute_minutes,household_size,coffee_cups_per_day,savings_rate_pct,hourly_wage,log_hourly_wage
14.0,27.0,6.6,43.559999999999995,0.7,0,0,0,0,1,0,49.0,6.395385612257187,62.8,74.2,1,46.1,4,2,9.0,25.97,3.2569
11.0,43.0,25.6,655.3600000000001,13.7,1,1,0,1,1,1,37.4,4.560891892438013,51.8,47.0,2,28.6,1,0,5.8,19.76,2.9835
11.0,26.0,7.7,59.290000000000006,7.2,1,1,0,1,0,0,47.3,5.371282414568517,58.7,58.4,2,24.5,1,2,3.0,30.58,3.4203
12.0,36.0,19.0,361.0,17.8,1,0,0,1,1,0,45.7,3.7516958152214563,66.4,52.1,1,0.0,2,0,11.0,25.15,3.2248
14.0,39.0,19.4,376.35999999999996,16.5,1,1,0,1,1,1,36.3,3.8373943646334787,68.2,85.1,2,37.3,3,1,4.6,22.04,3.0928
9.0,31.0,13.6,184.95999999999998,5.7,1,1,1,0,0,1,29.6,5.141861189202404,75.2,42.8,0,24.2,2,2,1.0,28.23,3.3404
8.0,30.0,16.0,256.0,9.4,1,0,0,0,0,1,41.9,5.704246184822747,67.3,32.9,2,26.6,1,2,14.2,10.99,2.3966
10.0,47.0,29.3,858.49,12.0,0,1,0,1,0,0,44.7,3.7579247980906936,82.3,40.0,2,9.7,2,3,13.1,36.82,3.6061
7.0,18.0,7.6,57.76,7.8,0,0,0,1,0,0,47.7,6.223501942605067,61.8,56.2,2,14.2,4,3,0.1,21.38,3.0622
10.0,43.0,26.3,691.69,23.2,1,1,1,1,0,0,43.0,4.290068558610495,75.2,74.1,1,26.8,1,1,6.9,50.21,3.9162
17.0,61.0,37.4,1398.76,22.5,0,0,0,0,1,0,43.3,6.5776425038830055,77.3,6.8,4,0.6,2,2,3.6,51.1,3.9337
10.0,36.0,20.1,404.01000000000005,9.9,1,1,0,1,0,1,36.9,3.034622429454615,74.3,25.8,5,37.8,4,0,13.7,13.02,2.5663
15.0,41.0,19.7,388.09,13.5,0,1,0,0,1,0,36.3,4.153545329902188,76.0,74.0,0,37.5,2,3,6.7,45.25,3.8122
9.0,41.0,25.9,670.81,12.1,1,1,1,1,0,0,60.1,5.417765791717552,56.4,41.2,0,13.0,1,2,10.4,26.46,3.2756
14.0,55.0,37.3,1391.2899999999997,21.3,1,0,0,0,1,0,47.6,4.504873994758851,80.3,35.7,2,14.8,3,3,1.3,21.8,3.0818
12.0,28.0,10.4,108.16000000000001,3.2,1,1,1,1,0,1,32.6,3.8650010626317943,63.4,40.6,0,29.1,3,1,9.8,21.19,3.0533
13.0,40.0,22.3,497.29,5.0,0,0,0,0,1,0,42.5,5.415164181006031,67.4,33.0,0,27.6,2,0,21.1,20.55,3.0229
15.0,40.0,20.7,428.48999999999995,10.4,0,1,0,1,0,1,43.4,5.794743056172157,57.3,29.7,1,15.9,1,1,15.5,41.29,3.7207
18.0,48.0,22.6,510.76000000000005,8.9,0,1,0,1,1,0,29.9,4.086398601015607,74.1,50.3,0,26.1,4,2,14.3,43.51,3.7729
14.0,41.0,23.6,556.96,6.8,1,1,0,1,0,0,39.0,5.56656031962596,64.3,35.1,2,12.6,1,0,15.6,38.16,3.6418
13.0,44.0,26.1,681.21,22.5,0,1,0,1,0,0,44.1,4.050661154411378,61.3,79.3,3,5.3,3,1,6.8,49.36,3.8991
10.0,33.0,18.5,342.25,12.3,0,1,0,0,0,1,50.7,3.5932273184789345,77.9,4.2,1,38.4,1,3,10.9,17.28,2.8497
15.0,41.0,18.7,349.69,11.4,1,0,0,1,1,1,50.5,6.2239692507449735,60.4,58.3,0,33.6,5,0,9.6,39.17,3.6679
12.0,33.0,16.3,265.69,14.5,1,1,0,1,0,0,38.6,3.88131766028177,74.0,36.2,0,9.3,1,3,6.1,33.12,3.5002
15.0,36.0,15.6,243.35999999999999,3.4,1,0,0,1,1,1,38.8,3.9761926560264262,71.9,78.7,3,27.9,4,3,8.1,46.23,3.8337
13.0,38.0,18.2,331.23999999999995,7.6,0,0,0,1,1,0,37.9,5.5623125637445385,76.1,31.1,2,29.7,5,2,15.9,35.1,3.5582
18.0,43.0,22.5,506.25,19.4,0,1,1,0,0,0,42.1,3.3546929707107065,70.3,57.7,2,49.3,1,0,13.4,63.76,4.1551
7.0,24.0,11.9,141.61,10.1,0,1,0,0,0,0,45.9,3.402087548792047,55.0,77.8,2,45.9,3,2,7.5,18.72,2.9297
12.0,51.0,32.7,1069.2900000000002,24.4,1,1,0,0,1,0,34.4,4.265247430324788,71.5,58.8,1,48.1,1,3,13.1,30.25,3.4094
15.0,40.0,19.3,372.49,6.0,1,0,1,1,0,1,39.6,4.709313112521035,74.2,37.5,2,23.1,3,1,19.4,38.5,3.6506
12.0,27.0,10.4,108.16000000000001,6.4,0,1,0,1,1,0,37.2,5.774462822590481,92.4,45.5,2,42.9,4,0,5.0,21.96,3.0894
11.0,46.0,30.7,942.49,8.2,1,0,1,1,0,0,36.0,4.356263067938075,92.3,52.3,0,18.0,1,2,7.1,42.76,3.7555
12.0,32.0,14.9,222.01000000000002,4.3,0,1,0,1,0,0,37.6,3.769976337949084,80.4,75.0,2,13.8,2,1,5.3,23.58,3.1603
9.0,39.0,25.9,670.81,18.3,0,1,0,1,1,0,51.8,2.9682291094165016,81.6,51.3,3,58.2,4,2,17.1,20.58,3.0244
13.0,39.0,22.2,492.84,2.8,1,0,1,0,0,0,51.3,4.185851533179109,38.7,59.9,3,14.8,1,2,5.4,21.31,3.0592
20.0,48.0,20.2,408.03999999999996,1.4,1,1,0,1,0,0,49.6,4.0066070886186,63.3,29.0,2,46.5,4,1,6.9,71.85,4.2745
16.0,43.0,20.3,412.09000000000003,6.7,1,1,0,1,1,0,30.7,5.991812650166613,56.6,49.9,4,20.7,2,1,1.4,45.76,3.8233
10.0,31.0,13.6,184.95999999999998,11.1,1,1,0,0,0,0,42.6,2.5543714553161614,77.1,71.1,2,19.0,2,1,6.9,12.37,2.5155
11.0,37.0,20.2,408.03999999999996,14.8,0,1,0,1,1,0,55.3,2.34114833830964,76.3,43.7,3,54.1,2,4,10.3,28.74,3.3585
12.0,54.0,38.2,1459.2400000000002,13.6,0,1,0,0,1,0,43.3,2.227352232862029,76.4,40.1,2,0.5,2,1,4.6,28.68,3.3562
16.0,24.0,3.0,9.0,3.1,0,0,0,1,0,0,36.4,4.285778270602198,76.9,42.0,0,28.4,1,2,4.3,45.78,3.8238
11.0,38.0,19.5,380.25,16.8,0,0,0,1,0,0,44.4,5.138066099498114,74.2,69.4,2,34.5,3,1,4.3,34.64,3.5449
11.0,40.0,22.6,510.76000000000005,7.6,1,0,1,1,0,0,39.2,6.63241848611369,68.5,57.9,2,16.9,1,1,15.2,28.79,3.3599
15.0,33.0,13.6,184.95999999999998,1.0,1,0,0,1,1,0,38.3,2.533572149183812,62.7,55.9,2,12.7,4,3,16.0,23.91,3.1742
15.0,30.0,8.2,67.24,4.1,1,0,0,1,1,0,42.3,4.780732333391184,78.5,35.7,2,14.0,1,0,24.5,12.59,2.533
12.0,55.0,36.9,1361.61,9.2,0,0,0,1,1,0,43.6,3.799507968126004,69.9,17.2,2,58.1,1,1,1.1,29.63,3.3887
10.0,33.0,17.5,306.25,11.7,0,1,0,1,0,1,39.7,6.63343541251216,82.7,67.6,1,1.4,3,0,12.1,23.51,3.1575
9.0,52.0,34.3,1176.4899999999998,15.4,1,0,1,1,0,0,40.6,5.018229220497252,64.5,40.9,3,11.4,1,2,0.5,25.75,3.2482
11.0,41.0,25.2,635.04,4.9,1,1,0,0,0,0,34.6,6.509023943974343,66.6,63.9,0,22.3,2,1,6.0,14.12,2.6476
7.0,34.0,21.5,462.25,14.7,0,1,0,1,0,0,40.5,4.547794423152412,60.3,58.0,3,8.2,2,0,5.0,28.39,3.3459
15.0,45.0,24.9,620.0099999999999,18.5,0,1,0,1,0,0,45.1,5.9356338862095175,77.8,38.3,1,38.1,4,1,6.3,59.89,4.0924
11.0,42.0,23.6,556.96,8.7,1,0,1,1,0,0,41.3,5.034320452112401,59.9,29.1,1,14.3,3,1,-0.6,25.61,3.2429
14.0,49.0,27.9,778.41,6.1,0,0,0,0,0,0,39.7,3.770428297225867,41.2,65.3,1,20.6,2,2,17.1,37.8,3.6323
18.0,47.0,22.1,488.4100000000001,18.4,0,1,1,0,1,1,32.0,5.771495750839038,60.1,10.8,0,25.7,2,1,10.8,73.51,4.2975
16.0,43.0,21.4,457.9599999999999,5.8,0,0,1,0,0,0,47.6,4.187398317125183,61.5,7.0,1,15.3,1,0,8.0,50.06,3.9132
10.0,37.0,21.1,445.21000000000004,7.3,1,0,0,1,0,0,33.7,1.7216938207127788,69.8,76.6,1,32.1,1,1,7.1,19.16,2.9528
15.0,52.0,31.2,973.4399999999999,14.0,1,1,0,1,0,0,44.9,4.443361273187368,65.5,33.9,1,6.8,2,1,5.5,21.0,3.0446
16.0,49.0,29.7,882.0899999999999,10.6,1,1,0,0,0,0,38.6,3.018657549609375,85.2,51.9,1,25.1,2,1,15.9,18.78,2.933
11.0,29.0,14.0,196.0,4.9,1,1,0,0,1,0,45.6,5.246243211042609,73.8,67.7,2,38.5,5,0,9.9,16.78,2.8199
10.0,31.0,14.0,196.0,12.5,1,0,0,1,0,0,47.1,6.5261778346064325,81.7,86.0,9,41.1,2,3,5.6,15.49,2.7404
13.0,42.0,22.0,484.0,4.2,1,1,0,1,1,0,38.9,4.95524011590248,86.8,30.5,2,8.5,4,2,15.1,28.43,3.3473
9.0,30.0,17.6,309.76000000000005,15.1,1,1,0,1,1,1,22.4,5.281005083619686,82.6,45.4,1,5.2,2,1,14.1,13.75,2.6211
17.0,40.0,16.6,275.56000000000006,7.0,1,0,0,1,0,0,28.4,3.0110625784196188,81.1,64.8,0,55.7,4,1,14.5,31.86,3.4614
6.0,24.0,14.1,198.81,3.2,1,1,0,0,0,0,34.8,3.569145987097713,64.2,48.4,3,39.8,1,2,6.9,16.13,2.7805
10.0,34.0,20.4,416.15999999999997,6.8,1,1,1,1,1,0,35.2,3.826451301315146,75.3,34.4,2,0.0,4,3,9.6,22.31,3.1048
12.0,41.0,22.2,492.84,13.4,0,1,0,0,0,0,42.5,7.066103498427504,68.8,65.5,2,40.4,3,3,7.8,19.08,2.9489
12.0,46.0,27.6,761.7600000000001,13.9,0,1,0,1,1,0,52.8,4.040032585307141,79.4,18.1,2,31.3,2,4,17.5,25.88,3.2533
13.0,39.0,20.2,408.03999999999996,8.4,1,1,0,1,0,0,44.8,4.923663335331756,63.0,66.2,1,34.2,4,0,16.1,34.45,3.5395
14.0,57.0,35.7,1274.4900000000002,13.4,0,0,0,1,0,0,39.9,2.239149118239622,78.0,47.7,3,48.9,2,0,17.7,37.75,3.6309
12.0,37.0,17.6,309.76000000000005,16.1,1,1,0,1,0,1,49.0,3.930067460813895,64.0,48.5,3,25.2,3,1,10.9,13.63,2.6124
16.0,65.0,42.4,1797.76,31.5,0,0,0,0,1,0,39.6,4.729188585679755,79.1,36.1,3,36.2,1,1,10.5,62.39,4.1334
7.0,41.0,29.3,858.49,19.4,1,1,0,1,0,0,46.0,4.39488015889598,84.9,44.0,2,20.8,2,3,12.2,17.11,2.8399
13.0,43.0,23.4,547.56,19.8,1,1,0,0,0,0,43.0,4.199270031280072,85.0,67.2,2,49.1,1,0,0.9,43.99,3.7841
11.0,33.0,15.7,246.48999999999998,7.1,0,0,1,1,0,0,29.1,5.122242909230686,65.1,53.0,2,36.3,1,0,13.4,36.25,3.5905
13.0,18.0,0.0,0.0,0.5,0,1,0,0,0,0,46.7,5.188176647663403,86.1,68.6,0,45.5,3,3,7.1,21.44,3.0652
14.0,39.0,17.0,289.0,11.9,0,1,1,1,0,0,51.5,3.031417734425906,49.3,58.9,4,34.0,5,2,10.5,40.06,3.6903
10.0,37.0,23.3,542.89,12.1,0,1,0,1,0,0,38.7,2.8675503946204444,72.1,41.6,2,8.9,4,1,5.6,26.6,3.2807
11.0,52.0,31.5,992.25,16.9,0,0,0,1,0,0,45.5,5.275179782847125,52.9,43.5,4,26.9,4,6,10.0,24.39,3.1944
15.0,30.0,8.0,64.0,6.4,0,0,0,1,0,1,43.9,5.5950634019269945,70.3,49.3,2,26.4,3,1,16.3,18.02,2.8915
14.0,55.0,35.9,1288.81,32.5,0,1,0,0,0,0,39.2,2.8321531705029694,55.7,40.4,1,31.6,3,0,10.8,59.26,4.0819
11.0,35.0,15.9,252.81,12.8,1,0,0,0,0,0,38.5,5.426055799515449,69.6,73.4,0,15.4,2,0,1.5,19.05,2.9469
19.0,51.0,26.9,723.6099999999999,19.7,1,1,0,1,0,0,46.9,2.7841251922096513,61.5,27.8,1,19.0,2,3,6.3,53.05,3.9712
19.0,25.0,1.9,3.61,0.0,0,0,0,1,0,0,36.9,4.350850272711124,85.5,79.1,1,18.7,2,1,9.7,29.49,3.384
9.0,36.0,19.7,388.09,11.5,1,1,0,1,1,1,37.5,6.188657605304427,96.4,35.9,2,10.2,2,1,10.9,10.64,2.3643
14.0,37.0,17.3,299.29,7.8,0,0,1,1,1,1,45.9,2.4810764379877113,80.6,32.5,2,30.8,4,0,7.4,29.04,3.3686
20.0,51.0,23.4,547.56,7.8,1,1,0,1,0,0,46.4,4.554362662425403,82.7,47.9,2,17.1,4,2,6.0,62.22,4.1306
15.0,42.0,21.8,475.24,7.8,1,0,1,1,1,1,50.3,4.283325465008012,75.9,25.3,3,46.2,3,2,12.0,46.54,3.8403
14.0,31.0,11.2,125.43999999999998,5.3,1,1,1,1,0,0,37.3,3.1117953140718,69.2,78.1,1,19.3,5,0,8.1,32.71,3.4876
12.0,46.0,28.4,806.56,24.7,0,1,0,1,1,0,32.7,5.531541700589171,67.6,77.7,5,1.5,2,2,7.6,95.97,4.5641
11.0,43.0,28.1,789.6100000000001,19.2,0,1,0,1,0,0,47.4,3.360176251078661,56.2,74.0,1,28.6,4,0,11.1,32.88,3.493
12.0,43.0,25.7,660.49,14.3,1,0,0,1,0,0,31.5,3.7051325788964866,60.7,80.0,1,43.6,1,3,8.6,26.86,3.2908
11.0,45.0,30.0,900.0,18.3,1,1,0,0,0,0,38.3,3.1473911600534583,79.9,70.8,0,43.7,6,4,5.5,24.24,3.1878
15.0,50.0,30.0,900.0,11.9,0,0,0,1,0,0,39.5,5.11102832524011,65.3,15.7,3,16.0,1,0,2.7,41.62,3.7285
12.0,38.0,18.2,331.23999999999995,15.5,1,1,0,1,0,0,51.2,5.267182832099598,75.0,60.4,2,21.0,3,1,12.5,25.08,3.2222
12.0,27.0,9.4,88.36000000000001,6.7,1,0,1,0,0,0,41.0,6.291588584394926,59.5,35.6,1,22.2,2,1,4.2,15.23,2.723
10.0,25.0,9.8,96.04000000000002,0.5,1,0,0,1,0,1,33.5,4.2412589932092235,98.1,63.8,2,33.4,5,1,12.9,10.58,2.3587
13.0,50.0,28.9,835.2099999999999,12.0,0,1,0,1,0,0,40.7,3.4923127282174318,86.8,43.4,0,19.7,2,2,4.0,36.9,3.6082
10.0,42.0,28.0,784.0,8.5,1,0,0,1,0,1,48.9,6.45829869281416,69.3,40.4,2,0.0,4,4,10.5,17.93,2.8863
12.0,39.0,21.1,445.21000000000004,7.7,0,0,0,0,1,0,29.9,3.759836268600417,93.1,31.9,4,41.4,5,2,8.0,24.59,3.2023
16.0,39.0,17.6,309.76000000000005,8.7,0,1,0,1,1,0,32.9,5.418426312690667,76.6,58.8,2,35.0,1,3,3.3,41.05,3.7147
14.0,40.0,18.7,349.69,8.9,0,0,0,1,0,0,47.1,6.61576728352811,83.7,68.1,0,10.5,6,4,-0.8,34.19,3.5318
14.0,40.0,20.1,404.01000000000005,11.7,1,0,1,0,0,1,41.6,5.561546749437597,68.5,29.0,3,24.2,4,2,10.9,30.54,3.4189
14.0,37.0,17.5,306.25,14.3,1,1,0,1,1,1,34.7,2.2164642523762925,65.0,55.1,3,19.8,2,2,4.9,34.52,3.5414
13.0,33.0,13.5,182.25,9.7,0,1,0,0,0,0,39.6,3.206874855212721,87.7,56.5,3,12.7,2,2,11.5,16.21,2.7855
13.0,56.0,37.1,1376.41,20.2,0,0,0,1,0,0,41.3,3.5385797927365283,79.4,46.4,2,29.3,2,0,13.0,38.24,3.644
12.0,40.0,18.8,353.44000000000005,11.8,1,1,0,1,0,1,33.9,5.615538542684857,80.5,44.9,1,10.3,1,1,15.0,21.57,3.0711
15.0,36.0,17.1,292.41,4.7,0,1,1,0,0,0,37.4,3.5435749672218697,82.7,69.6,3,24.4,3,1,7.1,57.96,4.0598
10.0,26.0,8.4,70.56,4.0,1,1,0,1,1,1,49.6,5.525218735185636,72.1,72.0,3,36.0,2,2,10.5,16.67,2.8138
17.0,37.0,10.8,116.64000000000001,3.9,1,0,0,1,0,0,42.8,4.818066863488023,65.0,61.6,2,38.7,1,1,2.8,33.03,3.4974
13.0,45.0,24.6,605.1600000000001,5.7,0,1,0,1,0,0,47.6,4.7461112496530715,75.2,61.1,2,53.0,1,2,11.5,34.32,3.5358
11.0,43.0,24.8,615.0400000000001,18.1,1,1,0,1,1,0,40.6,4.509901265016044,49.3,62.1,4,28.6,4,2,11.1,25.78,3.2496
12.0,36.0,18.8,353.44000000000005,5.5,0,1,0,1,0,0,37.5,3.569784967254325,71.6,38.1,2,34.5,3,3,11.6,31.1,3.4371
11.0,37.0,18.7,349.69,15.3,1,0,0,1,1,0,42.7,6.287879466979644,84.2,47.3,2,35.0,2,1,4.6,14.09,2.6457
13.0,37.0,18.5,342.25,12.5,1,0,0,1,1,0,35.3,4.6925916510545855,67.8,49.2,0,18.4,1,1,12.2,37.11,3.6139
11.0,28.0,9.6,92.16,5.6,1,0,0,1,0,1,43.1,6.463924481009011,93.1,32.0,1,0.0,2,1,1.8,10.27,2.3297
16.0,52.0,33.3,1108.8899999999999,28.1,1,0,1,1,0,1,39.0,3.3635501609457665,66.4,62.7,1,12.7,2,1,11.8,45.52,3.8183
11.0,40.0,23.8,566.44,6.8,1,1,0,0,0,1,39.1,2.3562530761057,58.0,82.2,1,1.1,5,1,11.2,26.2,3.2656
7.0,53.0,43.0,1849.0,20.4,0,1,0,1,1,1,39.2,6.325546560525833,77.6,84.9,0,28.0,1,3,14.6,18.95,2.9416
11.0,31.0,12.5,156.25,5.9,0,0,0,1,0,1,35.1,3.026462456496164,68.5,44.5,0,48.3,1,1,4.7,23.32,3.1491
7.0,32.0,20.0,400.0,16.7,1,1,1,1,0,0,49.1,4.669516514746088,78.0,40.1,0,36.8,1,0,15.5,25.91,3.2547
13.0,46.0,25.6,655.3600000000001,6.0,1,1,0,0,0,0,31.7,4.040253609645548,62.8,34.1,0,59.2,3,0,0.1,17.9,2.8851
16.0,40.0,18.9,357.2099999999999,12.5,0,0,0,1,1,1,42.2,4.320525573894632,77.2,60.7,4,32.0,4,2,13.2,51.74,3.9462
15.0,30.0,10.0,100.0,9.0,1,0,0,1,1,0,33.2,4.092394141457313,71.9,47.2,5,63.5,3,0,12.5,13.33,2.5897
9.0,27.0,9.6,92.16,4.2,0,0,0,1,0,1,46.3,3.1068382669075945,73.6,69.2,4,53.8,4,1,9.4,16.26,2.7888
11.0,38.0,19.3,372.49,11.3,0,1,0,1,0,0,39.5,2.9734601375055565,82.0,29.0,2,37.8,2,0,16.6,21.94,3.0885
18.0,47.0,21.3,453.69000000000005,14.9,0,0,0,1,0,1,42.0,4.783605904652116,61.3,51.3,3,53.1,1,3,11.5,46.18,3.8326
14.0,39.0,16.8,282.24,7.3,1,1,0,1,1,0,43.7,3.5944849612372645,68.5,37.8,0,21.1,2,1,-1.9,26.75,3.2865
13.0,47.0,26.9,723.6099999999999,15.0,1,1,0,1,0,0,43.0,6.720556722349073,83.9,53.1,3,10.9,2,3,12.5,29.59,3.3876
16.0,50.0,26.6,707.5600000000001,22.9,0,1,0,1,0,0,42.0,4.608802810290026,85.3,44.6,4,34.6,2,1,12.7,113.27,4.7298
20.0,49.0,20.9,436.80999999999995,8.1,0,1,1,0,0,0,43.1,6.303828808909244,79.2,15.5,3,49.8,2,0,9.5,86.78,4.4634
17.0,43.0,20.2,408.03999999999996,10.9,1,0,0,1,0,0,43.0,3.893551585464823,57.2,63.2,2,37.7,3,4,8.6,64.98,4.1741
13.0,37.0,18.8,353.44000000000005,11.4,0,1,0,1,0,0,38.1,5.530141444062075,73.0,49.5,0,38.5,3,2,5.8,45.27,3.8127
14.0,44.0,22.1,488.4100000000001,2.7,1,1,1,1,0,0,39.1,3.7359754762711095,65.7,51.5,1,28.9,2,0,12.1,30.21,3.4083
15.0,48.0,26.2,686.4399999999999,19.9,1,0,0,1,1,0,39.4,3.2906517431846325,66.7,47.0,3,19.8,4,2,9.6,35.6,3.5722
11.0,37.0,20.0,400.0,7.0,1,0,0,1,1,0,36.5,4.188752973181638,52.0,31.6,3,37.2,5,2,4.3,26.87,3.2911
10.0,40.0,23.7,561.6899999999999,20.4,1,1,0,1,1,0,37.6,4.242524208579412,45.4,49.1,4,38.6,1,4,10.1,17.05,2.8359
13.0,36.0,16.0,256.0,14.9,0,1,0,0,0,0,48.8,7.83754528364215,82.4,62.5,2,21.5,2,1,9.2,23.81,3.17
10.0,25.0,10.2,104.03999999999999,7.5,1,0,1,1,0,1,32.2,2.7839846545326585,80.2,78.3,0,46.5,3,1,1.8,11.7,2.4593
13.0,31.0,13.3,176.89000000000001,9.7,1,0,0,1,1,0,51.0,3.6538207107927065,53.0,52.4,0,52.7,3,3,7.0,27.3,3.307
13.0,45.0,27.0,729.0,15.6,0,0,0,1,0,1,37.7,5.4109468131425,66.2,39.0,2,0.0,4,0,5.7,28.69,3.3566
20.0,50.0,23.7,561.6899999999999,9.2,0,1,1,1,0,0,44.6,4.283027270912739,71.2,69.5,3,33.8,3,2,6.5,74.29,4.3079
11.0,50.0,36.0,1296.0,24.3,0,1,0,1,0,0,40.9,4.677791646020908,63.5,44.9,1,9.0,7,2,10.3,40.16,3.6929
13.0,39.0,22.6,510.76000000000005,16.4,1,0,0,1,1,1,39.8,5.488796730533524,76.5,44.4,0,22.1,8,0,-2.4,24.32,3.1913
13.0,46.0,26.4,696.9599999999999,6.8,1,0,0,1,0,1,44.2,4.312417769907563,65.7,48.4,2,29.2,5,0,15.1,24.63,3.204
14.0,51.0,30.8,948.6400000000001,24.3,0,1,0,1,0,1,51.1,3.569023326311534,53.7,59.5,1,37.8,5,0,8.1,51.93,3.9499
16.0,50.0,29.8,888.0400000000001,12.1,0,1,1,0,0,1,40.2,2.740494896381427,65.4,27.0,3,35.9,3,3,9.5,57.26,4.0476
12.0,33.0,13.8,190.44000000000003,6.6,0,1,0,1,0,0,40.7,4.400596555226785,75.8,50.6,1,38.1,7,1,0.8,30.81,3.428
11.0,36.0,19.6,384.1600000000001,8.2,0,1,1,0,0,1,37.6,5.188552266081148,59.3,47.7,2,31.8,1,1,7.5,16.62,2.8105
8.0,35.0,21.1,445.21000000000004,7.0,0,1,0,1,0,1,53.1,4.755948647587449,79.4,40.9,0,17.6,3,2,5.0,19.41,2.9657
10.0,28.0,11.0,121.0,6.6,0,0,0,1,0,1,47.9,5.994851074954355,83.0,78.5,5,33.1,2,4,12.7,31.07,3.4362
15.0,45.0,23.7,561.6899999999999,19.4,1,1,0,1,0,0,47.6,3.951276956519856,77.7,20.6,1,23.0,2,2,10.9,72.41,4.2823
13.0,47.0,25.7,660.49,3.5,0,0,0,1,0,0,41.1,4.845173097500452,77.1,48.0,0,36.7,1,1,6.6,38.5,3.6507
10.0,32.0,15.2,231.04,12.0,1,1,0,1,1,1,29.5,3.4080049064612785,69.3,52.2,0,26.6,4,1,4.2,25.86,3.2527
12.0,54.0,33.0,1089.0,25.7,1,0,0,0,0,0,43.8,2.0081002769038476,76.9,52.3,2,29.3,7,2,10.3,41.72,3.731
13.0,37.0,21.4,457.9599999999999,14.7,1,1,0,0,0,0,30.1,5.229705408425851,61.6,75.0,1,4.3,1,3,5.9,19.31,2.9608
14.0,38.0,20.3,412.09000000000003,13.6,1,1,0,1,1,1,37.1,3.8803011919480066,42.2,11.4,2,32.6,4,1,3.8,21.13,3.0508
11.0,35.0,19.9,396.00999999999993,7.0,0,0,0,1,1,0,46.7,5.309743975251891,61.9,42.6,4,20.7,1,2,15.2,24.71,3.2072
12.0,32.0,14.5,210.25,6.7,1,1,0,1,0,0,37.4,3.6854338356338463,87.8,33.1,2,31.1,1,4,9.7,18.4,2.9123
8.0,37.0,24.5,600.25,11.2,0,1,0,1,0,0,36.8,2.489399531610678,82.7,23.5,2,22.5,3,2,15.3,26.53,3.2783
10.0,36.0,21.9,479.60999999999996,18.4,1,0,0,1,0,1,28.1,3.3089939025292106,57.5,37.9,3,53.9,1,3,10.0,20.27,3.0092
18.0,57.0,34.5,1190.25,22.5,1,0,0,0,0,1,45.2,4.092972686741856,67.6,55.8,1,46.3,5,2,9.7,26.03,3.2592
7.0,38.0,26.4,696.9599999999999,11.1,0,0,0,1,0,0,43.4,3.5902836761939656,61.6,43.5,3,57.7,4,5,9.0,16.42,2.7983
12.0,42.0,22.6,510.76000000000005,19.9,0,1,1,1,0,0,37.9,4.111211130906821,56.0,83.0,3,20.0,2,0,7.5,29.82,3.3953
14.0,38.0,18.7,349.69,12.8,0,0,0,1,1,1,43.1,5.183238389168634,66.2,21.6,3,35.0,2,0,6.3,69.88,4.2468
12.0,27.0,8.2,67.24,3.1,1,0,0,0,0,0,31.2,4.452571343115725,79.7,54.6,1,25.8,2,3,16.0,20.62,3.0262
11.0,36.0,17.2,295.84,4.3,1,1,0,0,0,0,35.3,5.078251701173141,70.8,54.1,5,17.8,2,3,5.2,17.88,2.8839
13.0,32.0,11.3,127.69000000000001,2.9,1,0,0,1,0,0,42.0,4.275525377639272,67.2,50.9,1,35.7,1,0,8.0,15.92,2.7677
13.0,47.0,28.7,823.6899999999999,22.1,1,0,1,1,0,1,46.2,3.5899780310438327,44.1,60.1,1,17.7,3,1,12.6,54.14,3.9916
13.0,39.0,21.6,466.56000000000006,9.3,0,1,0,0,1,0,40.7,3.205976034175504,96.4,44.4,0,60.1,3,2,16.5,25.73,3.2476
8.0,47.0,31.0,961.0,13.5,0,1,0,1,0,0,33.5,1.6384921495710691,56.2,57.9,1,26.2,5,2,17.0,13.67,2.6151
13.0,45.0,28.6,817.96,21.1,0,1,0,1,0,0,37.9,5.2264120619668635,70.4,44.6,1,38.0,6,2,5.1,31.56,3.452
11.0,44.0,29.2,852.64,14.1,0,1,0,1,1,0,47.6,5.885334620132262,79.9,40.4,2,22.4,3,1,10.5,31.46,3.4486
11.0,39.0,21.4,457.9599999999999,7.1,1,1,0,1,0,0,37.3,3.189978503329014,72.3,32.7,2,25.8,2,1,8.9,19.82,2.9868
14.0,42.0,21.3,453.69000000000005,6.8,1,1,0,1,0,0,42.4,3.2396037565209537,80.1,41.6,1,22.2,4,2,2.9,23.35,3.1507
15.0,46.0,24.9,620.0099999999999,5.0,1,1,0,0,0,0,43.5,3.3605979866221025,42.2,61.9,0,47.6,2,1,9.6,17.99,2.8896
16.0,49.0,28.5,812.25,16.2,0,0,0,1,0,0,37.6,4.90017836567309,59.5,40.5,1,43.5,1,0,1.3,42.49,3.7493
12.0,32.0,13.4,179.56,5.6,1,1,0,1,0,0,41.0,4.58702985100946,61.9,62.0,2,34.9,2,3,2.7,25.34,3.2322
16.0,46.0,22.3,497.29,19.8,0,1,0,1,0,0,30.1,4.162441023163252,53.9,45.9,0,20.4,2,0,5.1,53.25,3.975
16.0,63.0,41.5,1722.25,11.0,1,1,0,1,0,0,37.4,4.396241540178435,51.1,49.2,3,29.4,2,2,16.0,47.11,3.8525
