TxnNo,ProductCode,Description,Quantity,TxnDate,UnitAmount,CustomerID,Region
546160,POS100,POS PURCHASE,1,25.10.2011 07:42,53.83,41576.0,Northeast
549683,CCD100,CARD PURCHASE,1,29.03.2011 13:18,96.65,42652.0,California
542300,INT100,INTEREST CREDIT,1,21.08.2011 09:56,14.66,41357.0,Mountain
539547,CCD200,CARD PAYMENT,1,14.03.2011 10:43,508.9,41197.0,Northeast
549022,INT100,INTEREST CREDIT,1,27.03.2011 15:03,27.68,42513.0,Florida
552507,WIR200,WIRE OUT,1,19.05.2011 16:45,21.53,,Florida
548989,INT100,INTEREST CREDIT,1,14.09.2011 16:45,34.51,42505.0,Midwest
542065,CCD100,CARD PURCHASE,1,12.08.2011 17:01,175.94,,New York Metro
545642,WIR200,WIRE OUT,1,06.05.2011 06:27,53.49,41546.0,New York Metro
547942,DDA200,CHECKING DEBIT CARD,1,10.10.2011 07:16,25.92,,Carolinas
540942,FEE100,MONTHLY SERVICE FEE,5,26.11.2011 16:45,61.64,,New York Metro
542225,SAV200,SAVINGS TRANSFER,1,15.11.2011 10:00,37.71,41353.0,West
547858,POS100,POS PURCHASE,1,15.11.2011 16:45,46.68,42243.0,New York Metro
538400,SAV100,SAVINGS DEPOSIT,1,29.09.2011 20:21,50.93,41132.0,Northeast
542686,WIR100,WIRE IN,1,26.06.2011 08:19,31.38,41378.0,New York Metro
543917,CCD200,CARD PAYMENT,1,29.11.2011 16:45,40.94,41448.0,Southeast
550975,CCD100,CARD PURCHASE,3,17.05.2011 20:47,12.01,,California
544872,POS100,POS PURCHASE,3,01.11.2011 04:27,49.32,41502.0,Northeast
545583,POS100,POS PURCHASE,1,15.11.2011 16:45,59.95,41542.0,New York Metro
537083,CCD100,CARD PURCHASE,5,13.06.2011 02:52,10.52,41061.0,California
549869,DDA100,CHECKING DEPOSIT,1,11.06.2011 21:23,78.51,42693.0,Great Lakes
546411,ACH100,ACH PAYROLL,1,28.09.2011 20:46,23.64,41663.0,Southwest
550371,INT100,INTEREST CREDIT,3,30.05.2011 10:54,30.36,42801.0,Midwest
548770,SAV200,SAVINGS TRANSFER,1,05.07.2011 13:26,58.66,,Southeast
548018,CCD100,CARD PURCHASE,1,15.02.2011 00:58,124.93,42302.0,Northeast
537107,CCD100,CARD PURCHASE,1,19.04.2011 18:01,10.08,41062.0,Southeast
545840,POS100,POS PURCHASE,2,02.12.2011 00:18,13.12,,New York Metro
540953,ACH200,ACH BILL PAY,2,05.12.2011 17:31,63.39,41281.0,New England
542482,DDA200,CHECKING DEBIT CARD,1,19.03.2011 15:29,87.18,,Florida
545571,POS100,POS PURCHASE,1,30.03.2011 18:07,95.98,41542.0,New York Metro
552954,ACH200,ACH BILL PAY,1,23.03.2011 08:51,5.18,43611.0,Northeast
541068,DDA101,CHECKING ACH CREDIT,1,30.06.2011 20:18,60.48,41286.0,Northeast
546847,ACH100,ACH PAYROLL,1,03.12.2011 16:45,17.72,41833.0,California
537873,ACH100,ACH PAYROLL,1,01.10.2011 13:10,1652.22,41104.0,Florida
540441,FEE100,MONTHLY SERVICE FEE,2,09.04.2011 04:57,12.65,41251.0,New York Metro
540047,ATM100,ATM WITHDRAWAL,1,12.04.2011 02:39,19.4,,New York Metro
543623,SAV100,SAVINGS DEPOSIT,1,13.04.2011 06:03,26.08,,Mountain
540933,WIR100,WIRE IN,1,29.01.2011 16:29,120.91,41279.0,New York Metro
546768,ACH200,ACH BILL PAY,1,19.11.2011 16:45,48.43,41804.0,Southeast
544625,INT100,INTEREST CREDIT,1,22.09.2011 12:21,191.66,41489.0,New York Metro
542432,CCD200,CARD PAYMENT,1,21.09.2011 19:02,18.2,41364.0,California
552392,DDA101,CHECKING ACH CREDIT,1,18.02.2011 00:23,15.53,43233.0,New York Metro
552598,POS100,POS PURCHASE,3,17.03.2011 21:05,15.36,43372.0,New York Metro
537281,ACH200,ACH BILL PAY,1,30.05.2011 15:21,20647.52,,Northeast
540752,DDA100,CHECKING DEPOSIT,1,09.01.2011 16:11,160.18,41269.0,Southwest
539711,FEE100,MONTHLY SERVICE FEE,1,19.03.2011 04:53,81.12,41207.0,New York Metro
542905,ACH100,ACH PAYROLL,1,28.11.2011 16:45,76.42,,New York Metro
546757,DDA100,CHECKING DEPOSIT,1,08.12.2011 16:45,58.61,41800.0,Florida
552728,ACH100,ACH PAYROLL,1,15.03.2011 16:45,10.21,43458.0,New York Metro
537249,ACH100,ACH PAYROLL,2,29.05.2011 03:59,86.72,41069.0,Pacific NW
551330,CCD200,CARD PAYMENT,3,23.02.2011 20:30,14.83,43012.0,New York Metro
543752,INT100,INTEREST CREDIT,1,23.03.2011 19:07,384.05,41440.0,Southwest
536270,ACH100,ACH PAYROLL,1,30.01.2011 05:19,151.47,41015.0,Southeast
551508,CCD100,CARD PURCHASE,1,04.02.2011 04:58,29.98,43049.0,Northeast
549284,DDA200,CHECKING DEBIT CARD,1,21.04.2011 01:04,102.65,,Northeast
541997,WIR200,WIRE OUT,1,16.04.2011 00:29,106.8,,Northeast
551663,DDA100,CHECKING DEPOSIT,1,09.02.2011 20:23,21.06,43080.0,Northeast
540063,SAV200,SAVINGS TRANSFER,1,16.11.2011 16:45,124.15,41227.0,New York Metro
543468,WIR100,WIRE IN,1,18.01.2011 21:46,59.77,41423.0,Northeast
538101,DDA101,CHECKING ACH CREDIT,1,21.11.2011 18:09,159.61,41116.0,Great Lakes
551501,INT100,INTEREST CREDIT,3,08.06.2011 03:35,45.12,,Great Lakes
547542,DDA200,CHECKING DEBIT CARD,1,06.12.2011 16:45,20.14,,Midwest
553040,WIR200,WIRE OUT,1,18.02.2011 16:45,27.64,43669.0,Southeast
553127,DDA200,CHECKING DEBIT CARD,1,04.06.2011 03:48,24.49,43727.0,Midwest
553349,WIR100,WIRE IN,1,17.02.2011 16:45,12.96,,Southeast
540475,WIR200,WIRE OUT,1,08.01.2011 20:28,48.94,,New York Metro
543241,SAV200,SAVINGS TRANSFER,1,01.05.2011 04:13,207.43,41408.0,California
546562,DDA200,CHECKING DEBIT CARD,3,01.12.2011 07:13,19.8,41722.0,New York Metro
538917,ACH200,ACH BILL PAY,1,17.03.2011 11:26,128.99,41159.0,Northeast
538267,SAV100,SAVINGS DEPOSIT,1,05.03.2011 10:19,90.31,41124.0,Mountain
553058,WIR100,WIRE IN,5,16.07.2011 16:45,4.75,43682.0,California
547810,SAV100,SAVINGS DEPOSIT,1,24.09.2011 00:26,28.08,42224.0,Northeast
544604,POS100,POS PURCHASE,1,03.07.2011 23:02,90.77,41488.0,Florida
541782,WIR100,WIRE IN,1,30.08.2011 05:28,82.12,41328.0,West
551187,POS100,POS PURCHASE,5,10.09.2011 16:45,4.72,42982.0,Northeast
550439,FEE100,MONTHLY SERVICE FEE,1,06.07.2011 09:41,74.91,42815.0,New York Metro
536415,ACH200,ACH BILL PAY,1,20.11.2011 05:56,44.73,41025.0,Southeast
540701,DDA200,CHECKING DEBIT CARD,1,31.07.2011 14:05,113.27,41266.0,New York Metro
543857,WIR100,WIRE IN,1,12.05.2011 09:56,156.7,41445.0,Northeast
538061,FEE100,MONTHLY SERVICE FEE,1,16.01.2011 13:38,110.6,41113.0,Mountain
554190,FEE100,MONTHLY SERVICE FEE,1,21.07.2011 16:45,12.21,44422.0,Florida
544649,SAV200,SAVINGS TRANSFER,3,01.06.2011 15:01,37.13,41490.0,California
538173,ACH100,ACH PAYROLL,1,21.10.2011 02:33,153.34,,Great Lakes
549580,WIR200,WIRE OUT,3,06.08.2011 16:45,9.06,42632.0,New York Metro
540949,SAV200,SAVINGS TRANSFER,1,18.09.2011 09:13,115.97,41280.0,California
537547,FEE100,MONTHLY SERVICE FEE,3,12.07.2011 05:58,7.34,41087.0,Northeast
551766,INT100,INTEREST CREDIT,1,13.10.2011 16:45,53.54,43101.0,Northeast
541871,SAV200,SAVINGS TRANSFER,1,07.12.2011 19:08,117.3,,Southeast
548517,DDA101,CHECKING ACH CREDIT,1,10.10.2011 16:45,41.75,,Pacific NW
546845,POS100,POS PURCHASE,1,17.09.2011 01:16,36.65,,California
540501,FEE100,MONTHLY SERVICE FEE,2,23.11.2011 07:15,9.72,,New York Metro
542994,POS100,POS PURCHASE,1,12.08.2011 21:08,96.23,,Southeast
550695,ATM100,ATM WITHDRAWAL,1,25.09.2011 16:45,34.2,,California
551034,POS100,POS PURCHASE,1,30.06.2011 06:51,61.44,42949.0,Florida
550259,SAV200,SAVINGS TRANSFER,1,14.03.2011 17:33,117.3,,Southwest
541897,DDA100,CHECKING DEPOSIT,1,16.01.2011 11:39,41.01,41334.0,Northeast
536943,SAV100,SAVINGS DEPOSIT,1,28.06.2011 10:27,601.79,41053.0,New York Metro
539231,WIR100,WIRE IN,1,25.10.2011 01:39,108.82,41179.0,Northeast
552743,INT100,INTEREST CREDIT,1,13.07.2011 16:45,15.1,,West
553785,SAV100,SAVINGS DEPOSIT,1,13.04.2011 12:12,38.07,44161.0,California
R546369,INT100,INTEREST CREDIT,-1,07.12.2011 21:28,29.5,41646.0,New York Metro
553580,DDA101,CHECKING ACH CREDIT,1,25.01.2011 16:45,10.14,44027.0,Great Lakes
542220,WIR200,WIRE OUT,1,14.01.2011 00:06,166.4,41353.0,West
536761,SAV200,SAVINGS TRANSFER,1,05.07.2011 01:33,90.3,41044.0,New York Metro
542737,DDA200,CHECKING DEBIT CARD,1,24.03.2011 19:27,154.7,41380.0,New York Metro
542361,CCD100,CARD PURCHASE,1,05.04.2011 16:50,205.87,41360.0,Northeast
547210,FEE100,MONTHLY SERVICE FEE,1,13.11.2011 16:45,39.89,41985.0,Northeast
553242,INT100,INTEREST CREDIT,1,16.03.2011 20:19,13.29,43805.0,Texas
537529,WIR200,WIRE OUT,1,14.08.2011 17:27,187.18,41085.0,Southeast
548309,CCD100,CARD PURCHASE,1,01.02.2011 10:53,82.18,,West
541618,DDA100,CHECKING DEPOSIT,1,19.11.2011 21:43,441.89,41319.0,Southeast
544919,CCD200,CARD PAYMENT,1,31.03.2011 20:05,150.56,41505.0,West
545652,CCD100,CARD PURCHASE,1,31.03.2011 06:49,102.89,,New York Metro
537323,ACH200,ACH BILL PAY,1,10.02.2011 18:27,349.08,41075.0,Southeast
540413,SAV100,SAVINGS DEPOSIT,1,15.04.2011 13:47,195.5,41250.0,Southeast
542377,POS100,POS PURCHASE,1,21.06.2011 19:31,137.33,,New York Metro
552167,DDA101,CHECKING ACH CREDIT,1,06.05.2011 05:50,38.44,,Midwest
538614,FEE100,MONTHLY SERVICE FEE,1,06.10.2011 17:10,265.57,41142.0,Texas
536339,WIR100,WIRE IN,1,18.11.2011 16:45,286.8,,Southeast
543056,ATM100,ATM WITHDRAWAL,1,13.08.2011 23:23,94.86,41398.0,California
545058,ATM100,ATM WITHDRAWAL,1,25.11.2011 00:22,18.79,,Texas
549126,WIR100,WIRE IN,1,04.09.2011 12:53,66.06,42539.0,California
554167,DDA101,CHECKING ACH CREDIT,1,12.03.2011 16:45,36.74,44408.0,New York Metro
553277,WIR200,WIRE OUT,2,20.01.2011 16:45,30.72,43830.0,California
552043,DDA100,CHECKING DEPOSIT,1,28.05.2011 09:57,211.11,,Texas
543972,SAV100,SAVINGS DEPOSIT,1,15.05.2011 17:55,157.78,41451.0,California
538605,ACH200,ACH BILL PAY,1,02.05.2011 20:43,235.56,41142.0,Texas
547079,ACH200,ACH BILL PAY,1,07.12.2011 16:45,10.72,,Florida
547998,ACH200,ACH BILL PAY,1,17.11.2011 18:52,30.68,,Northeast
545730,FEE100,MONTHLY SERVICE FEE,1,09.01.2011 00:19,101.13,41552.0,New York Metro
545557,POS100,POS PURCHASE,2,01.10.2011 17:51,208.71,41541.0,West
552793,WIR200,WIRE OUT,1,10.02.2011 22:42,18.3,43499.0,New York Metro
548247,SAV100,SAVINGS DEPOSIT,2,30.08.2011 11:15,47.16,42348.0,Southeast
551518,CCD200,CARD PAYMENT,1,24.08.2011 01:07,88.94,43051.0,Southwest
550668,ACH200,ACH BILL PAY,1,07.07.2011 01:24,111.88,42866.0,New York Metro
553362,CCD200,CARD PAYMENT,1,25.05.2011 10:22,77.4,,Mid-Atlantic
547039,ATM100,ATM WITHDRAWAL,1,31.10.2011 16:24,45.29,41913.0,Florida
545983,DDA200,CHECKING DEBIT CARD,3,05.07.2011 16:55,11.88,41566.0,Pacific NW
550162,DDA200,CHECKING DEBIT CARD,1,20.03.2011 08:42,90.29,,Northeast
547932,ACH200,ACH BILL PAY,1,28.11.2011 16:45,14.3,42272.0,Great Lakes
552322,CCD200,CARD PAYMENT,1,10.10.2011 16:45,37.36,43216.0,Pacific NW
549486,INT100,INTEREST CREDIT,1,30.03.2011 11:28,39.39,42615.0,Midwest
543692,ACH100,ACH PAYROLL,1,22.03.2011 16:49,158.71,41436.0,Northeast
536700,FEE100,MONTHLY SERVICE FEE,1,29.10.2011 00:49,56.66,41041.0,New York Metro
554120,DDA101,CHECKING ACH CREDIT,1,03.05.2011 10:42,11.91,44376.0,California
552939,SAV100,SAVINGS DEPOSIT,1,29.06.2011 16:45,19.61,43600.0,New York Metro
552274,DDA101,CHECKING ACH CREDIT,1,12.08.2011 03:31,107.24,43208.0,Northeast
548296,SAV200,SAVINGS TRANSFER,2,31.07.2011 01:33,34.63,42358.0,Southwest
549331,WIR100,WIRE IN,1,20.05.2011 15:54,28.15,,Mountain
547699,DDA101,CHECKING ACH CREDIT,1,21.11.2011 16:45,13.02,42181.0,New York Metro
554308,DDA100,CHECKING DEPOSIT,1,19.03.2011 16:45,19.85,44498.0,New York Metro
551784,CCD200,CARD PAYMENT,1,23.07.2011 01:25,79.85,43106.0,Midwest
551316,FEE100,MONTHLY SERVICE FEE,1,28.04.2011 16:10,28.41,43010.0,Texas
552034,ACH200,ACH BILL PAY,1,28.08.2011 22:41,36.51,43160.0,Northeast
545869,CCD200,CARD PAYMENT,1,27.05.2011 12:24,75.11,,Southwest
538744,WIR100,WIRE IN,2,01.02.2011 21:28,12.62,41149.0,Midwest
541353,FEE100,MONTHLY SERVICE FEE,1,19.10.2011 10:07,169.22,,Great Lakes
541568,CCD100,CARD PURCHASE,1,01.08.2011 15:32,106.8,41316.0,Florida
554276,POS100,POS PURCHASE,1,16.05.2011 16:45,43.19,44478.0,California
552241,POS100,POS PURCHASE,2,23.09.2011 16:45,28.12,43200.0,Northeast
546165,DDA101,CHECKING ACH CREDIT,1,05.02.2011 21:23,30.64,,Northeast
536814,ACH200,ACH BILL PAY,1,31.03.2011 17:31,78.32,41046.0,Midwest
540458,SAV100,SAVINGS DEPOSIT,1,18.01.2011 13:06,463.5,,New York Metro
544242,DDA101,CHECKING ACH CREDIT,3,02.08.2011 01:13,47.19,41468.0,Northeast
547481,DDA200,CHECKING DEBIT CARD,1,03.12.2011 06:06,36.2,,Southwest
548564,DDA101,CHECKING ACH CREDIT,1,14.05.2011 19:29,41.72,,West
536052,DDA200,CHECKING DEBIT CARD,1,09.02.2011 04:47,28.68,41002.0,New York Metro
547272,INT100,INTEREST CREDIT,1,25.10.2011 17:00,31.82,,Northeast
552831,CCD100,CARD PURCHASE,1,11.12.2010 15:55,32.25,,New York Metro
542301,WIR100,WIRE IN,1,09.04.2011 09:44,469.86,41357.0,Mountain
537218,SAV100,SAVINGS DEPOSIT,1,17.11.2011 04:45,40.98,41068.0,New York Metro
551264,SAV200,SAVINGS TRANSFER,2,12.08.2011 16:45,28.03,42997.0,West
553941,ATM100,ATM WITHDRAWAL,1,21.02.2011 10:17,27.19,,New York Metro
541655,POS100,POS PURCHASE,1,04.12.2011 16:45,118.81,41320.0,Florida
549526,ACH100,ACH PAYROLL,1,08.09.2011 15:01,109.93,,Great Lakes
549111,FEE100,MONTHLY SERVICE FEE,1,05.04.2011 19:45,84.96,,Midwest
551397,INT100,INTEREST CREDIT,1,15.08.2011 16:45,45.05,,Texas
543045,DDA200,CHECKING DEBIT CARD,1,08.11.2011 15:30,86.69,41397.0,Northeast
537260,ATM100,ATM WITHDRAWAL,1,04.07.2011 21:11,92.96,41070.0,Mid-Atlantic
553062,DDA100,CHECKING DEPOSIT,3,08.07.2011 16:45,7.17,,New York Metro
551721,ATM100,ATM WITHDRAWAL,1,03.09.2011 18:51,94.72,43091.0,West
539322,DDA100,CHECKING DEPOSIT,1,26.09.2011 23:10,55.4,41185.0,Texas
536998,INT100,INTEREST CREDIT,1,26.11.2011 09:44,12.73,41056.0,Southeast
553163,ACH100,ACH PAYROLL,1,19.03.2011 20:47,28.18,,Midwest
551946,FEE100,MONTHLY SERVICE FEE,1,17.07.2011 09:56,50.39,43143.0,Carolinas
543350,DDA100,CHECKING DEPOSIT,1,24.04.2011 15:29,122.06,41415.0,Northeast
548232,SAV100,SAVINGS DEPOSIT,1,11.07.2011 11:47,35.3,42346.0,West
537715,DDA101,CHECKING ACH CREDIT,1,23.07.2011 07:50,184.42,41096.0,Southwest
542139,SAV100,SAVINGS DEPOSIT,1,05.10.2011 23:15,190.2,41348.0,Midwest
537985,CCD100,CARD PURCHASE,3,06.03.2011 02:04,34.17,41110.0,Great Lakes
553230,FEE100,MONTHLY SERVICE FEE,1,15.02.2011 13:48,11.87,43796.0,California
538572,DDA101,CHECKING ACH CREDIT,1,05.08.2011 19:49,70.63,41140.0,Florida
R545575,SAV200,SAVINGS TRANSFER,-1,24.02.2011 08:28,77.91,41542.0,New York Metro
540987,ACH100,ACH PAYROLL,1,31.07.2011 15:43,123.08,,California
551627,CCD200,CARD PAYMENT,1,04.07.2011 12:09,81.84,43072.0,West
553029,FEE100,MONTHLY SERVICE FEE,1,06.08.2011 16:45,20.09,,Florida
545553,CCD200,CARD PAYMENT,1,27.07.2011 10:23,115.98,41541.0,West
541036,FEE100,MONTHLY SERVICE FEE,1,12.09.2011 16:09,201.81,,Southeast
536097,SAV100,SAVINGS DEPOSIT,1,11.07.2011 07:09,389.01,41004.0,California
538344,FEE100,MONTHLY SERVICE FEE,1,26.02.2011 04:35,256.21,41128.0,New York Metro
542892,CCD200,CARD PAYMENT,1,08.01.2011 18:34,105.41,41388.0,New York Metro
536892,DDA100,CHECKING DEPOSIT,1,18.02.2011 17:43,85.99,41050.0,Northeast
537122,DDA200,CHECKING DEBIT CARD,1,19.10.2011 23:22,271.36,41063.0,Northeast
R553554,INT100,INTEREST CREDIT,-1,16.05.2011 16:45,14.88,44011.0,Northeast
542724,FEE100,MONTHLY SERVICE FEE,5,28.03.2011 02:42,18.34,41380.0,New York Metro
544917,WIR200,WIRE OUT,1,04.06.2011 09:03,169.69,41505.0,West
549306,ACH200,ACH BILL PAY,1,16.10.2011 16:45,170.77,42577.0,Northeast
545562,ACH100,ACH PAYROLL,1,02.05.2011 19:04,101.92,,New York Metro
539480,SAV100,SAVINGS DEPOSIT,1,03.12.2011 14:29,75.58,41194.0,Texas
545238,SAV200,SAVINGS TRANSFER,1,10.01.2011 15:45,626.58,41524.0,Northeast
549896,DDA101,CHECKING ACH CREDIT,1,13.04.2011 15:03,39.45,,Pacific NW
547437,WIR100,WIRE IN,1,27.11.2011 16:45,39.91,42075.0,Midwest
539067,DDA101,CHECKING ACH CREDIT,1,25.07.2011 17:31,321.61,41168.0,Texas
538555,WIR200,WIRE OUT,1,03.04.2011 03:04,218.38,,Northeast
552158,ACH200,ACH BILL PAY,1,28.04.2011 17:07,52.55,,Mid-Atlantic
542808,ATM100,ATM WITHDRAWAL,1,11.10.2011 14:06,400.41,41384.0,New York Metro
539889,ACH200,ACH BILL PAY,1,02.08.2011 12:20,71.78,41219.0,New York Metro
543783,SAV200,SAVINGS TRANSFER,1,16.04.2011 12:44,95.54,41441.0,California
541740,SAV200,SAVINGS TRANSFER,1,25.04.2011 11:10,53.7,41326.0,Midwest
545146,CCD100,CARD PURCHASE,1,25.09.2011 06:45,36.35,41517.0,Texas
548714,CCD200,CARD PAYMENT,1,23.08.2011 16:45,18.44,42444.0,Midwest
537763,ATM100,ATM WITHDRAWAL,1,13.11.2011 11:19,217.13,41098.0,New York Metro
540726,DDA101,CHECKING ACH CREDIT,1,17.11.2011 14:04,65.69,41267.0,Carolinas
553752,WIR100,WIRE IN,1,06.08.2011 16:45,15.61,44140.0,New York Metro
548262,WIR100,WIRE IN,1,29.01.2011 21:08,167.14,,California
546537,CCD100,CARD PURCHASE,1,20.11.2011 16:45,21.63,41711.0,Pacific NW
547196,INT100,INTEREST CREDIT,1,26.11.2011 16:45,17.97,,New York Metro
554122,FEE100,MONTHLY SERVICE FEE,1,13.02.2011 16:45,16.78,44377.0,New York Metro
542941,INT100,INTEREST CREDIT,1,30.05.2011 17:01,45.75,41390.0,Florida
543983,WIR100,WIRE IN,1,16.02.2011 12:40,499.58,41452.0,New York Metro
547861,FEE100,MONTHLY SERVICE FEE,1,25.09.2011 18:04,6.0,42244.0,New York Metro
549652,DDA101,CHECKING ACH CREDIT,1,23.09.2011 16:45,78.47,42646.0,New York Metro
548583,DDA100,CHECKING DEPOSIT,1,07.07.2011 18:02,56.32,,Florida
542966,SAV200,SAVINGS TRANSFER,1,24.10.2011 21:32,153.94,,California
552489,DDA101,CHECKING ACH CREDIT,1,04.02.2011 16:45,23.28,,Texas
536608,POS100,POS PURCHASE,1,02.07.2011 17:56,15.43,,California
537837,POS100,POS PURCHASE,1,09.03.2011 19:16,27.84,,West
541636,POS100,POS PURCHASE,1,20.07.2011 16:35,209.12,41319.0,Southeast
536616,DDA101,CHECKING ACH CREDIT,2,29.11.2011 16:45,108.68,41036.0,California
545756,POS100,POS PURCHASE,1,14.10.2011 09:00,90.55,,New York Metro
553199,SAV200,SAVINGS TRANSFER,1,12.06.2011 16:45,0.0,,Southwest
537819,CCD100,CARD PURCHASE,1,03.11.2011 01:10,132.65,41101.0,Great Lakes
550488,ATM100,ATM WITHDRAWAL,1,17.08.2011 23:26,181.33,42825.0,West
543540,DDA101,CHECKING ACH CREDIT,1,01.05.2011 05:08,212.25,41428.0,Great Lakes
549782,CCD100,CARD PURCHASE,1,29.08.2011 05:29,91.33,42676.0,Midwest
543070,DDA100,CHECKING DEPOSIT,1,18.03.2011 18:12,32.83,41398.0,California
552496,INT100,,1,30.06.2011 16:45,23.23,,Mid-Atlantic
541846,SAV100,SAVINGS DEPOSIT,1,09.10.2011 14:25,74.51,41331.0,Carolinas
549852,DDA101,CHECKING ACH CREDIT,3,10.05.2011 09:35,48.1,42689.0,New England
541382,WIR100,WIRE IN,1,29.12.2010 23:14,205.82,,Northeast
536319,CCD200,CARD PAYMENT,1,17.07.2011 03:20,17.96,41018.0,California
538955,WIR100,WIRE IN,5,22.01.2011 07:55,87.56,41161.0,Northeast
546345,CCD100,CARD PURCHASE,1,29.11.2011 16:45,34.03,41636.0,Mountain
544314,ACH200,ACH BILL PAY,1,28.07.2011 18:02,72.15,41471.0,Midwest
553068,DDA200,CHECKING DEBIT CARD,1,27.06.2011 16:45,10.08,43689.0,Midwest
544437,WIR200,WIRE OUT,1,24.10.2011 20:22,83.17,41479.0,West
541352,ATM100,ATM WITHDRAWAL,1,02.04.2011 00:05,86.08,41303.0,Great Lakes
542768,DDA101,CHECKING ACH CREDIT,1,05.11.2011 01:32,961.97,41382.0,West
550549,INT100,INTEREST CREDIT,1,09.06.2011 02:59,108.25,42839.0,Southwest
541927,FEE100,,1,28.07.2011 13:56,1803.25,41336.0,Texas
541245,ACH100,ACH PAYROLL,2,25.11.2011 16:45,186.81,,Southeast
551260,ACH100,ACH PAYROLL,2,08.04.2011 19:44,37.9,,Northeast
537852,DDA200,CHECKING DEBIT CARD,1,21.12.2010 13:57,39.63,,Northeast
547309,DDA200,CHECKING DEBIT CARD,1,29.09.2011 14:46,74.12,42027.0,Great Lakes
547788,DDA101,CHECKING ACH CREDIT,1,08.09.2011 08:23,107.74,,Texas
543994,ATM100,ATM WITHDRAWAL,1,06.03.2011 08:34,134.61,41452.0,New York Metro
539717,ACH200,ACH BILL PAY,1,06.12.2011 17:06,81.17,,New York Metro
551256,WIR100,WIRE IN,1,27.03.2011 19:14,104.83,42995.0,Texas
547847,SAV100,SAVINGS DEPOSIT,1,10.11.2011 16:45,20.67,42238.0,California
536942,DDA100,CHECKING DEPOSIT,1,06.07.2011 17:07,1461.55,41053.0,New York Metro
539160,DDA100,CHECKING DEPOSIT,1,07.05.2011 07:21,79.19,,Southwest
554036,ACH100,ACH PAYROLL,2,03.01.2011 15:38,4.61,44324.0,Southeast
546068,DDA100,CHECKING DEPOSIT,1,30.11.2011 16:45,109.62,41570.0,New York Metro
550491,ACH100,ACH PAYROLL,1,01.10.2011 16:45,117.65,42825.0,West
539817,CCD100,CARD PURCHASE,2,12.03.2011 23:39,146.02,,Midwest
541406,DDA100,CHECKING DEPOSIT,1,24.03.2011 12:18,870.84,41307.0,New York Metro
548073,INT100,INTEREST CREDIT,1,16.06.2011 13:55,32.02,42313.0,California
537430,CCD200,CARD PAYMENT,1,20.09.2011 06:53,306.75,41079.0,New York Metro
547492,ACH100,ACH PAYROLL,1,08.12.2011 03:09,10.48,42095.0,Texas
550808,DDA100,CHECKING DEPOSIT,1,23.05.2011 13:19,10.88,42896.0,Midwest
552407,ACH200,ACH BILL PAY,1,29.07.2011 16:45,27.93,43243.0,New York Metro
540007,SAV200,SAVINGS TRANSFER,1,15.09.2011 11:55,27.74,41224.0,Pacific NW
545616,CCD100,CARD PURCHASE,2,24.07.2011 07:15,0.0,,Northeast
548665,DDA100,CHECKING DEPOSIT,3,08.04.2011 02:37,39.87,42434.0,Northeast
543126,POS100,POS PURCHASE,1,03.07.2011 23:16,207.35,41402.0,Southwest
546435,ACH200,ACH BILL PAY,1,19.11.2011 16:45,42.31,,West
551201,ACH100,ACH PAYROLL,1,13.04.2011 10:44,66.82,42985.0,West
540613,POS100,POS PURCHASE,3,11.03.2011 05:59,51.45,41261.0,California
544439,DDA200,CHECKING DEBIT CARD,1,15.01.2011 00:29,49.99,,West
547603,DDA200,CHECKING DEBIT CARD,3,25.10.2011 12:38,10.23,42140.0,California
543864,SAV100,SAVINGS DEPOSIT,1,09.06.2011 12:24,133.13,41445.0,Northeast
538128,FEE100,MONTHLY SERVICE FEE,1,21.04.2011 11:10,531.08,41117.0,New York Metro
554076,SAV200,SAVINGS TRANSFER,1,30.05.2011 16:45,27.34,44349.0,New York Metro
548695,INT100,INTEREST CREDIT,1,15.07.2011 01:35,98.49,42441.0,New York Metro
552726,FEE100,MONTHLY SERVICE FEE,2,24.12.2010 16:45,16.12,43457.0,Northeast
541580,INT100,INTEREST CREDIT,1,17.03.2011 21:11,101.71,,Northeast
540898,ATM100,ATM WITHDRAWAL,1,08.12.2011 23:43,185.04,41277.0,New York Metro
545440,WIR200,WIRE OUT,3,07.04.2011 01:51,13.93,41536.0,Northeast
546806,DDA100,CHECKING DEPOSIT,3,28.09.2011 12:49,10.24,41819.0,Southwest
551459,DDA100,CHECKING DEPOSIT,1,31.05.2011 18:18,47.84,43038.0,Southeast
550205,ATM100,ATM WITHDRAWAL,2,27.09.2011 16:45,17.51,42761.0,Southeast
540152,ATM100,ATM WITHDRAWAL,1,08.01.2011 17:00,99.28,41233.0,Northeast
553624,ACH200,ACH BILL PAY,1,12.03.2011 16:45,37.21,,Midwest
546011,DDA101,CHECKING ACH CREDIT,1,21.02.2011 23:41,203.79,41568.0,Southwest
536235,WIR100,WIRE IN,1,15.11.2011 16:45,73.53,41012.0,Mountain
545192,INT100,INTEREST CREDIT,1,04.06.2011 05:35,157.74,41520.0,Texas
545421,INT100,INTEREST CREDIT,1,14.09.2011 11:04,0.0,41535.0,California
544462,SAV200,SAVINGS TRANSFER,1,04.12.2011 16:45,123.74,41480.0,West
550254,FEE100,MONTHLY SERVICE FEE,1,24.08.2011 16:45,37.85,42773.0,Pacific NW
