CollectionId,CollectionDate,Region,WasteType,CollectionMethod,VehicleType,FuelType,RouteDistanceKm,RouteDurationMin,FuelUsedLiters,HouseholdsServed,BinsCollected,NumberOfBinsPerHousehold,PopulationDensity,AverageHouseholdIncomeUSD,EstimatedWeightKg,WeightCollectedKg,ContaminationRatePct,DiversionRatePct,MissedCollections,CostUSD,CO2EmissionsKg
2FD2622A-A63D-43EA-B747-3A72CD9122B7,2024-03-10,South,Household,Curbside,Compactor,Diesel,220.0,458.6,77.34,93,80,3,1706.5,26575.0,1174.3,719.0,6.11,17.02,3,706.41,207.27
F8D84DC0-8D1B-4382-8F4B-77B56AF29090,2024-10-05,Central,Household,Curbside,VacuumTruck,Diesel,220.0,648.6,119.98,263,256,3,4948.0,83272.0,3793.0,3806.5,0.0,24.9,0,873.84,321.54
40DD07D7-7E09-418B-8462-887255085753,2021-05-01,South,Hazardous,DropOff,VacuumTruck,Diesel,220.0,551.6,111.68,78,79,2,2419.5,42844.0,364.1,363.0,0.01,11.16,2,786.91,299.3
CE3DC36D-0FA3-4DD7-BFBF-0E68119BACEB,2023-11-21,North,Household,DropOff,Compactor,Diesel,220.0,501.5,99.54,105,106,3,2528.0,110962.0,2009.7,1695.4,0.0,33.54,1,701.72,266.78
02F30284-DC16-42A9-AFA1-E1EC51200A25,2021-01-25,Central,Household,Curbside,Compactor,CNG,220.0,466.4,85.5,316,293,2,6287.2,63169.0,5044.1,5073.7,5.13,24.19,5,647.99,162.45
5B689603-8355-4D8B-9554-BC3AB1BD19B2,2023-03-13,North,Household,Commercial,Compactor,Diesel,220.0,586.0,82.74,93,96,2,1691.3,64294.0,1721.7,1626.4,1.72,12.21,2,769.51,221.74
CCB77E13-B559-4FE9-BCBD-7D672CE622F9,2024-02-24,Central,Household,Curbside,Compactor,Diesel,220.0,490.3,71.12,177,174,4,6800.0,52629.0,2896.2,3062.3,2.57,39.26,0,642.46,190.61
CA256270-A5C9-4BF7-8FAB-7820B2CF2CB2,2024-05-07,South,Organic,DropOff,Compactor,Diesel,220.0,446.5,117.93,65,66,4,1830.9,38553.0,625.7,592.5,15.44,69.94,0,692.62,316.05
71340DED-400D-4EF9-ACCC-5F0B794A7CDE,2022-11-29,North,Recyclable,Curbside,Compactor,Diesel,220.0,483.4,92.08,76,74,2,2580.3,34543.0,548.7,541.6,20.08,63.06,1,661.41,246.78
25CC45C3-78FA-4FF9-AE9A-B8538D926F59,2024-06-13,East,Household,Curbside,VacuumTruck,Electric,220.0,406.9,0.0,96,82,3,2559.3,70640.0,1297.7,1359.8,1.89,31.57,1,574.15,0.0
8F2EDECB-2398-4767-BDD7-F6FED33433F9,2024-04-17,Central,Construction,Commercial,FlatbedContainer,CNG,220.0,550.4,77.58,198,172,3,5182.4,71811.0,10774.0,6184.9,0.6,47.79,1,741.24,147.4
ECBEA8EC-DEBC-40FA-99A3-7764D8473FBA,2023-06-10,West,Household,Curbside,VacuumTruck,Diesel,220.0,596.3,81.08,93,87,4,1987.8,80164.0,1255.3,1260.2,0.85,20.39,0,794.17,217.3
C2E5AE11-ABD2-4702-B405-59130778FF7F,2022-11-03,South,Household,Curbside,Compactor,Electric,220.0,456.5,0.0,40,40,1,1511.8,25925.0,553.2,551.7,7.78,16.18,0,575.73,0.0
9FCDDEAF-7466-4776-A42F-77D1724218DA,2024-06-29,North,Recyclable,DropOff,RecyclingTruck,Diesel,220.0,412.8,78.41,44,45,3,1928.1,46134.0,398.2,388.2,15.11,70.1,1,600.92,210.14
3ABCE028-C486-456E-8DBA-76A92A4396C7,2021-12-21,South,Household,Curbside,Compactor,Diesel,220.0,473.0,116.84,203,203,4,3967.3,47453.0,4034.6,4430.2,0.0,19.19,0,652.92,313.14
737056A8-F375-4667-8A2F-713C8A6B9348,2024-03-26,West,Household,Curbside,Compactor,CNG,220.0,486.9,84.16,40,41,1,1107.5,56252.0,526.6,514.4,8.18,13.17,0,632.8,159.9
18E2DF07-508E-40F0-979D-10D35B94016C,2021-07-11,Central,Household,Curbside,Compactor,Diesel,142.53,424.7,50.02,629,576,3,9764.5,43144.0,8000.9,7550.8,4.85,31.33,1,577.94,134.05
C5EE3A9B-3E97-4EA9-B67F-16CB99391F15,2024-02-29,South,Household,Curbside,Compactor,CNG,220.0,605.6,83.94,52,53,2,2262.6,36248.0,671.4,719.9,11.62,4.82,0,739.19,159.49
5B81F0EA-4E28-4423-956E-396E683E20C1,2022-10-30,North,Recyclable,DropOff,RecyclingTruck,Diesel,220.0,533.8,103.1,93,94,1,2038.0,73953.0,692.2,726.9,16.33,79.26,1,733.09,276.31
2EB1E177-81BF-4B6E-A70A-2D1EB1F000FD,2023-08-09,West,Household,Curbside,Compactor,CNG,220.0,572.5,68.4,59,56,3,1454.0,67890.0,718.0,836.1,0.76,25.35,2,712.09,129.96
C43C4594-9385-4B04-A89F-1C6DFD664C92,2024-05-12,Central,Household,Curbside,Compactor,Electric,220.0,518.7,0.0,271,267,3,6890.7,84582.0,4083.7,2955.1,0.0,24.74,0,604.7,0.0
5A4B7027-A23E-42DC-9A6C-8EB91065C769,2021-04-07,Central,Household,Curbside,Compactor,Electric,220.0,563.8,0.0,480,499,1,6680.1,63339.0,8090.6,8885.3,0.0,17.11,1,658.99,0.0
993F3400-921F-47CA-8468-94A1612417F7,2022-12-13,North,Recyclable,DropOff,RecyclingTruck,Diesel,220.0,547.8,79.83,81,69,2,1576.7,44773.0,520.6,487.4,18.56,60.53,1,753.87,213.93
35BE74FE-BA53-4A53-BA2D-60A5470A3B1C,2021-03-12,Central,Organic,Curbside,Compactor,CNG,195.22,552.0,88.67,216,197,3,5644.4,92452.0,1546.7,1145.0,11.92,80.42,4,678.3,168.47
3E441C9D-FF49-46A9-B0A5-F6EB04F4D102,2022-08-21,Central,Construction,Commercial,FlatbedContainer,Diesel,210.84,587.9,69.56,231,227,3,4053.1,76907.0,10223.5,9694.7,8.51,41.53,2,792.58,186.43
AA8E0625-FC13-4D81-9D63-B9ED0CE8106E,2021-10-22,South,Household,Curbside,Compactor,Diesel,220.0,395.5,81.64,80,83,3,2617.6,52592.0,1118.2,993.8,1.62,22.04,2,582.95,218.8
65BE66E2-0548-4D3B-8727-56375E0F319F,2022-03-07,North,Recyclable,Curbside,RecyclingTruck,CNG,220.0,604.4,63.0,73,71,2,1745.2,40484.0,512.9,545.6,21.68,52.74,0,727.1,119.71
F7436758-D953-4919-8691-4DA682430BD2,2021-06-26,East,Household,Curbside,Compactor,Electric,220.0,542.7,0.0,69,63,1,1767.7,64416.0,1292.9,1274.4,0.0,17.35,0,627.98,0.0
F1887251-C853-42B6-89C0-07F840F9BBF7,2022-01-18,South,Construction,DropOff,FlatbedContainer,Diesel,220.0,519.4,113.6,80,83,2,1444.2,21786.0,4784.3,4903.3,10.46,45.93,0,743.05,304.45
50D5CCF2-68A4-481F-A7EC-825C61C2EDD6,2022-09-01,South,Recyclable,Curbside,Compactor,Electric,220.0,529.2,0.0,44,40,1,1412.3,47659.0,323.2,205.9,20.07,60.19,0,609.79,0.0
E774269B-A55A-446B-8046-121301870DD1,2023-04-06,Central,Household,Curbside,Compactor,Diesel,220.0,496.2,73.51,116,113,5,2722.7,95792.0,1567.7,1534.9,0.0,29.67,1,701.14,197.0
155B4312-9CA2-40C5-8592-DE38F65E6F53,2024-08-01,East,Organic,DropOff,Compactor,Diesel,220.0,485.9,88.24,55,56,3,1903.4,66555.0,514.6,558.1,12.51,92.73,1,685.09,236.49
A18C72B3-1D0A-48CF-9AAF-064AF1E3FA51,2021-05-24,Central,Household,Curbside,Compactor,CNG,220.0,407.7,71.1,103,106,4,3879.7,50709.0,1508.2,1497.1,0.0,24.46,1,591.78,135.08
B3AF15AB-63D4-4FB9-BF66-851F7449A0D0,2024-03-06,West,Recyclable,Curbside,RecyclingTruck,Diesel,220.0,500.2,99.39,92,92,2,2217.8,35757.0,581.7,567.2,18.43,72.96,1,712.99,266.38
B69617A6-DA03-4DEF-A281-C9267E2DD5B2,2022-09-24,North,Household,Curbside,Compactor,Diesel,220.0,492.7,96.97,72,72,2,2522.2,49776.0,996.6,1106.0,5.81,24.5,1,715.61,259.87
3DE97285-F0F7-4AE2-92ED-18B21033BB2D,2022-08-15,East,Hazardous,Commercial,VacuumTruck,Diesel,220.0,535.4,104.87,49,46,3,2411.4,61382.0,216.7,210.9,2.19,18.57,0,800.36,281.05
F3ACCCBC-89FB-4880-A408-FA8DD259335B,2023-04-14,Central,Recyclable,Curbside,RecyclingTruck,CNG,220.0,406.3,100.61,183,157,2,7022.9,61506.0,1226.6,1118.8,26.46,63.79,0,573.75,191.16
1550CA8E-24A2-4284-8140-C71835CED1CE,2022-12-05,North,Organic,Curbside,Compactor,Diesel,220.0,451.3,90.89,111,99,1,2493.3,55511.0,929.9,961.4,18.51,53.75,2,651.17,243.6
B6DEA038-0E45-4A32-91B2-7A7DEC707B35,2021-04-17,East,Recyclable,Curbside,RecyclingTruck,Diesel,220.0,620.9,106.92,118,111,1,2329.1,53495.0,819.8,759.4,20.63,52.4,3,837.91,286.55
A213CF49-832C-4FAC-AC98-2FAB6CC2B8C5,2024-03-28,East,Construction,Commercial,FlatbedContainer,Diesel,220.0,458.8,82.4,120,112,2,2890.6,103058.0,6241.9,6382.6,8.92,38.45,2,660.87,220.83
4E665F07-A201-411C-9619-697FD37BF349,2024-06-01,North,Household,Curbside,Compactor,Diesel,220.0,429.1,82.15,66,64,2,1512.2,41950.0,980.3,924.0,2.86,16.08,1,621.52,220.16
E6E218A5-C7C0-43F6-82EF-6F583274E3C5,2023-06-08,West,Household,Curbside,Compactor,Diesel,220.0,468.8,98.28,112,114,3,1306.3,62116.0,1275.0,1325.9,0.55,26.39,2,711.56,263.4
A3332B95-E679-47CC-A69D-71855C479F86,2024-11-16,Central,Recyclable,Curbside,RecyclingTruck,CNG,220.0,557.6,87.6,280,250,2,6297.5,109223.0,2051.6,1255.7,17.35,77.0,2,740.54,166.43
3C7BF9B6-4005-479D-AC0E-6DD6FB4856ED,2023-11-23,West,Household,Curbside,Compactor,Diesel,220.0,490.9,79.84,52,54,1,992.3,51170.0,654.9,658.9,5.5,6.39,1,646.4,213.96
65DB8180-DEAE-4939-9B61-F6D74D354205,2023-02-10,North,Household,Curbside,Compactor,Electric,220.0,471.9,0.0,108,107,1,2618.2,41764.0,1363.9,1429.3,4.91,12.96,2,604.85,0.0
50316C65-6944-48A7-A990-24758FB187A4,2024-10-22,South,Household,DropOff,Compactor,CNG,220.0,446.0,102.32,112,115,2,1766.6,59658.0,1980.5,2024.7,2.48,20.15,0,586.01,194.4
1CCC8B94-A4ED-441F-92B8-2B09B85A6161,2023-09-20,East,Construction,Commercial,FlatbedContainer,Diesel,220.0,454.8,107.46,45,42,1,1914.6,73754.0,2163.8,2295.7,8.67,48.02,0,696.2,288.01
A9A8299F-AFFE-446C-81CC-76D6E6C32592,2023-12-22,West,Recyclable,Curbside,Compactor,Diesel,220.0,446.5,78.09,54,55,1,1383.0,47527.0,290.6,282.9,23.08,69.92,1,621.19,209.28
DC2F4C80-2F3A-414E-9E25-E6F291037EA5,2024-11-26,Central,Household,Curbside,Compactor,CNG,176.69,507.3,57.14,114,116,3,4288.2,139393.0,1715.0,1590.4,0.0,34.67,0,604.29,108.58
99042C52-9B08-41A2-967D-B90BD57F05CC,2022-07-31,West,Construction,Commercial,FlatbedContainer,CNG,220.0,458.7,80.17,99,102,2,1829.5,52232.0,5375.9,5267.7,12.42,30.78,2,666.89,152.31
BE10871A-D4A2-434C-9F6D-9A6118EF3B6A,2021-07-13,Central,Household,Curbside,Compactor,Electric,220.0,554.0,0.0,230,236,3,5123.6,63546.0,3023.8,2921.3,0.0,32.07,3,678.3,0.0
EAE4DBF6-192F-46AD-B480-8F97967A3835,2021-06-11,South,Construction,Commercial,FlatbedContainer,Diesel,220.0,427.2,84.74,37,35,3,1131.4,57158.0,2273.6,2330.8,10.55,37.54,2,650.76,227.1
00485C11-A542-47CC-BCAD-AE39B4ED63D4,2024-04-03,South,Construction,Commercial,Compactor,Diesel,220.0,408.3,107.45,47,46,2,2076.8,63799.0,2352.8,2349.1,4.04,31.79,2,642.62,287.96
72D8319F-F5F6-4433-A8F4-A84A3A1F29DB,2024-06-25,Central,Organic,Curbside,VacuumTruck,Diesel,220.0,473.5,103.53,233,229,2,5185.7,71456.0,1870.0,1776.0,17.5,71.81,1,730.99,277.45
F77AFCB6-E459-4AEC-AB9D-1476B9A4A6BD,2023-12-07,South,Organic,Curbside,Compactor,CNG,220.0,598.8,95.29,64,61,1,2121.4,46139.0,590.3,440.6,25.1,64.63,0,728.4,181.04
B759FDAB-CD78-4CD9-9110-D8E516ADA002,2021-05-14,South,Recyclable,DropOff,RecyclingTruck,CNG,220.0,480.8,60.76,59,58,2,1629.5,52910.0,452.7,436.1,18.28,73.86,5,700.81,115.45
EEF7D94D-79D8-49F9-A0C9-2835F4D2B163,2022-06-23,Central,Household,Curbside,Compactor,Diesel,220.0,567.2,95.52,176,178,2,4821.6,55910.0,2364.3,2210.2,0.0,23.35,0,724.72,256.0
94C4FDE7-865E-4126-84FC-8CA0CAF932B0,2024-10-24,North,Household,Curbside,Compactor,CNG,220.0,453.8,69.37,102,103,1,2114.1,48670.0,1461.6,1520.8,6.59,8.18,1,601.09,131.81
48500B7E-9B31-423C-B677-B2FB376C3501,2022-07-21,North,Recyclable,Curbside,Compactor,Diesel,220.0,459.6,93.57,101,91,3,1922.1,37407.0,726.0,767.2,23.08,63.51,2,653.01,250.76
5492F16A-0332-43A6-AF1D-D8975EE8AE98,2024-10-12,Central,Construction,Commercial,FlatbedContainer,Diesel,220.0,558.5,86.11,258,221,4,6218.8,62094.0,12142.8,9886.9,0.0,40.07,4,765.58,230.77
616B19E8-5E4F-410F-9AD3-A13409096B1D,2023-04-06,South,Recyclable,Curbside,RecyclingTruck,CNG,220.0,495.4,67.8,85,87,3,1897.8,81175.0,536.8,564.8,15.3,74.43,4,711.96,128.83
D03C2CA5-6EA1-472D-8DB1-707536C53E1B,2024-11-03,West,Household,Curbside,Compactor,CNG,220.0,426.7,76.62,51,51,1,1081.9,32256.0,649.6,598.8,6.35,4.86,1,601.38,145.58
03A21338-B4A4-40A4-B301-68DBFD75FB2D,2023-03-20,West,Recyclable,Curbside,RecyclingTruck,Diesel,220.0,448.1,85.24,56,58,1,1646.8,44943.0,362.8,348.5,23.58,64.14,1,671.05,228.45
1EC3886E-FB95-44D8-A452-EE021E38198E,2024-04-13,East,Household,DropOff,VacuumTruck,CNG,156.61,365.5,65.69,154,147,1,2721.1,63388.0,2172.2,2300.7,2.5,17.57,2,570.19,124.8
8A191347-6350-4248-80C3-7285C2791FEF,2022-12-05,East,Household,Curbside,Compactor,CNG,220.0,455.1,89.2,59,61,4,2020.9,44157.0,805.7,705.8,0.0,30.64,0,597.33,169.49
A5E9CB5C-9217-42E4-A0C9-C18065D12DAC,2023-12-02,South,Household,Curbside,Compactor,Diesel,220.0,554.6,93.1,128,131,2,2328.6,48256.0,1520.6,1684.6,6.56,13.61,0,712.55,249.52
65A8906F-E6C8-4BB4-8858-52BA48A8DFCE,2023-11-02,East,Recyclable,Curbside,RecyclingTruck,CNG,220.0,527.9,63.75,111,104,1,2597.1,103459.0,628.0,572.2,23.95,75.83,2,697.23,121.13
C4667E7B-AC01-4254-840B-E5EF00CB2A31,2021-11-20,South,Organic,Curbside,Compactor,Diesel,220.0,516.2,109.85,97,87,1,1827.4,67760.0,1226.5,1320.0,16.58,58.02,1,728.21,294.39
79660D0A-EAF4-4787-BECC-3AEE97E4DF09,2024-06-17,Central,Recyclable,Curbside,RecyclingTruck,CNG,220.0,572.8,67.37,392,354,2,8002.7,121503.0,3041.8,3385.3,15.02,89.1,0,722.5,128.01
5DEAB5DC-6A65-4B4D-B127-62E43274CBA0,2021-06-20,South,Household,DropOff,VacuumTruck,Diesel,220.0,489.3,96.31,82,86,1,1234.4,91869.0,1008.0,1172.3,1.95,15.87,1,737.31,258.11
4DB67AAB-5AF1-4A78-B29B-E8B8DE26C291,2022-03-16,North,Household,Curbside,Compactor,Electric,220.0,449.4,0.0,60,55,2,1479.7,45791.0,926.2,830.8,2.5,15.88,0,529.46,0.0
14A9A9FD-D716-4F6B-897B-73E0410A32AF,2024-07-07,North,Recyclable,DropOff,Compactor,Diesel,220.0,503.3,85.59,148,153,2,2874.4,46981.0,922.9,898.9,21.55,81.71,0,678.06,229.39
BFF66DEB-CE66-415A-B97D-5B2D6C191C3D,2021-04-29,South,Household,Curbside,VacuumTruck,Diesel,220.0,515.4,99.19,115,114,2,2499.3,61413.0,1705.3,1652.4,6.59,22.1,0,727.51,265.82
BE00AF0A-13F1-4361-8CBC-48698E0F114D,2022-02-18,East,Household,DropOff,Compactor,Diesel,220.0,486.3,95.53,117,120,1,3114.5,42199.0,1262.1,1396.2,5.41,23.46,2,706.15,256.01
EB4603F6-DD06-48A2-BAF0-B3802AFD7D1C,2021-12-03,East,Recyclable,DropOff,RecyclingTruck,Diesel,220.0,565.8,78.57,180,171,1,4014.3,59082.0,1561.5,1373.7,27.91,76.18,1,762.62,210.56
5D8D72F7-52BE-4A38-BACA-81608F22360A,2024-02-19,West,Organic,Curbside,Compactor,Diesel,220.0,403.5,72.53,111,116,1,1645.3,67973.0,1205.9,918.4,15.56,67.38,1,611.62,194.38
8F5094CA-73E8-494D-AED6-B5A8E5566CAD,2021-12-25,East,Household,Curbside,Compactor,Diesel,220.0,541.0,109.21,147,135,1,3460.4,48308.0,2176.4,2068.6,10.49,11.34,0,764.24,292.67
4AFF74EB-C31A-4554-858B-413DE8860438,2024-04-30,Central,Household,Curbside,Compactor,Diesel,220.0,442.1,77.44,201,200,2,6527.4,39714.0,2336.4,2286.0,1.85,25.61,1,619.56,207.54
6EE19CDB-5D93-4058-9F42-AF7A1B4B0D88,2023-05-31,West,Recyclable,Curbside,RecyclingTruck,Diesel,220.0,541.7,102.68,33,34,2,1466.6,74488.0,199.7,202.9,22.61,65.0,2,752.83,275.19
7BFD8BA0-C88D-4E24-B6AB-D2542BA763EC,2024-04-01,South,Recyclable,DropOff,RecyclingTruck,Diesel,220.0,438.0,97.63,74,77,3,1253.8,37589.0,474.3,482.7,16.03,78.93,1,656.38,261.65
5D9CF3B0-1B46-4328-81BD-AF4F3326E5DB,2021-12-06,Central,Construction,Commercial,FlatbedContainer,Diesel,220.0,613.5,98.18,460,406,2,10084.6,65161.0,32316.1,31294.9,4.61,51.32,0,812.95,263.13
AADF74EB-72E8-40DF-898D-2F7CB5E3D98E,2021-11-06,North,Household,Curbside,Compactor,Diesel,220.0,522.9,114.13,53,46,4,1447.7,44574.0,569.0,562.5,0.0,23.34,2,739.3,305.86
D71C2301-B992-4346-9C77-C2AAECBBE386,2022-08-16,East,Household,Curbside,Compactor,Diesel,220.0,499.1,86.8,155,139,1,3650.9,35751.0,2158.5,2031.9,5.34,11.32,0,672.18,232.61
03BB1AF9-9F19-4690-9CCD-8BEF467E9F6A,2021-11-07,South,Construction,DropOff,FlatbedContainer,Diesel,220.0,471.6,88.99,71,62,4,2837.6,46748.0,4546.5,4606.2,4.09,56.12,2,698.09,238.49
6479F75F-DE27-404A-98ED-5CF2F29A5DD1,2024-10-24,West,Organic,Curbside,Compactor,Electric,220.0,596.0,0.0,57,54,2,1246.9,91641.0,500.7,528.2,13.34,72.42,0,680.84,0.0
89348C93-DFAB-478B-BC06-90F63C248794,2022-01-15,Central,Household,Curbside,VacuumTruck,Diesel,169.52,437.4,68.54,301,305,4,8235.3,53901.0,5633.6,6036.7,0.0,29.85,0,608.66,183.69
D55E90F4-CA2E-4D57-B5EF-101F82FDAA62,2024-08-27,Central,Household,DropOff,Compactor,Electric,87.13,259.7,0.0,207,195,1,6486.8,109577.0,2886.9,3072.2,0.0,31.84,1,353.89,0.0
5A841FC9-FC2D-4B9A-95B7-068DCD489814,2023-04-20,South,Recyclable,DropOff,RecyclingTruck,CNG,220.0,565.2,96.1,94,97,2,2366.6,53175.0,634.6,606.2,21.39,65.88,0,715.34,182.59
463515C4-117B-4E9E-B6BA-0AD58E6433EB,2024-09-15,South,Household,Curbside,Compactor,Diesel,220.0,496.5,91.67,153,159,1,2277.7,60886.0,2233.9,2231.6,3.72,6.5,0,674.39,245.67
C2C95A28-DE92-4005-8205-6035697CAA98,2022-01-11,Central,Household,Curbside,Compactor,Diesel,220.0,479.5,114.77,210,201,1,3270.0,44168.0,3520.3,3205.2,5.98,5.56,0,699.56,307.58
F30F3131-861B-420C-A80A-962DF7704A06,2022-03-08,West,Organic,Commercial,Compactor,CNG,220.0,526.5,89.75,78,73,2,2074.7,34798.0,566.6,527.5,18.81,71.41,1,683.09,170.52
E768D403-1F40-4323-86F6-1E3BBCFF3BD2,2022-07-02,North,Household,DropOff,Compactor,CNG,220.0,455.9,100.48,103,90,1,2746.2,39838.0,1223.3,1190.9,12.14,18.23,2,666.12,190.92
A6DF42B6-6B16-4FBA-A360-8F5B5A0E6D58,2021-10-11,Central,Organic,Curbside,Compactor,Diesel,220.0,594.1,114.96,227,235,2,3834.0,67264.0,1890.6,1972.3,13.19,60.41,2,806.2,308.08
28C26086-C0C9-4207-9AB3-F51631CBE03C,2022-06-01,East,Recyclable,Curbside,RecyclingTruck,CNG,220.0,607.7,102.25,213,203,4,2579.1,68825.0,1492.7,1500.1,13.25,86.11,1,788.52,194.28
AC4D918C-9241-4A6A-AD00-31A9101C5EB3,2022-05-16,West,Household,Curbside,Compactor,Electric,220.0,432.3,0.0,52,47,1,1849.9,64057.0,674.8,743.9,4.89,17.27,1,568.19,0.0
CD04758F-6E41-40D4-8F16-EE8C616BD9E5,2023-08-26,Central,Household,Curbside,Compactor,Diesel,220.0,660.7,107.02,409,390,2,4390.0,54957.0,5542.5,5226.6,1.98,20.71,1,860.63,286.83
40D4CBA5-3A60-403B-8233-88D17FDA0E9E,2023-06-09,Central,Household,Curbside,Compactor,Diesel,186.12,514.8,72.3,337,293,2,7640.7,39530.0,4054.8,3823.3,0.54,25.89,0,637.96,193.77
84537483-7FB2-42FC-B70E-854F001A6065,2021-01-27,Central,Recyclable,Curbside,RecyclingTruck,Diesel,220.0,529.7,79.64,164,146,2,4876.0,73160.0,1227.2,909.5,24.92,64.75,1,716.31,213.42
09D58370-F000-47AB-8B38-976F29D2611E,2021-03-14,Central,Recyclable,Curbside,RecyclingTruck,CNG,220.0,466.3,93.02,231,242,2,5702.3,61127.0,1522.4,1484.6,24.03,61.09,2,650.27,176.74
03D5185A-67A1-41B7-87F0-AEB5B40F2AE0,2024-11-06,South,Recyclable,Curbside,RecyclingTruck,CNG,220.0,426.3,77.39,58,57,2,1229.4,39405.0,327.0,359.9,16.1,64.89,1,617.32,147.04
1300EAF7-A081-4C45-B7E4-DA9C664EC354,2021-10-05,North,Recyclable,Curbside,RecyclingTruck,Electric,220.0,496.7,0.0,148,139,1,3041.8,39169.0,943.4,981.0,21.92,72.68,2,607.72,0.0
C394DADA-26A9-4442-89CC-B08DBD5A86A3,2021-03-25,South,Household,Curbside,Compactor,Diesel,220.0,468.2,80.8,98,92,1,1514.2,39635.0,1639.7,1505.2,2.91,19.29,0,633.0,216.54
B6F673FC-28FE-4D04-9AE2-78B8F0B66658,2023-11-07,East,Organic,Curbside,Compactor,CNG,220.0,416.8,62.78,109,95,2,2514.7,64460.0,614.2,573.5,18.2,63.27,1,583.34,119.29
A083A3D5-01C8-48EB-A9F1-5509EFCD0B15,2021-02-07,West,Construction,Commercial,FlatbedContainer,CNG,220.0,521.9,88.74,60,55,4,1682.0,30855.0,3434.2,3307.1,4.73,44.38,0,688.92,168.6
33B1EA30-5AA2-4152-94A3-B294C00123F3,2024-05-31,East,Organic,Curbside,Compactor,Electric,220.0,573.2,0.0,139,138,5,2055.5,63551.0,1178.3,1357.7,9.4,75.58,3,699.69,0.0
0CE1DE43-77F3-48D9-99D7-C3AB9F3D8D37,2023-11-30,West,Household,Curbside,Compactor,Diesel,220.0,426.9,100.87,46,46,1,1724.9,29662.0,628.7,648.6,7.91,12.18,1,635.28,270.32
361A9CA4-94E4-4447-ABA4-C9B62C2C211A,2022-06-10,North,Household,Curbside,Compactor,Diesel,220.0,546.7,90.15,90,93,1,3026.3,69712.0,1240.6,1190.9,0.0,24.07,5,790.03,241.61
129150E6-45BC-4E46-935D-EC8374C2BC02,2022-10-04,North,Recyclable,DropOff,RecyclingTruck,Diesel,220.0,443.0,96.0,146,143,2,3104.8,52295.0,1150.7,1193.9,21.82,71.41,1,650.54,257.28
5FFC034B-CCA5-46DE-8AFD-D94B352B50D3,2023-11-09,East,Household,Curbside,Compactor,Diesel,220.0,413.3,81.21,73,76,2,1889.8,75278.0,1002.4,1086.9,0.58,13.93,2,640.95,217.63
EE589819-28C1-45D1-892E-0E2BE83CA47A,2021-04-23,East,Construction,Commercial,Compactor,CNG,205.81,454.7,74.17,151,136,2,3586.0,35433.0,7371.7,7507.8,10.62,37.65,1,625.82,140.92
97F0516E-2F22-43D2-A71A-B287489A2A2C,2023-07-08,North,Recyclable,Curbside,RecyclingTruck,Diesel,220.0,447.3,113.28,92,94,1,2772.7,81669.0,710.2,749.3,23.42,68.61,3,691.61,303.59
265CA5A4-2CBC-4D27-A3A3-ABD0B5D11D2E,2023-01-27,Central,Recyclable,Curbside,Compactor,Diesel,142.81,408.4,78.03,399,371,4,6525.2,116196.0,3739.6,3939.2,10.93,93.38,2,580.47,209.13
22A50BD6-EA9E-48BD-85F4-27F03313F681,2024-10-08,East,Hazardous,DropOff,VacuumTruck,Diesel,220.0,599.1,101.8,138,136,3,2862.7,69724.0,629.1,673.7,3.0,22.81,2,842.2,272.83
632C29EB-3618-4263-AE22-B8922E845842,2021-03-23,West,Household,Curbside,Compactor,Diesel,220.0,582.4,109.47,86,75,3,1544.9,53112.0,1170.2,836.1,0.0,31.49,1,764.57,293.37
372BCF2F-C5D7-4CA9-9D89-323BC7399D98,2023-03-12,East,Recyclable,DropOff,RecyclingTruck,CNG,220.0,534.6,79.1,66,57,3,2359.8,52448.0,442.9,450.6,17.36,63.57,2,728.88,150.28
5E127E98-6116-4C92-91D0-222D6EDA48D7,2022-04-07,Central,Recyclable,DropOff,RecyclingTruck,Diesel,220.0,472.9,96.6,193,200,3,5383.5,75830.0,1490.8,1440.9,18.34,75.5,1,703.81,258.89
022C1113-C843-4161-BBB0-2D8A62C5DEC3,2021-03-25,East,Household,Curbside,Compactor,Diesel,220.0,427.8,119.46,77,80,2,2714.0,119936.0,1021.5,974.6,0.0,35.13,0,660.83,320.16
FFF87DD8-F29D-4B73-8F40-FA41FB670806,2024-10-25,East,Construction,Commercial,FlatbedContainer,Diesel,220.0,605.0,100.79,138,124,2,3085.7,60076.0,6724.9,7243.7,4.46,42.2,1,839.8,270.13
5B573801-E1A1-4CAB-82B6-1F23CF717C26,2023-06-08,North,Recyclable,DropOff,RecyclingTruck,CNG,220.0,396.3,69.57,88,80,1,2203.1,40100.0,523.7,475.1,24.95,83.14,3,574.41,132.18
89B08E7D-D0E1-4BB5-B6E1-B871503A940A,2023-09-24,East,Organic,Curbside,Compactor,Diesel,220.0,619.9,116.68,127,116,2,2665.3,38839.0,1111.0,1168.4,17.76,62.55,2,856.08,312.69
F652AC7E-BAD2-490E-A8D9-6A90B0958A9F,2023-09-20,North,Household,Curbside,Compactor,Electric,220.0,553.4,0.0,40,42,1,1360.1,41468.0,460.4,469.8,9.7,18.23,1,664.12,0.0
1E5355A9-4E40-4A1C-8984-EEB4B5B3CFB7,2023-11-10,Central,Recyclable,Curbside,RecyclingTruck,Electric,213.87,554.3,0.0,164,169,2,5206.2,63634.0,1119.0,1167.9,19.6,65.01,1,646.77,0.0
