ID,Year_Birth,Education,Marital_Status,Income
2472,1987,Graduation,Married,50014.4
2473,1943,Graduation,Married,69428.4
2474,1944,Graduation,Together,63530.3
2475,1995,PhD,Married,
2476,1976,Graduation,Absurd,15656.5
2477,1947,Basic,Together,25266.7
2478,1981,Graduation,Together,41465.9
2479,1988,Graduation,Divorced,52686.6
2480,1967,Graduation,Single,37034.0
2481,1970,Graduation,Married,64061.3
2482,1997,Graduation,Married,39446.3
2483,1948,Graduation,Married,55139.1
2484,1993,Graduation,Together,52351.6
2485,1990,Graduation,Widow,84688.7
2486,1968,PhD,Married,30495.2
2487,1953,PhD,Married,94168.4
2488,1979,Graduation,Absurd,38113.0
2489,1980,Graduation,Married,23198.9
2490,1961,2n Cycle,Married,45661.7
2491,1950,PhD,Married,114802.8
2492,1962,Master,Widow,67904.1
2493,1940,Graduation,Together,62059.3
2494,1985,Master,Together,
2495,1976,Master,Divorced,34608.1
2496,1960,PhD,Married,56520.9
2497,1965,2n Cycle,Married,50050.0
2498,1985,Graduation,Divorced,86181.3
2499,1975,Graduation,Married,47826.2
2500,1993,Master,Together,42434.5
2501,1962,Basic,Widow,26704.0
2502,1996,Graduation,Together,52800.3
2503,1940,Graduation,Together,55859.0
2504,1993,Graduation,Divorced,25968.2
2505,1994,Graduation,Divorced,59063.3
2506,1990,Master,Married,54663.6
2507,1979,PhD,Single,70268.9
2508,1954,Graduation,Married,74247.4
2509,1960,Graduation,Together,51885.6
2510,1986,Graduation,Married,29272.7
2511,1948,Graduation,Together,33387.6
2512,1992,PhD,Married,85242.6
2513,1948,2n Cycle,Together,53309.8
2514,1949,Basic,Single,84923.1
2515,1991,Graduation,Together,59972.1
2516,1996,Basic,Married,65074.7
2517,1992,Master,Married,68774.5
2518,1965,Master,Married,25537.2
2519,1980,Graduation,Together,56139.0
2520,1974,Graduation,Married,25260.0
2521,1991,Graduation,Married,44301.8
2522,1964,Graduation,Absurd,62803.4
2523,1965,Graduation,Together,29493.3
2524,1950,Graduation,Absurd,61186.7
2525,1977,Graduation,Married,20032.6
2526,1941,Master,Married,72866.4
2527,1946,Graduation,Divorced,36711.3
2528,1957,Graduation,Married,29457.7
2529,1966,2n Cycle,Together,21292.9
2530,1973,2n Cycle,Married,38412.9
2531,1966,Master,Married,11847.8
2532,1956,2n Cycle,Single,39032.0
2533,1982,PhD,Married,71989.7
2534,1998,2n Cycle,Single,46225.8
2535,1983,Graduation,Single,26449.6
2536,1998,Graduation,Absurd,54525.3
2537,1990,Graduation,Married,52757.9
2538,1993,Graduation,Together,89132.2
2539,1963,Graduation,Divorced,65814.4
2540,1964,PhD,Together,56112.0
2541,1946,Master,Single,68101.3
2542,1991,PhD,Together,47312.4
2543,1945,Graduation,Together,48491.7
2544,1992,Basic,Together,83178.8
2545,1963,PhD,Together,17288.4
2546,1972,Graduation,Absurd,69358.9
2547,1988,Master,Together,47784.2
2548,1968,Graduation,Married,44170.2
2549,1982,Graduation,Together,38942.1
2550,1961,2n Cycle,Single,53073.5
2551,1965,Graduation,Divorced,49129.4
2552,1967,Graduation,Single,41706.0
2553,1989,Basic,Married,35946.8
2554,1960,Master,Divorced,11893.4
2555,1988,Graduation,Together,35523.9
2556,1946,Graduation,Married,39754.1
2557,1956,Graduation,Married,53024.6
2558,1959,PhD,Divorced,89261.7
2559,1980,Graduation,Married,37680.9
2560,1988,Graduation,Divorced,29525.4
2561,1959,2n Cycle,Single,35710.1
2562,1993,PhD,Together,53066.9
2563,1961,Graduation,Divorced,61772.7
2564,1967,PhD,Single,64566.9
2565,1979,Master,Married,66554.2
2566,1988,Graduation,Single,69384.6
2567,1946,Graduation,Together,44422.3
2568,1940,Basic,Married,91062.8
2569,1971,Graduation,Together,42904.6
2570,1952,PhD,Single,52186.8
2571,1969,Graduation,Married,75916.5
2572,1962,Graduation,Single,61328.5
2573,1990,Graduation,Married,5183.1
2574,1998,Graduation,Together,50112.7
2575,1995,Graduation,Divorced,67239.3
2576,1958,Graduation,Together,23130.6
2577,1971,Basic,Married,65013.9
2578,1969,2n Cycle,Absurd,57803.1
2579,1968,Master,Together,73678.4
2580,1988,Basic,Widow,36161.4
2581,1984,Graduation,Married,69917.9
2582,1968,2n Cycle,Married,53192.2
2583,1969,Graduation,Single,85321.0
2584,1955,2n Cycle,Together,105721.0
2585,1979,2n Cycle,Single,80766.6
2586,1958,Master,Married,59610.4
2587,1957,2n Cycle,Married,96420.1
2588,1940,PhD,Together,62069.6
2589,1953,Graduation,Together,31841.1
2590,1990,Graduation,Single,49214.5
2591,1986,PhD,Married,65233.4
2592,1989,Graduation,Together,66519.1
2593,1941,PhD,Absurd,27494.7
2594,1993,2n Cycle,Together,28129.4
2595,1967,Graduation,Widow,43173.8
2596,1988,Master,Together,60690.9
2597,1989,2n Cycle,Together,63251.3
2598,1969,2n Cycle,Single,52826.1
2599,1977,2n Cycle,Together,33311.4
2600,1990,PhD,Together,84738.9
2601,1943,2n Cycle,Together,28558.8
2602,1940,Master,Married,76046.8
2603,1947,Graduation,Married,64776.5
2604,1968,Graduation,Married,75606.6
2605,1994,Master,Married,41111.3
2606,1978,Graduation,Single,47146.9
2607,1942,PhD,Divorced,51100.9
2608,1971,Master,Single,40472.0
2609,1949,Graduation,Single,54505.2
2610,1949,PhD,Married,81581.8
2611,1958,Master,Together,24063.3
2612,1985,Graduation,Married,36855.8
2613,1973,Graduation,Married,34685.1
2614,1999,Graduation,Together,48111.6
2615,1972,Graduation,Married,47289.5
2616,1962,2n Cycle,Widow,65446.3
2617,1994,Graduation,Widow,50674.5
2618,1967,PhD,Married,56057.7
2619,1971,Graduation,Married,57969.0
2620,1989,Graduation,Together,54908.1
2621,1946,Basic,Single,64066.3
2622,1968,Master,Married,47553.5
2623,1947,Graduation,Married,82927.4
2624,1940,Graduation,Widow,100832.4
2625,1996,Graduation,Single,64124.6
2626,1994,Graduation,Together,54559.8
2627,1942,Master,Together,62491.6
2628,1963,Graduation,Married,27979.3
2629,1962,Graduation,Single,53602.1
2630,1998,Graduation,Absurd,35373.5
2631,1947,2n Cycle,Married,60199.5
2632,1993,2n Cycle,Together,35472.8
2633,1996,Graduation,Married,43104.5
2634,1986,Master,Married,12560.6
2635,1976,Graduation,Married,26535.1
2636,1942,Graduation,Single,57097.5
2637,1990,Master,Single,32623.1
2638,1972,2n Cycle,Divorced,71275.5
2639,1967,2n Cycle,Married,30922.2
2640,1986,PhD,Single,59065.1
2641,1947,Graduation,Married,34762.5
2642,1973,Master,Together,57709.4
2643,1974,Graduation,Single,19304.3
2644,1971,PhD,Together,40936.3
2645,1963,Graduation,Single,33075.7
2646,1953,Master,Single,67664.7
2647,1971,Graduation,Single,59245.2
2648,1995,Graduation,Divorced,25348.5
2649,1985,2n Cycle,Single,45936.4
2650,1982,Graduation,Single,34553.6
2651,1955,PhD,Married,69005.1
2652,1943,Graduation,Divorced,75430.5
2653,1991,Graduation,Married,21167.1
2654,1976,Graduation,Married,66534.1
2655,1993,Graduation,Single,
2656,1960,Basic,Married,44941.7
2657,1953,Graduation,Together,50645.1
2658,1970,2n Cycle,Together,86332.1
2659,1994,PhD,Married,29923.0
2660,1987,Graduation,Married,66695.0
2661,1957,PhD,Single,26569.9
2662,1946,PhD,Married,25188.1
2663,1949,Master,Single,50569.3
2664,1946,Graduation,Together,50434.6
2665,1972,Graduation,Absurd,0.0
2666,1962,Basic,Absurd,73191.9
2667,1960,2n Cycle,Divorced,7217.7
2668,1958,Basic,Together,47081.3
2669,1987,Graduation,Together,76552.3
2670,1958,Master,Married,94183.7
2671,1975,Graduation,Together,42739.0
2672,1968,Graduation,Married,21341.0
2673,1999,Graduation,Married,75811.0
2674,1957,PhD,Together,67303.1
2675,1941,Graduation,Married,40220.2
2676,1940,Graduation,Married,37685.3
2677,1986,Basic,Widow,35652.2
2678,1944,Graduation,Single,43108.3
2679,1959,Graduation,Married,56321.4
2680,1950,Graduation,Widow,38679.7
2681,1981,2n Cycle,Together,41208.4
2682,1941,PhD,Married,62825.6
2683,1942,Graduation,Married,20351.7
2684,1962,Basic,Married,42481.3
2685,1994,Basic,Divorced,16481.2
2686,1951,Graduation,Together,52168.2
2687,1959,Master,Married,11211.9
2688,1944,Master,Single,67800.2
2689,1976,Master,Single,23707.3
2690,1977,Graduation,Absurd,14548.4
2691,1969,Basic,Married,42727.7
2692,1948,PhD,Together,84222.1
2693,1973,Graduation,Single,64223.8
2694,1992,Graduation,Together,11553.7
2695,1983,Graduation,Widow,23137.5
2696,1974,Graduation,Together,42088.0
2697,1991,Master,Single,94767.1
2698,1997,Graduation,Together,31220.9
2699,1961,Graduation,Together,31382.3
2700,1983,PhD,Married,80548.6
2701,1963,Graduation,Divorced,53898.1
2702,1956,2n Cycle,Together,71060.0
2703,1949,Graduation,Divorced,35458.0
2704,1969,Graduation,Together,47967.3
2705,1995,Graduation,Single,76312.6
2706,1998,Graduation,Married,47103.2
2707,1985,Graduation,Married,72461.1
2708,1962,Master,Widow,57745.3
2709,1971,2n Cycle,Together,29207.4
2710,1956,Graduation,Together,49673.7
2711,1989,Master,Married,69627.7
2712,1990,Master,Single,63388.3
2713,1956,Basic,Together,49194.9
2714,1953,Graduation,Married,12165.7
2715,1948,Graduation,Married,14080.2
2716,1979,Graduation,Together,18333.9
2717,1941,Master,Single,39791.2
2718,1984,Basic,Married,42457.6
2719,1964,Graduation,Married,20491.8
2720,1978,Graduation,Single,70450.3
2721,1948,2n Cycle,YOLO,24724.6
2722,1993,Basic,Married,22588.8
2723,1961,2n Cycle,Single,51764.7
2724,1982,Master,Married,69478.1
2725,1985,Graduation,Together,91097.1
2726,1943,PhD,Married,61650.9
2727,1965,Master,Together,81596.6
2728,1997,Graduation,Single,25758.9
2729,1968,PhD,Single,93194.8
2730,1984,Master,Married,12770.3
2731,1973,Graduation,Divorced,39923.2
2732,1962,Master,Divorced,61213.1
2733,1976,PhD,Single,17895.7
2734,1950,2n Cycle,Married,31459.0
2735,1945,Graduation,Widow,28281.5
2736,1957,Graduation,Married,43795.6
2737,1960,PhD,Divorced,78431.7
2738,1981,Graduation,Single,50336.5
2739,1975,Master,Widow,40738.7
2740,1980,Master,Together,0.0
2741,1977,Graduation,Widow,59335.1
2742,1973,PhD,Together,65800.3
2743,1956,PhD,Married,15999.6
2744,1976,Graduation,Widow,48660.6
2745,1964,2n Cycle,Married,53860.2
2746,1977,Basic,Married,69292.0
2747,1997,Master,Together,35504.6
2748,1951,Master,Together,32492.8
2749,1962,Graduation,Widow,40870.1
2750,1992,2n Cycle,Married,75688.7
2751,1981,Master,Together,70876.9
2752,1961,Master,Together,49573.1
2753,1960,Basic,Single,70395.5
2754,1966,Graduation,Married,2626.2
2755,1996,Basic,Married,65833.1
2756,1970,Graduation,Married,27624.7
2757,1945,Graduation,YOLO,85340.5
2758,1966,Graduation,Together,28715.1
2759,1979,2n Cycle,Together,32944.8
2760,1973,Basic,Absurd,61248.5
2761,1951,Master,Married,63179.1
2762,1984,Master,Divorced,41073.4
2763,1996,PhD,Married,57428.1
2764,1992,2n Cycle,Divorced,59907.6
2765,1946,Graduation,Single,57862.3
2766,1949,Graduation,Widow,41908.9
2767,1984,Graduation,Married,
2768,1956,Master,Married,78127.4
2769,1965,Master,Together,25490.2
2770,1960,Graduation,Married,33198.8
2771,1967,Graduation,Together,50545.1
2772,1997,Basic,Married,28875.5
2773,1985,Graduation,Together,13931.9
2774,1941,Master,Married,71862.5
2775,1999,2n Cycle,Single,5424.2
2776,1993,Graduation,Married,41952.3
2777,1982,Graduation,Married,65178.9
2778,1940,Master,Single,55334.0
2779,1990,Basic,Married,42255.0
2780,1992,PhD,Married,28051.2
2781,1975,2n Cycle,Single,56877.4
2782,1990,Graduation,Together,30232.1
2783,1965,PhD,Divorced,55318.7
2784,1968,Master,Single,52818.4
2785,1960,Basic,Together,53020.7
2786,1950,Graduation,Together,37193.6
2787,1979,Basic,Married,90700.2
2788,1950,PhD,Together,57164.1
2789,1975,Graduation,Married,44425.8
2790,1988,Graduation,Married,55285.4
2791,1998,Basic,Single,34510.8
2792,1978,Graduation,Together,42273.9
2793,1979,Graduation,Together,97838.4
2794,1974,Graduation,Single,34652.4
2795,1993,Basic,Married,48444.5
2796,1973,Master,Absurd,40877.9
2797,1994,Master,Married,29207.3
2798,1986,Graduation,Married,58421.7
2799,1963,PhD,Widow,50729.4
2800,1993,PhD,Together,68220.5
2801,1961,Basic,Together,66211.6
2802,1944,2n Cycle,Together,68014.2
2803,1995,Graduation,Divorced,31635.9
2804,1972,Master,Married,62819.2
2805,1997,Graduation,Married,63305.4
2806,1975,PhD,Married,29578.7
2807,1986,Graduation,Absurd,43627.7
2808,1959,Graduation,Together,20877.8
2809,1958,Graduation,Single,63392.5
2810,1974,PhD,Divorced,63300.4
2811,1991,Graduation,Married,78607.3
2812,1982,Master,Single,
2813,1956,Graduation,Married,59029.4
2814,1998,Graduation,Married,69754.7
2815,1984,Master,Divorced,34922.2
2816,1982,Graduation,Married,31880.7
2817,1973,Graduation,Divorced,35542.3
2818,1948,Master,Together,43014.1
2819,1965,Graduation,Single,32588.9
2820,1941,Graduation,Absurd,36403.4
2821,1992,Graduation,Married,67618.3
2822,1948,2n Cycle,Married,48073.1
2823,1948,PhD,Married,56134.0
2824,1979,Master,Divorced,38985.7
2825,1956,PhD,Married,37672.7
2826,1940,Graduation,Single,55711.1
2827,1964,Graduation,Single,52521.2
2828,1982,Master,Married,65559.7
2829,1979,Graduation,Together,76031.9
2830,1981,Graduation,Married,
2831,1964,Graduation,Married,67223.7
2832,1978,Graduation,Single,28403.9
2833,1974,2n Cycle,Married,91475.6
2834,1942,Graduation,Widow,34273.9
2835,1989,PhD,Married,63812.6
2836,1976,Graduation,YOLO,28255.2
2837,1983,2n Cycle,Married,46958.2
2838,1983,Graduation,Single,80914.7
2839,1990,Graduation,Divorced,33645.9
2840,1969,Master,Married,94083.7
2841,1977,Master,Together,49894.5
2842,1973,Graduation,YOLO,69514.3
2843,1951,Graduation,Single,58058.9
2844,1958,Graduation,Single,59140.8
2845,1976,Graduation,Together,21477.7
2846,1983,Graduation,Married,40542.9
2847,1998,Graduation,Single,73919.5
2848,1998,Graduation,Single,43113.6
2849,1988,Graduation,Single,52776.6
2850,1956,Master,Together,19051.6
2851,1949,2n Cycle,Single,39248.5
2852,1996,PhD,Married,72460.8
2853,1994,Graduation,Together,
2854,1988,Graduation,Married,64341.6
2855,1986,2n Cycle,Single,53555.6
2856,1951,Graduation,Together,45280.9
2857,1955,Graduation,Single,44401.5
2858,1963,PhD,Together,40179.4
2859,1958,PhD,Divorced,41960.6
2860,1947,PhD,Married,68594.8
2861,1970,Graduation,Married,41359.1
2862,1960,Graduation,Married,86151.8
2863,1956,2n Cycle,Married,55990.7
2864,1962,Graduation,Divorced,38474.8
2865,1976,Master,Divorced,69467.3
2866,1993,Master,Married,62477.9
2867,1955,PhD,Together,16916.5
2868,1945,Graduation,Widow,29310.6
2869,1947,Graduation,Absurd,47691.6
2870,1964,PhD,Married,18327.8
2871,1957,Basic,Married,91810.6
2872,1964,2n Cycle,Married,66444.6
2873,1951,Graduation,Absurd,49733.3
2874,1954,Graduation,Single,43145.9
2875,1998,2n Cycle,Together,38006.7
2876,1965,Master,Married,10719.4
2877,1980,Basic,Married,15342.5
2878,1984,Graduation,Married,88022.4
2879,1965,PhD,YOLO,81472.0
2880,1986,Master,Single,38484.4
2881,1971,Master,Together,68160.0
2882,1949,Graduation,Single,60128.4
2883,1955,Graduation,Single,62485.8
2884,1946,PhD,Married,21496.4
2885,1956,Graduation,Married,13836.4
2886,1962,Graduation,Married,73651.9
2887,1965,2n Cycle,Married,10414.0
2888,1960,Graduation,Single,47036.1
2889,1961,Basic,Married,42646.0
2890,1997,Graduation,Absurd,40797.0
2891,1946,Master,Widow,56289.0
2892,1953,2n Cycle,Married,36448.2
2893,1954,Graduation,Together,57914.7
2894,1992,Graduation,Widow,52823.1
2895,1946,Graduation,Single,91974.6
2896,1948,Graduation,Divorced,22291.8
2897,1990,Master,Widow,50585.4
2898,1987,2n Cycle,Single,58626.9
2899,1947,Graduation,Single,44871.9
2900,1989,Graduation,Absurd,23258.5
2901,1998,Graduation,Married,75142.1
2902,1962,Master,Single,56738.7
2903,1968,Graduation,Married,24662.1
2904,1957,PhD,Married,58773.4
2905,1970,PhD,Together,84031.3
2906,1969,PhD,Together,49273.7
2907,1991,Graduation,YOLO,49955.7
2908,1978,Master,Married,81360.1
2909,1974,Graduation,Married,30592.3
2910,1957,Graduation,Married,84551.0
2911,1998,Basic,Married,69458.2
2912,1981,Master,Single,31515.6
2913,1978,Graduation,Absurd,36634.6
2914,1956,Graduation,Divorced,39503.7
2915,1953,Graduation,Married,13328.7
2916,1970,Graduation,Together,55209.4
2917,1963,Graduation,Married,32421.1
2918,1974,Graduation,Married,55931.0
2919,1983,Graduation,Together,24181.1
2920,1999,Master,Married,68460.3
2921,1984,PhD,YOLO,64752.5
2922,1973,Master,Together,35882.4
2923,1942,Graduation,Married,57193.0
2924,1976,2n Cycle,Together,51658.4
2925,1982,Basic,Single,79646.0
2926,1979,Basic,Married,29350.4
2927,1965,Basic,Married,46954.0
2928,1994,2n Cycle,Married,37186.3
2929,1962,PhD,Together,50896.4
2930,1983,Graduation,Married,60665.5
2931,1978,PhD,Together,36963.9
2932,1954,Master,Together,42717.9
2933,1995,Master,Married,69320.8
2934,1988,PhD,Divorced,77146.5
2935,1943,Graduation,Married,59870.3
2936,1968,Graduation,Married,47240.7
2937,1961,2n Cycle,Married,45338.1
2938,1964,PhD,Married,60962.5
2939,1952,PhD,Single,54555.3
2940,1957,Graduation,Together,17020.5
2941,1972,Graduation,Married,61447.7
2942,1955,Basic,Married,32788.6
2943,1984,Master,Absurd,21661.3
2944,1981,Master,Together,16633.1
2945,1983,Graduation,Divorced,45677.9
2946,1941,PhD,Single,29669.5
2947,1994,Graduation,Together,3472.8
2948,1974,Master,Divorced,42830.9
2949,1981,Graduation,Together,40188.6
2950,1973,Graduation,Together,47002.0
2951,1969,PhD,Married,37422.0
2952,1998,2n Cycle,Single,86586.6
2953,1994,Graduation,Married,60346.7
2954,1952,Basic,Married,40007.7
2955,1952,Graduation,Divorced,48727.5
2956,1957,Graduation,Married,78292.9
2957,1971,Graduation,Absurd,69132.5
2958,1971,Graduation,Absurd,22075.8
2959,1974,PhD,Married,30514.2
2960,1998,Graduation,Married,34363.1
2961,1978,Graduation,Divorced,41206.0
2962,1985,2n Cycle,Absurd,38091.5
2963,1991,Graduation,Married,50680.2
2964,1968,Master,Married,64714.4
2965,1988,Graduation,Married,68053.2
2966,1968,Master,Together,43464.1
2967,1992,Graduation,Married,17306.1
2968,1983,Graduation,Together,29191.8
2969,1996,Graduation,Single,39604.5
2970,1955,Graduation,Single,25099.3
2971,1995,Graduation,Married,72817.2
2972,1983,Master,Married,26409.2
2973,1986,Basic,Married,62341.3
2974,1996,Basic,Married,16362.4
2975,1949,Master,Married,63144.0
2976,1969,Graduation,Single,47214.6
2977,1964,Graduation,Married,
2978,1978,Graduation,Absurd,27368.7
2979,1959,Graduation,Married,38717.7
2980,1944,PhD,Married,42591.3
2981,1940,PhD,Together,46950.0
2982,1969,Graduation,YOLO,43080.4
2983,1988,Graduation,Married,43466.4
2984,1942,Basic,Together,43138.7
2985,1984,Master,Together,8576.4
2986,1953,Graduation,Together,69866.7
2987,1995,2n Cycle,Single,107222.7
2988,1969,2n Cycle,Together,55965.4
2989,1989,Graduation,Single,27285.0
2990,1943,Graduation,Together,29309.2
2991,1957,PhD,Together,62263.5
2992,1976,2n Cycle,Married,57709.4
2993,1964,Basic,Divorced,44314.2
2994,1987,Graduation,Single,65068.1
2995,1940,Graduation,Divorced,8722.3
2996,1992,PhD,Married,
2997,1985,PhD,Married,54755.2
2998,1954,Graduation,Single,30081.0
2999,1948,Basic,Absurd,21333.5
3000,1954,Master,Single,52426.5
3001,1988,Basic,Single,78144.8
3002,1996,Basic,Married,45438.1
3003,1963,Master,Together,32946.3
3004,1943,Graduation,Married,53825.8
3005,1951,PhD,Single,86417.4
3006,1998,Graduation,Married,58626.0
3007,1997,Master,Married,60788.0
3008,1976,Graduation,Married,74456.0
3009,1976,Master,Married,59451.1
3010,1982,Graduation,Together,34380.6
3011,1999,Graduation,Married,15108.7
3012,1945,Graduation,Married,31566.9
3013,1978,Graduation,Married,27905.5
3014,1995,Master,Absurd,63186.2
3015,1985,Master,Absurd,65967.0
3016,1963,PhD,Divorced,53511.4
3017,1950,Graduation,Married,24626.2
3018,1952,Graduation,Single,85731.9
3019,1973,Graduation,Married,41675.8
3020,1964,Graduation,Married,62069.6
3021,1946,Basic,Married,50986.5
3022,1991,Graduation,Together,54173.3
3023,1943,Graduation,Divorced,61363.7
3024,1998,Graduation,Divorced,36079.6
3025,1947,Graduation,Married,76108.0
3026,1959,PhD,Together,18409.9
3027,1968,PhD,Married,29228.9
3028,1993,Graduation,Single,75848.6
3029,1992,Graduation,Together,61800.1
3030,1990,Graduation,Single,100807.8
3031,1984,Graduation,Married,51367.0
3032,1985,Graduation,Married,84008.6
3033,1949,2n Cycle,Together,12850.4
3034,1982,PhD,Together,21729.7
3035,1973,PhD,Married,67910.5
3036,1996,Graduation,Divorced,15192.6
3037,1965,Graduation,Married,46052.6
3038,1980,PhD,Married,73344.2
3039,1988,Master,Together,
3040,1997,Master,Together,50221.9
3041,1942,Graduation,YOLO,41017.9
3042,1995,PhD,Married,54044.5
3043,1945,Graduation,Together,61545.0
3044,1944,Basic,Together,36782.1
3045,1944,PhD,Widow,57434.7
3046,1993,PhD,Single,71568.6
3047,1986,Graduation,Together,45550.4
3048,1962,PhD,Together,51362.5
3049,1988,Graduation,Married,59675.6
3050,1948,Graduation,Married,61026.7
3051,1974,Graduation,Married,67569.1
3052,1959,Master,Together,29712.5
3053,1997,Graduation,Divorced,39421.5
3054,1988,Graduation,Together,40162.4
3055,1998,Basic,Together,31921.8
3056,1981,Graduation,Married,14031.7
3057,1974,PhD,Single,0.0
3058,1989,Graduation,Married,73909.1
3059,1957,Graduation,Married,18922.1
3060,1956,Master,Married,81330.2
3061,1963,Graduation,Single,64788.2
3062,1942,Graduation,Married,41886.2
3063,1971,PhD,Married,62328.4
3064,1974,PhD,Married,58502.7
3065,1977,Master,Married,27964.5
3066,1952,Graduation,Single,49700.4
3067,1995,Graduation,Widow,30403.2
3068,1986,Master,Divorced,63082.6
3069,1964,PhD,Together,35695.6
3070,1948,Basic,Single,48067.4
3071,1943,Basic,Together,47204.0
3072,1953,Basic,Divorced,52431.6
3073,1976,Graduation,Together,83251.1
3074,1973,Graduation,Single,45180.8
3075,1950,Master,Together,74358.5
3076,1980,Graduation,Divorced,59599.9
3077,1995,Graduation,Together,78368.1
3078,1942,Basic,Together,43231.3
3079,1998,Basic,Married,63922.7
3080,1967,Graduation,Married,48814.6
3081,1968,Graduation,Single,0.0
3082,1948,Graduation,Together,28203.1
3083,1942,Basic,Single,61647.5
3084,1964,2n Cycle,Married,60325.3
3085,1973,Graduation,Married,24100.5
3086,1951,Graduation,Married,54407.4
3087,1981,Basic,Single,60065.2
3088,1948,Graduation,Together,49306.7
3089,1954,PhD,Together,64576.4
3090,1979,2n Cycle,Single,61851.1
3091,1964,Graduation,Single,49297.1
3092,1944,PhD,Single,39783.5
3093,1950,Graduation,Divorced,70850.8
3094,1998,Graduation,Married,59263.2
3095,1973,Basic,Married,22371.3
3096,1963,Graduation,Single,54418.0
3097,1999,2n Cycle,Together,26979.5
3098,1954,PhD,Divorced,30708.6
3099,1977,Graduation,Divorced,36961.8
3100,1947,Graduation,Together,50897.5
3101,1998,Graduation,Single,57489.7
3102,1944,Graduation,Single,41821.2
3103,1987,Graduation,Single,42696.3
3104,1965,Graduation,Married,39935.1
3105,1957,Graduation,Single,70950.3
3106,1945,Master,Married,0.0
3107,1976,Master,Married,43826.5
3108,1999,Master,Widow,80899.7
3109,1987,Graduation,Together,60344.6
3110,1952,Graduation,Divorced,75336.9
3111,1967,Master,Together,9315.0
3112,1944,Graduation,Single,25155.0
3113,1952,Graduation,Together,60281.0
3114,1956,Basic,Married,81012.6
3115,1989,Master,Together,27175.3
3116,1979,PhD,Married,42244.8
3117,1984,Graduation,YOLO,58029.3
3118,1971,Master,Married,20950.0
3119,1968,PhD,Married,60433.8
3120,1990,Master,Widow,0.0
3121,1997,Master,Single,59844.8
3122,1942,Basic,Together,30098.3
3123,1995,PhD,Together,41048.1
3124,1979,Graduation,Divorced,63037.7
3125,1973,Master,Absurd,58945.0
3126,1979,PhD,Absurd,49840.4
3127,1966,Master,Single,69380.8
3128,1952,Graduation,Divorced,15996.5
3129,1984,Graduation,Together,54088.3
3130,1972,Basic,Together,34196.6
3131,1945,Master,Single,68360.6
3132,1963,2n Cycle,Together,63741.3
3133,1958,Master,YOLO,64467.0
3134,1955,PhD,Widow,82907.6
3135,1979,Master,Married,72527.0
3136,1967,Basic,Single,46851.6
3137,1972,PhD,Married,49974.6
3138,1998,PhD,Divorced,62018.8
3139,1998,Graduation,Together,52723.5
3140,1987,Graduation,Married,64103.5
3141,1980,Master,Single,5393.6
3142,1952,Graduation,Married,87616.1
3143,1982,Graduation,Married,51220.6
3144,1984,Graduation,Widow,17550.7
3145,1964,Graduation,Together,31724.1
3146,1992,Graduation,Married,7413.5
3147,1981,Graduation,Married,28195.3
3148,1975,2n Cycle,Single,47155.0
3149,1966,PhD,Absurd,80294.3
3150,1977,Graduation,Married,58213.5
3151,1999,Graduation,Married,54657.2
3152,1946,Master,Married,27297.9
3153,1944,Graduation,Together,33510.3
3154,1982,Basic,Together,35061.4
3155,1984,Master,Together,35877.4
3156,1997,Master,Married,42969.3
3157,1996,Graduation,Married,44479.8
3158,1990,Master,Single,43218.4
3159,1970,Graduation,Together,36573.5
3160,1962,2n Cycle,Single,52701.1
3161,1981,PhD,Together,43711.7
3162,1949,Graduation,Divorced,18088.7
3163,1971,Graduation,Divorced,50687.6
3164,1982,Graduation,Married,47664.7
3165,1992,Master,Married,18407.5
3166,1969,Graduation,Single,38174.0
3167,1978,PhD,Together,61941.5
3168,1970,Graduation,Divorced,27271.0
3169,1957,Master,Married,25156.4
3170,1975,Basic,Married,43502.3
3171,1941,Master,Divorced,62458.6
3172,1953,Master,Divorced,86206.6
3173,1952,Graduation,Married,63178.7
3174,1968,Graduation,Together,71696.6
3175,1951,Master,Single,56934.0
3176,1978,Graduation,Single,36297.7
3177,1941,Graduation,Widow,63034.2
3178,1971,Graduation,Divorced,48287.8
3179,1952,Graduation,Together,57540.7
3180,1985,Graduation,Single,31079.4
3181,1966,Basic,Divorced,59328.9
3182,1988,Graduation,Married,47589.8
3183,1980,PhD,Married,54625.2
3184,1956,Graduation,Married,48298.5
3185,1979,Master,Single,44455.9
3186,1970,Graduation,Together,59693.8
3187,1973,Basic,Together,41878.2
3188,1999,Basic,Single,18226.2
3189,1963,Graduation,Single,12520.6
3190,1984,2n Cycle,Single,53688.3
3191,1974,2n Cycle,Single,41055.6
3192,1987,Basic,Together,15418.0
3193,1945,Basic,Divorced,52130.7
3194,1958,Graduation,Single,48122.5
3195,1969,PhD,Single,40007.7
3196,1946,Graduation,Together,54936.2
3197,1949,Graduation,Divorced,76301.9
3198,1980,2n Cycle,Married,75691.8
3199,1971,Graduation,Married,52875.3
3200,1973,Master,Together,48305.8
3201,1967,Basic,Married,53154.7
3202,1999,Basic,Single,56180.1
3203,1954,2n Cycle,Together,44634.0
3204,1969,Graduation,Together,53490.9
3205,1976,Graduation,Together,18527.4
3206,1968,Graduation,Together,51627.0
3207,1961,Graduation,Together,59536.3
3208,1943,Graduation,Married,40203.2
3209,1959,Graduation,Married,48090.5
3210,1971,Master,Single,27769.9
