iso_code,continent,location,date,total_cases,new_cases
ZAF,Africa,South Africa,23/04/2020,3676234,423
ZAF,Africa,South Africa,13/08/2020,3679346,3112
BRA,South America,Brazil,22/07/2020,3679352,6
GBR,Europe,United Kingdom,29/02/2020,3679530,178
ZAF,Africa,South Africa,21/03/2020,3706413,26883
IND,Asia,India,18/04/2020,3706474,61
IND,Asia,India,15/07/2020,3706474,0
USA,North America,United States,27/04/2020,3706675,201
GBR,Europe,United Kingdom,11/03/2020,3706795,120
GBR,Europe,United Kingdom,26/02/2020,3706935,140
IND,Asia,India,04/03/2020,3707084,149
GBR,Europe,United Kingdom,01/09/2020,3707130,46
USA,North America,United States,26/04/2020,3707281,151
BRA,South America,Brazil,22/05/2020,3707281,0
IND,Asia,India,31/08/2020,3707281,0
AFG,Asia,Afghanistan,18/05/2020,3707549,268
IND,Asia,India,06/06/2020,3708405,856
IND,Asia,India,09/07/2020,3708420,15
BRA,South America,Brazil,24/07/2020,3743856,35436
ZAF,Africa,South Africa,26/03/2020,3744186,330
ZAF,Africa,South Africa,26/02/2020,3744186,0
AFG,Asia,Afghanistan,02/08/2020,3744200,14
AFG,Asia,Afghanistan,12/08/2020,3757099,12899
AFG,Asia,Afghanistan,11/06/2020,3795442,38343
ZAF,Africa,South Africa,12/07/2020,3795539,97
BRA,South America,Brazil,26/05/2020,3795539,0
GBR,Europe,United Kingdom,05/06/2020,3796360,821
AFG,Asia,Afghanistan,30/05/2020,3796754,394
GBR,Europe,United Kingdom,01/08/2020,3797180,426
USA,North America,United States,20/07/2020,3797180,0
BRA,South America,Brazil,05/09/2020,3797180,0
GBR,Europe,United Kingdom,01/05/2020,3805850,8670
ZAF,Africa,South Africa,17/07/2020,3805917,67
ZAF,Africa,South Africa,19/07/2020,3805929,12
AFG,Asia,Afghanistan,04/07/2020,3805999,70
AFG,Asia,Afghanistan,26/05/2020,3806002,3
GBR,Europe,United Kingdom,11/03/2020,3806080,78
ZAF,Africa,South Africa,02/09/2020,3806080,0
GBR,Europe,United Kingdom,16/03/2020,3822260,16180
USA,North America,United States,04/09/2020,3822287,27
BRA,South America,Brazil,11/08/2020,3823400,1113
ZAF,Africa,South Africa,14/08/2020,3823437,37
IND,Asia,India,05/03/2020,3823563,126
ZAF,Africa,South Africa,22/08/2020,3823563,0
USA,North America,United States,29/08/2020,3823563,0
ZAF,Africa,South Africa,23/03/2020,3823572,9
USA,North America,United States,14/03/2020,3823694,122
ZAF,Africa,South Africa,28/02/2020,3823883,189
USA,North America,United States,25/07/2020,3824145,262
AFG,Asia,Afghanistan,28/03/2020,3825118,973
GBR,Europe,United Kingdom,12/07/2020,3825136,18
ZAF,Africa,South Africa,22/03/2020,3825278,142
BRA,South America,Brazil,31/05/2020,3825293,15
AFG,Asia,Afghanistan,29/02/2020,3825293,0
USA,North America,United States,13/03/2020,3827590,2297
BRA,South America,Brazil,06/03/2020,3828006,416
AFG,Asia,Afghanistan,19/03/2020,3829678,1672
IND,Asia,India,07/03/2020,3829798,120
ZAF,Africa,South Africa,09/05/2020,3830241,443
ZAF,Africa,South Africa,26/02/2020,3831360,1119
USA,North America,United States,18/03/2020,3831655,295
AFG,Asia,Afghanistan,02/03/2020,3831810,155
AFG,Asia,Afghanistan,14/06/2020,3831920,110
USA,North America,United States,22/06/2020,3836917,4997
IND,Asia,India,25/06/2020,3836928,11
ZAF,Africa,South Africa,23/05/2020,3836928,0
GBR,Europe,United Kingdom,08/04/2020,3836990,62
IND,Asia,India,10/09/2020,3837320,330
USA,North America,United States,24/02/2020,3837475,155
GBR,Europe,United Kingdom,26/02/2020,3847375,9900
AFG,Asia,Afghanistan,28/04/2020,3848508,1133
IND,Asia,India,09/03/2020,3848516,8
IND,Asia,India,13/04/2020,3865144,16628
ZAF,Africa,South Africa,20/07/2020,3865156,12
ZAF,Africa,South Africa,03/07/2020,3865174,18
GBR,Europe,United Kingdom,30/08/2020,3865174,0
AFG,Asia,Afghanistan,15/07/2020,3866963,1789
IND,Asia,India,28/08/2020,3869251,2288
GBR,Europe,United Kingdom,23/08/2020,3870821,1570
IND,Asia,India,29/08/2020,3870987,166
ZAF,Africa,South Africa,26/06/2020,3870990,3
AFG,Asia,Afghanistan,31/03/2020,3871780,790
AFG,Asia,Afghanistan,21/07/2020,3873937,2157
BRA,South America,Brazil,08/06/2020,3878806,4869
GBR,Europe,United Kingdom,05/06/2020,3878893,87
ZAF,Africa,South Africa,23/07/2020,3878928,35
ZAF,Africa,South Africa,23/06/2020,3878928,0
ZAF,Africa,South Africa,01/06/2020,3878928,0
USA,North America,United States,18/07/2020,3879006,78
IND,Asia,India,11/03/2020,3879006,0
AFG,Asia,Afghanistan,31/07/2020,3879216,210
IND,Asia,India,02/09/2020,3888279,9063
IND,Asia,India,11/04/2020,3888386,107
USA,North America,United States,20/03/2020,3888436,50
AFG,Asia,Afghanistan,16/03/2020,3888552,116
BRA,South America,Brazil,27/06/2020,3973248,84696
ZAF,Africa,South Africa,14/08/2020,3980310,7062
GBR,Europe,United Kingdom,05/08/2020,3986517,6207
IND,Asia,India,27/04/2020,3990133,3616
USA,North America,United States,04/08/2020,3992516,2383
USA,North America,United States,15/05/2020,3993407,891
GBR,Europe,United Kingdom,27/07/2020,3994310,903
GBR,Europe,United Kingdom,01/05/2020,3994860,550
AFG,Asia,Afghanistan,17/07/2020,3995256,396
IND,Asia,India,08/09/2020,3999161,3905
IND,Asia,India,11/07/2020,4005546,6385
GBR,Europe,United Kingdom,28/02/2020,4005546,0
ZAF,Africa,South Africa,27/08/2020,4006284,738
BRA,South America,Brazil,23/06/2020,4006284,0
IND,Asia,India,20/04/2020,4006325,41
USA,North America,United States,07/05/2020,4006331,6
ZAF,Africa,South Africa,18/05/2020,4006331,0
GBR,Europe,United Kingdom,22/06/2020,4006584,253
IND,Asia,India,08/03/2020,4009279,2695
AFG,Asia,Afghanistan,05/05/2020,4009692,413
GBR,Europe,United Kingdom,01/07/2020,4009779,87
USA,North America,United States,16/07/2020,4010819,1040
AFG,Asia,Afghanistan,20/03/2020,4010961,142
GBR,Europe,United Kingdom,12/04/2020,4012732,1771
GBR,Europe,United Kingdom,11/08/2020,4012761,29
IND,Asia,India,08/09/2020,4064617,51856
AFG,Asia,Afghanistan,05/06/2020,4064795,178
GBR,Europe,United Kingdom,29/04/2020,4067266,2471
ZAF,Africa,South Africa,16/04/2020,4067373,107
USA,North America,United States,03/03/2020,4067397,24
AFG,Asia,Afghanistan,02/05/2020,4067473,76
ZAF,Africa,South Africa,03/04/2020,4067482,9
IND,Asia,India,25/08/2020,4067628,146
BRA,South America,Brazil,05/07/2020,4067773,145
GBR,Europe,United Kingdom,19/04/2020,4067872,99
BRA,South America,Brazil,13/06/2020,4068332,460
GBR,Europe,United Kingdom,10/09/2020,4068332,0
ZAF,Africa,South Africa,28/02/2020,4068362,30
IND,Asia,India,02/05/2020,4068386,24
IND,Asia,India,15/04/2020,4068392,6
IND,Asia,India,06/05/2020,4068392,0
IND,Asia,India,31/05/2020,4068415,23
AFG,Asia,Afghanistan,02/08/2020,4068415,0
AFG,Asia,Afghanistan,22/07/2020,4074336,5921
GBR,Europe,United Kingdom,09/03/2020,4077445,3109
AFG,Asia,Afghanistan,28/04/2020,4077549,104
GBR,Europe,United Kingdom,04/05/2020,4077674,125
AFG,Asia,Afghanistan,23/07/2020,4077695,21
AFG,Asia,Afghanistan,13/06/2020,4077695,0
AFG,Asia,Afghanistan,29/02/2020,4078502,807
USA,North America,United States,27/08/2020,4078511,9
IND,Asia,India,26/07/2020,4078560,49
USA,North America,United States,12/07/2020,4096118,17558
AFG,Asia,Afghanistan,10/05/2020,4096205,87
AFG,Asia,Afghanistan,17/06/2020,4096299,94
USA,North America,United States,15/06/2020,4096530,231
ZAF,Africa,South Africa,10/05/2020,4096530,0
GBR,Europe,United Kingdom,02/07/2020,4121606,25076
IND,Asia,India,01/08/2020,4121889,283
GBR,Europe,United Kingdom,19/08/2020,4123361,1472
ZAF,Africa,South Africa,28/05/2020,4125570,2209
IND,Asia,India,24/04/2020,4125920,350
BRA,South America,Brazil,11/07/2020,4125931,11
IND,Asia,India,03/06/2020,4126650,719
GBR,Europe,United Kingdom,06/09/2020,4126650,0
IND,Asia,India,28/03/2020,4127073,423
BRA,South America,Brazil,28/05/2020,4136366,9293
BRA,South America,Brazil,05/06/2020,4169788,33422
AFG,Asia,Afghanistan,02/03/2020,4169793,5
BRA,South America,Brazil,08/07/2020,4169820,27
USA,North America,United States,31/05/2020,4172196,2376
GBR,Europe,United Kingdom,15/07/2020,4172240,44
USA,North America,United States,28/02/2020,4172316,76
ZAF,Africa,South Africa,19/07/2020,4250652,78336
USA,North America,United States,09/07/2020,4250832,180
GBR,Europe,United Kingdom,26/08/2020,4250835,3
ZAF,Africa,South Africa,23/08/2020,4250835,0
USA,North America,United States,29/07/2020,4252114,1279
USA,North America,United States,03/06/2020,4252237,123
ZAF,Africa,South Africa,19/07/2020,4252851,614
USA,North America,United States,09/04/2020,4253261,410
BRA,South America,Brazil,06/06/2020,4253483,222
GBR,Europe,United Kingdom,13/05/2020,4540632,287149
GBR,Europe,United Kingdom,31/08/2020,4541816,1184
GBR,Europe,United Kingdom,29/08/2020,4541816,0
USA,North America,United States,20/06/2020,4541819,3
BRA,South America,Brazil,28/02/2020,4542425,606
GBR,Europe,United Kingdom,02/08/2020,4543092,667
IND,Asia,India,18/04/2020,4544021,929
GBR,Europe,United Kingdom,13/03/2020,4545027,1006
AFG,Asia,Afghanistan,17/07/2020,4545027,0
IND,Asia,India,21/05/2020,4545033,6
GBR,Europe,United Kingdom,19/06/2020,4545042,9
USA,North America,United States,11/08/2020,4640815,95773
GBR,Europe,United Kingdom,22/07/2020,4640920,105
BRA,South America,Brazil,02/04/2020,4640920,0
BRA,South America,Brazil,27/06/2020,4640964,44
GBR,Europe,United Kingdom,21/03/2020,4641057,93
USA,North America,United States,09/05/2020,4641071,14
USA,North America,United States,15/08/2020,4641191,120
USA,North America,United States,29/06/2020,4641346,155
GBR,Europe,United Kingdom,28/07/2020,4767143,125797
GBR,Europe,United Kingdom,21/08/2020,4767158,15
AFG,Asia,Afghanistan,03/09/2020,4767176,18
BRA,South America,Brazil,08/08/2020,4767176,0
IND,Asia,India,24/06/2020,4767245,69
IND,Asia,India,18/07/2020,4767522,277
BRA,South America,Brazil,20/05/2020,4767817,295
ZAF,Africa,South Africa,22/07/2020,4768540,723
AFG,Asia,Afghanistan,01/05/2020,4768689,149
BRA,South America,Brazil,05/03/2020,4768750,61
AFG,Asia,Afghanistan,15/05/2020,4769962,1212
ZAF,Africa,South Africa,27/04/2020,4770723,761
AFG,Asia,Afghanistan,21/06/2020,4770957,234
USA,North America,United States,09/09/2020,4771342,385
BRA,South America,Brazil,18/05/2020,4772937,1595
IND,Asia,India,20/04/2020,4772961,24
GBR,Europe,United Kingdom,04/08/2020,4773068,107
ZAF,Africa,South Africa,31/03/2020,4773427,359
ZAF,Africa,South Africa,19/08/2020,4773940,513
GBR,Europe,United Kingdom,23/06/2020,4773940,0
BRA,South America,Brazil,24/03/2020,4775450,1510
GBR,Europe,United Kingdom,17/07/2020,4775453,3
AFG,Asia,Afghanistan,02/08/2020,4775453,0
GBR,Europe,United Kingdom,16/07/2020,4775453,0
AFG,Asia,Afghanistan,15/07/2020,4775564,111
AFG,Asia,Afghanistan,13/07/2020,4775622,58
IND,Asia,India,26/02/2020,4775721,99
GBR,Europe,United Kingdom,18/03/2020,4775928,207
IND,Asia,India,23/07/2020,4837357,61429
GBR,Europe,United Kingdom,22/04/2020,4837444,87
AFG,Asia,Afghanistan,18/04/2020,4837444,0
GBR,Europe,United Kingdom,28/04/2020,4837450,6
ZAF,Africa,South Africa,01/08/2020,4837450,0
ZAF,Africa,South Africa,23/04/2020,4837450,0
IND,Asia,India,30/07/2020,4837450,0
USA,North America,United States,29/04/2020,4838054,604
ZAF,Africa,South Africa,18/07/2020,4838056,2
IND,Asia,India,22/04/2020,4976698,138642
USA,North America,United States,16/04/2020,4976719,21
BRA,South America,Brazil,27/04/2020,4976749,30
IND,Asia,India,23/06/2020,4985885,9136
ZAF,Africa,South Africa,21/06/2020,4985885,0
ZAF,Africa,South Africa,24/03/2020,4985885,0
GBR,Europe,United Kingdom,12/03/2020,4985914,29
USA,North America,United States,28/02/2020,4986098,184
ZAF,Africa,South Africa,02/05/2020,4986098,0
GBR,Europe,United Kingdom,08/07/2020,4986695,597
USA,North America,United States,09/07/2020,4991673,4978
IND,Asia,India,01/08/2020,4992014,341
IND,Asia,India,22/06/2020,4992133,119
GBR,Europe,United Kingdom,14/07/2020,4992223,90
IND,Asia,India,13/07/2020,5145,12922
GBR,Europe,United Kingdom,12/03/2020,5804,659
AFG,Asia,Afghanistan,01/05/2020,121028,115224
USA,North America,United States,16/06/2020,131887,10859
GBR,Europe,United Kingdom,16/03/2020,131887,0
USA,North America,United States,14/03/2020,131905,18
AFG,Asia,Afghanistan,15/07/2020,131916,11
USA,North America,United States,01/03/2020,131927,11
GBR,Europe,United Kingdom,31/05/2020,132190,263
IND,Asia,India,07/06/2020,132744,554
USA,North America,United States,24/03/2020,135602,2858
USA,North America,United States,28/02/2020,135969,367
ZAF,Africa,South Africa,01/07/2020,136187,218
ZAF,Africa,South Africa,29/08/2020,136187,0
AFG,Asia,Afghanistan,31/07/2020,136228,41
BRA,South America,Brazil,14/03/2020,237185,100957
IND,Asia,India,16/05/2020,237588,403
GBR,Europe,United Kingdom,27/04/2020,237590,2
AFG,Asia,Afghanistan,20/06/2020,238462,872
GBR,Europe,United Kingdom,02/09/2020,238760,298
GBR,Europe,United Kingdom,23/03/2020,238918,158
USA,North America,United States,04/06/2020,239908,990
AFG,Asia,Afghanistan,10/07/2020,240159,251
AFG,Asia,Afghanistan,29/07/2020,259653,19494
ZAF,Africa,South Africa,25/03/2020,261355,1702
IND,Asia,India,08/05/2020,264132,2777
BRA,South America,Brazil,24/03/2020,264150,18
GBR,Europe,United Kingdom,25/07/2020,264182,32
IND,Asia,India,13/05/2020,265327,1145
ZAF,Africa,South Africa,21/04/2020,265392,65
IND,Asia,India,20/04/2020,267712,2320
GBR,Europe,United Kingdom,20/05/2020,271839,4127
USA,North America,United States,25/06/2020,273497,1658
USA,North America,United States,01/09/2020,273657,160
GBR,Europe,United Kingdom,30/05/2020,273657,0
ZAF,Africa,South Africa,17/06/2020,288166,14509
ZAF,Africa,South Africa,31/03/2020,289886,1720
AFG,Asia,Afghanistan,21/04/2020,290058,172
BRA,South America,Brazil,22/03/2020,296916,6858
USA,North America,United States,27/07/2020,297435,519
BRA,South America,Brazil,08/09/2020,299137,1702
IND,Asia,India,31/03/2020,299154,17
IND,Asia,India,29/02/2020,307514,8360
GBR,Europe,United Kingdom,25/04/2020,307599,85
GBR,Europe,United Kingdom,27/03/2020,307599,0
GBR,Europe,United Kingdom,22/05/2020,307608,9
ZAF,Africa,South Africa,11/05/2020,341377,33769
USA,North America,United States,03/04/2020,364308,22931
BRA,South America,Brazil,10/08/2020,372081,7773
IND,Asia,India,21/06/2020,376851,4770
BRA,South America,Brazil,05/04/2020,380962,4111
USA,North America,United States,09/07/2020,381539,577
BRA,South America,Brazil,12/03/2020,381617,78
BRA,South America,Brazil,09/03/2020,381731,114
ZAF,Africa,South Africa,04/07/2020,381961,230
GBR,Europe,United Kingdom,28/03/2020,385901,3940
ZAF,Africa,South Africa,25/04/2020,385901,0
ZAF,Africa,South Africa,01/04/2020,386321,420
BRA,South America,Brazil,04/05/2020,386900,579
BRA,South America,Brazil,17/03/2020,674049,287149
ZAF,Africa,South Africa,28/06/2020,961198,287149
BRA,South America,Brazil,14/03/2020,961254,56
ZAF,Africa,South Africa,25/08/2020,967455,6201
AFG,Asia,Afghanistan,16/04/2020,967970,515
ZAF,Africa,South Africa,02/07/2020,968492,522
IND,Asia,India,15/03/2020,980040,11548
IND,Asia,India,09/05/2020,987087,7047
BRA,South America,Brazil,05/04/2020,987087,0
ZAF,Africa,South Africa,20/04/2020,1027276,40189
ZAF,Africa,South Africa,24/06/2020,1027937,661
GBR,Europe,United Kingdom,18/08/2020,1032758,4821
GBR,Europe,United Kingdom,24/05/2020,1032769,11
GBR,Europe,United Kingdom,14/06/2020,1113254,80485
ZAF,Africa,South Africa,04/03/2020,1113277,23
ZAF,Africa,South Africa,05/05/2020,1113999,722
IND,Asia,India,24/04/2020,1114806,807
USA,North America,United States,15/03/2020,1114957,151
BRA,South America,Brazil,29/08/2020,1114957,0
IND,Asia,India,23/06/2020,1114957,0
GBR,Europe,United Kingdom,19/05/2020,1190376,75419
IND,Asia,India,13/07/2020,1190403,27
IND,Asia,India,11/04/2020,1190537,134
IND,Asia,India,09/08/2020,1190592,55
GBR,Europe,United Kingdom,01/09/2020,1190597,5
USA,North America,United States,03/03/2020,1346801,156204
AFG,Asia,Afghanistan,26/08/2020,1346952,151
BRA,South America,Brazil,20/08/2020,1347878,926
BRA,South America,Brazil,15/06/2020,1348026,148
IND,Asia,India,22/06/2020,1348914,888
USA,North America,United States,03/04/2020,1349088,174
GBR,Europe,United Kingdom,09/05/2020,1349137,49
AFG,Asia,Afghanistan,27/04/2020,1349137,0
AFG,Asia,Afghanistan,27/05/2020,1349151,14
IND,Asia,India,03/05/2020,1349151,0
IND,Asia,India,27/04/2020,1349503,352
GBR,Europe,United Kingdom,19/03/2020,1349575,72
GBR,Europe,United Kingdom,28/07/2020,1349596,21
ZAF,Africa,South Africa,10/07/2020,1352184,2588
GBR,Europe,United Kingdom,28/07/2020,1363788,11604
IND,Asia,India,30/03/2020,1363788,0
USA,North America,United States,11/07/2020,1363812,24
IND,Asia,India,15/03/2020,1365427,1615
IND,Asia,India,26/07/2020,1365427,0
AFG,Asia,Afghanistan,18/07/2020,1366211,784
GBR,Europe,United Kingdom,01/05/2020,1366826,615
BRA,South America,Brazil,04/04/2020,1383096,16270
GBR,Europe,United Kingdom,09/03/2020,1383472,376
ZAF,Africa,South Africa,17/03/2020,1396563,13091
USA,North America,United States,10/08/2020,1396563,0
USA,North America,United States,06/07/2020,1398652,2089
GBR,Europe,United Kingdom,09/09/2020,1398678,26
GBR,Europe,United Kingdom,29/08/2020,1398827,149
IND,Asia,India,14/06/2020,1398853,26
BRA,South America,Brazil,15/04/2020,1399288,435
IND,Asia,India,09/07/2020,1399446,158
AFG,Asia,Afghanistan,17/06/2020,1399446,0
AFG,Asia,Afghanistan,30/07/2020,1407028,7582
USA,North America,United States,07/04/2020,1407532,504
USA,North America,United States,31/08/2020,1407645,113
BRA,South America,Brazil,12/08/2020,1407780,135
USA,North America,United States,28/07/2020,1408183,403
ZAF,Africa,South Africa,02/03/2020,1492417,84234
AFG,Asia,Afghanistan,01/06/2020,1492431,14
BRA,South America,Brazil,14/04/2020,1493497,1066
AFG,Asia,Afghanistan,01/06/2020,1501357,7860
GBR,Europe,United Kingdom,23/06/2020,1501392,35
GBR,Europe,United Kingdom,23/05/2020,1531131,29739
BRA,South America,Brazil,24/03/2020,1531166,35
IND,Asia,India,11/07/2020,1531330,164
ZAF,Africa,South Africa,20/07/2020,1531768,438
ZAF,Africa,South Africa,25/03/2020,1532744,976
USA,North America,United States,03/08/2020,1538188,5444
BRA,South America,Brazil,12/07/2020,1538435,247
ZAF,Africa,South Africa,17/08/2020,1545881,7446
USA,North America,United States,28/07/2020,1545881,0
AFG,Asia,Afghanistan,30/04/2020,1546123,242
IND,Asia,India,19/06/2020,1546406,283
USA,North America,United States,01/09/2020,1546464,58
GBR,Europe,United Kingdom,17/08/2020,1546472,8
GBR,Europe,United Kingdom,11/08/2020,1546496,24
AFG,Asia,Afghanistan,21/08/2020,1546545,49
BRA,South America,Brazil,28/02/2020,1546592,47
USA,North America,United States,10/05/2020,1546592,0
AFG,Asia,Afghanistan,06/03/2020,1546609,17
GBR,Europe,United Kingdom,22/04/2020,1546699,90
GBR,Europe,United Kingdom,28/04/2020,1702759,156060
GBR,Europe,United Kingdom,15/04/2020,1702759,0
IND,Asia,India,06/04/2020,1704992,2233
IND,Asia,India,16/05/2020,1706717,1725
GBR,Europe,United Kingdom,26/05/2020,1706999,282
ZAF,Africa,South Africa,26/04/2020,1706999,0
BRA,South America,Brazil,13/06/2020,1707048,49
IND,Asia,India,13/04/2020,1710489,3441
USA,North America,United States,14/06/2020,1711243,754
IND,Asia,India,02/04/2020,1713933,2690
USA,North America,United States,11/08/2020,1713933,0
IND,Asia,India,13/05/2020,1733767,19834
GBR,Europe,United Kingdom,11/03/2020,1733810,43
USA,North America,United States,06/04/2020,1733971,161
BRA,South America,Brazil,12/04/2020,1734134,163
IND,Asia,India,28/02/2020,1734134,0
IND,Asia,India,01/07/2020,1734186,52
GBR,Europe,United Kingdom,30/04/2020,1735194,1008
USA,North America,United States,14/06/2020,1735404,210
ZAF,Africa,South Africa,18/03/2020,1735404,0
GBR,Europe,United Kingdom,23/03/2020,1735404,0
USA,North America,United States,15/07/2020,1737954,2550
IND,Asia,India,04/07/2020,1739172,1218
IND,Asia,India,07/04/2020,1740195,1023
IND,Asia,India,28/04/2020,1740195,0
IND,Asia,India,22/06/2020,1743754,3559
AFG,Asia,Afghanistan,28/06/2020,1744122,368
IND,Asia,India,25/03/2020,1744155,33
IND,Asia,India,20/07/2020,1749799,5644
ZAF,Africa,South Africa,04/03/2020,1749799,0
ZAF,Africa,South Africa,05/03/2020,1749834,35
USA,North America,United States,15/05/2020,1750065,231
IND,Asia,India,28/07/2020,1750143,78
IND,Asia,India,07/08/2020,1750269,126
USA,North America,United States,18/03/2020,1752904,2635
IND,Asia,India,02/04/2020,1755548,2644
IND,Asia,India,21/06/2020,1765561,10013
GBR,Europe,United Kingdom,20/08/2020,1765727,166
AFG,Asia,Afghanistan,09/05/2020,1765811,84
USA,North America,United States,13/04/2020,1765892,81
GBR,Europe,United Kingdom,01/03/2020,1765895,3
ZAF,Africa,South Africa,02/06/2020,1765916,21
BRA,South America,Brazil,14/05/2020,1766364,448
BRA,South America,Brazil,01/05/2020,1766419,55
ZAF,Africa,South Africa,22/08/2020,1766437,18
AFG,Asia,Afghanistan,31/03/2020,1766909,472
BRA,South America,Brazil,16/05/2020,1766981,72
AFG,Asia,Afghanistan,17/04/2020,1768082,1101
BRA,South America,Brazil,23/05/2020,1768085,3
BRA,South America,Brazil,24/08/2020,2055234,287149
GBR,Europe,United Kingdom,25/03/2020,2055612,378
BRA,South America,Brazil,03/09/2020,2126028,70416
ZAF,Africa,South Africa,02/06/2020,2126798,770
AFG,Asia,Afghanistan,26/05/2020,2127724,926
IND,Asia,India,22/05/2020,2127724,0
IND,Asia,India,28/08/2020,2135330,7606
IND,Asia,India,25/06/2020,2390826,255496
AFG,Asia,Afghanistan,20/06/2020,2390992,166
AFG,Asia,Afghanistan,10/04/2020,2390992,0
IND,Asia,India,18/08/2020,2392607,1615
ZAF,Africa,South Africa,18/07/2020,2392607,0
BRA,South America,Brazil,26/02/2020,2393233,626
IND,Asia,India,12/03/2020,2393268,35
USA,North America,United States,21/04/2020,2393268,0
AFG,Asia,Afghanistan,04/05/2020,2394422,1154
USA,North America,United States,14/05/2020,2450607,56185
USA,North America,United States,25/07/2020,2450634,27
AFG,Asia,Afghanistan,18/07/2020,2451034,400
IND,Asia,India,15/04/2020,2451071,37
ZAF,Africa,South Africa,06/04/2020,2451277,206
GBR,Europe,United Kingdom,30/04/2020,2464562,13285
USA,North America,United States,22/05/2020,2464924,362
IND,Asia,India,07/07/2020,2465090,166
GBR,Europe,United Kingdom,13/06/2020,2465165,75
USA,North America,United States,13/08/2020,2521691,56526
IND,Asia,India,13/08/2020,2521793,102
USA,North America,United States,20/08/2020,2521793,0
IND,Asia,India,16/05/2020,2521825,32
ZAF,Africa,South Africa,12/05/2020,2521825,0
BRA,South America,Brazil,18/05/2020,2521988,163
BRA,South America,Brazil,15/03/2020,2522172,184
AFG,Asia,Afghanistan,24/06/2020,2522172,0
GBR,Europe,United Kingdom,06/08/2020,2535549,13377
USA,North America,United States,22/03/2020,2535654,105
USA,North America,United States,26/03/2020,2535721,67
IND,Asia,India,26/08/2020,2536277,556
GBR,Europe,United Kingdom,10/08/2020,2669436,133159
USA,North America,United States,17/04/2020,2671634,2198
GBR,Europe,United Kingdom,27/07/2020,2674594,2960
GBR,Europe,United Kingdom,25/06/2020,2674717,123
BRA,South America,Brazil,20/05/2020,2674884,167
USA,North America,United States,03/04/2020,2675050,166
USA,North America,United States,10/08/2020,2675093,43
AFG,Asia,Afghanistan,03/05/2020,2677226,2133
GBR,Europe,United Kingdom,18/03/2020,2677511,285
IND,Asia,India,18/07/2020,2677511,0
BRA,South America,Brazil,07/05/2020,2679824,2313
AFG,Asia,Afghanistan,25/08/2020,2701410,21586
BRA,South America,Brazil,15/07/2020,2701567,157
IND,Asia,India,31/05/2020,2719720,18153
AFG,Asia,Afghanistan,05/05/2020,3006869,287149
BRA,South America,Brazil,04/08/2020,3009527,2658
IND,Asia,India,21/03/2020,3010640,1113
ZAF,Africa,South Africa,22/05/2020,3010640,0
AFG,Asia,Afghanistan,03/07/2020,3012243,1603
IND,Asia,India,15/03/2020,3013627,1384
AFG,Asia,Afghanistan,23/06/2020,3013632,5
USA,North America,United States,02/04/2020,3017370,3738
USA,North America,United States,26/03/2020,3018486,1116
BRA,South America,Brazil,19/08/2020,3019200,714
GBR,Europe,United Kingdom,18/05/2020,3019320,120
ZAF,Africa,South Africa,03/03/2020,3019364,44
GBR,Europe,United Kingdom,13/04/2020,3020588,1224
IND,Asia,India,24/02/2020,3069014,48426
AFG,Asia,Afghanistan,27/02/2020,3069261,247
USA,North America,United States,27/02/2020,3069859,598
GBR,Europe,United Kingdom,23/05/2020,3091091,21232
USA,North America,United States,03/08/2020,3095296,4205
ZAF,Africa,South Africa,27/07/2020,3097210,1914
IND,Asia,India,09/03/2020,3097368,158
ZAF,Africa,South Africa,11/06/2020,3097478,110
ZAF,Africa,South Africa,26/03/2020,3097478,0
IND,Asia,India,10/08/2020,3097511,33
AFG,Asia,Afghanistan,09/09/2020,3120597,23086
ZAF,Africa,South Africa,30/08/2020,3120597,0
GBR,Europe,United Kingdom,26/04/2020,3120599,2
IND,Asia,India,30/08/2020,3132312,11713
IND,Asia,India,10/06/2020,3132813,501
USA,North America,United States,10/06/2020,3133577,764
BRA,South America,Brazil,08/03/2020,3135136,1559
ZAF,Africa,South Africa,17/03/2020,3176552,41416
GBR,Europe,United Kingdom,13/06/2020,3176601,49
AFG,Asia,Afghanistan,28/04/2020,3176601,0
ZAF,Africa,South Africa,01/08/2020,3176706,105
AFG,Asia,Afghanistan,04/04/2020,3176706,0
USA,North America,United States,20/03/2020,3176775,69
ZAF,Africa,South Africa,11/04/2020,3176777,2
AFG,Asia,Afghanistan,16/07/2020,3176777,0
ZAF,Africa,South Africa,31/07/2020,3190532,13755
IND,Asia,India,04/09/2020,3190547,15
ZAF,Africa,South Africa,26/03/2020,3190638,91
GBR,Europe,United Kingdom,10/07/2020,3216618,25980
ZAF,Africa,South Africa,25/07/2020,3317175,100557
AFG,Asia,Afghanistan,15/05/2020,3320804,3629
GBR,Europe,United Kingdom,11/06/2020,3446613,125809
AFG,Asia,Afghanistan,14/08/2020,3447644,1031
BRA,South America,Brazil,24/07/2020,3449970,2326
BRA,South America,Brazil,26/02/2020,3450669,699
GBR,Europe,United Kingdom,25/04/2020,3459968,9299
BRA,South America,Brazil,12/05/2020,3462459,2491
BRA,South America,Brazil,05/09/2020,3462467,8
IND,Asia,India,24/08/2020,3462671,204
AFG,Asia,Afghanistan,04/03/2020,3462671,0
BRA,South America,Brazil,24/08/2020,3462873,202
GBR,Europe,United Kingdom,22/07/2020,3462972,99
IND,Asia,India,14/07/2020,3463150,178
