status,attendance,homework,prior-gpa,study-hours,parent-ed,first-gen,internet,extra-help,course-load,commute,sleep-band,device,peer-group,home-lang,iep,sports,job-hours,tardies,class-size,school-type,setting,advisor,roster-flag
o,a,p,l,m,b,f,f,t,n,b,a,p,m,o,f,f,n,r,l,p,r,?,e
o,n,c,h,h,b,f,t,t,n,w,s,l,m,o,f,f,h,r,m,p,u,b,e
r,u,c,l,l,g,t,f,f,h,w,a,t,m,e,f,t,n,f,s,p,u,f,e
o,a,p,h,l,s,f,t,f,h,b,s,p,s,e,t,t,n,r,m,i,s,f,e
r,s,p,m,m,s,f,t,f,n,w,v,l,d,o,f,f,l,o,l,i,u,b,e
r,s,m,m,l,s,t,t,f,n,b,a,l,d,o,f,f,l,o,l,i,u,f,e
r,u,p,m,m,p,f,t,t,h,w,v,t,m,e,t,t,h,o,s,p,u,?,e
r,s,m,h,m,b,f,t,t,l,w,a,l,d,e,f,t,l,o,s,i,s,?,e
o,a,c,m,l,b,t,f,f,n,c,a,t,m,e,f,f,l,r,m,p,u,b,e
r,s,p,h,m,n,f,t,t,h,w,v,l,d,e,t,f,l,r,m,p,u,b,e
o,a,m,m,m,s,f,t,f,n,b,a,t,m,e,f,f,l,o,m,c,s,b,e
o,a,c,l,m,p,f,t,t,l,c,a,n,m,e,f,f,l,o,l,c,s,b,e
o,a,m,m,m,s,t,t,f,n,w,a,n,s,e,f,f,n,f,m,p,u,f,e
o,u,p,m,h,b,f,t,t,l,b,a,t,m,o,t,f,n,o,s,p,u,?,e
o,u,c,m,h,n,t,t,f,n,c,v,p,m,e,f,f,l,r,s,p,u,b,e
o,u,p,m,m,b,t,t,f,h,w,a,p,m,e,f,f,n,o,l,p,s,f,e
o,a,c,l,m,s,f,t,f,l,b,a,l,s,e,f,t,h,r,l,p,u,f,e
o,a,c,m,h,b,f,t,f,n,c,v,t,m,e,f,t,l,f,s,c,s,b,e
o,u,c,l,h,s,f,t,f,n,n,a,n,m,o,f,f,n,o,m,p,u,b,e
r,a,c,l,l,s,f,t,f,h,n,v,t,m,o,f,f,h,r,l,p,u,?,e
o,s,c,m,m,b,t,t,t,n,w,a,p,s,e,f,t,n,r,s,p,u,f,e
r,n,m,m,m,n,t,t,t,n,c,s,t,m,o,t,f,l,r,l,p,u,b,e
o,u,c,m,l,b,f,t,f,l,w,v,l,d,o,f,f,n,r,m,i,u,b,e
r,r,m,l,l,s,t,f,f,n,b,v,l,s,o,f,f,h,r,m,p,u,b,e
o,a,p,h,h,g,t,f,f,n,b,a,p,d,o,f,f,n,f,s,p,u,b,e
o,a,c,h,m,s,f,t,f,l,w,s,l,s,e,f,t,n,r,s,p,u,f,e
o,s,c,h,m,s,f,t,f,l,b,a,t,s,e,f,f,n,o,l,c,u,f,e
r,s,m,l,m,s,f,t,f,n,c,a,l,m,e,f,t,h,r,s,i,u,b,e
r,r,p,m,m,s,t,t,f,l,b,a,l,d,e,f,t,l,r,l,p,r,f,e
r,a,m,h,h,p,t,t,f,h,c,s,l,d,e,f,f,n,f,s,p,s,f,e
r,s,c,m,m,n,f,t,f,h,n,a,l,s,e,f,t,h,r,s,p,r,f,e
o,u,p,l,m,p,f,t,t,h,w,v,l,s,e,f,f,n,f,l,c,s,?,e
r,u,p,l,m,b,f,t,f,l,w,a,n,d,e,f,f,l,f,l,p,r,f,e
o,a,m,h,h,s,f,t,t,n,b,a,n,s,e,f,t,n,r,l,c,r,?,e
r,n,c,m,l,g,f,t,t,n,w,s,l,s,e,f,t,l,f,s,p,u,?,e
r,a,m,m,m,b,f,t,f,n,w,s,l,d,o,f,t,l,o,m,i,r,?,e
o,r,c,m,h,s,t,f,t,h,b,a,l,s,e,f,f,n,f,m,p,s,?,e
o,s,m,h,l,s,t,t,f,n,c,s,t,m,e,f,f,n,r,m,c,u,?,e
o,s,p,h,h,s,t,t,f,l,c,a,t,d,e,f,f,l,f,m,p,s,?,e
r,s,p,l,m,s,f,t,t,l,w,s,l,m,o,f,f,n,f,l,c,s,f,e
r,r,c,m,m,s,t,t,t,n,b,v,t,m,e,f,t,l,r,m,p,u,b,e
o,a,m,h,h,n,t,t,f,h,c,s,l,m,e,f,f,h,o,m,c,s,f,e
o,a,c,m,h,b,f,t,f,n,c,a,l,s,e,f,t,l,f,l,p,r,?,e
r,s,p,h,h,b,f,f,t,n,b,v,p,d,e,t,f,n,o,m,p,r,b,e
o,u,p,m,m,g,f,t,t,n,b,v,l,m,e,f,t,n,o,m,c,u,?,e
r,a,p,m,m,b,f,t,f,n,c,a,p,d,e,f,f,n,r,l,i,r,f,e
o,a,c,h,h,n,t,t,f,h,b,v,l,d,o,f,t,l,r,m,c,u,?,e
o,u,p,h,h,g,f,t,f,n,b,s,t,m,e,f,f,n,r,l,c,u,?,e
r,a,p,l,l,b,f,t,t,n,w,v,n,s,e,f,t,n,o,l,c,u,f,e
r,a,p,l,h,s,f,t,f,n,b,s,n,d,e,f,f,h,f,m,p,u,?,e
o,r,p,h,m,b,f,t,f,l,c,a,p,s,e,f,f,n,r,s,i,s,?,e
o,u,p,m,m,s,f,t,t,n,b,a,t,s,e,f,f,l,r,m,c,s,f,e
r,n,m,h,h,n,f,f,f,h,w,s,t,s,e,f,f,l,r,s,p,r,b,e
r,n,p,l,l,s,f,t,t,h,n,a,l,d,o,f,t,l,o,m,p,s,f,e
o,a,c,l,h,s,f,t,f,n,b,s,t,m,e,f,t,n,o,m,p,r,?,e
r,s,p,m,l,s,f,t,f,n,w,a,l,m,o,f,t,l,r,l,c,u,b,e
o,s,c,m,m,p,f,t,t,n,c,a,p,s,o,t,f,h,r,m,p,u,f,e
r,s,c,m,h,b,f,t,f,h,w,s,l,s,e,f,f,n,f,l,p,s,f,e
o,a,p,h,m,s,f,f,f,n,n,s,t,s,o,f,f,n,f,l,p,u,f,e
o,a,c,m,l,s,f,t,f,n,c,a,p,s,e,f,f,l,f,l,i,s,b,e
o,a,p,h,m,s,t,t,t,n,b,a,l,m,e,f,t,l,o,s,p,s,?,e
r,s,m,m,h,g,t,t,f,h,b,s,t,s,e,f,t,n,r,m,p,s,f,e
r,n,c,m,l,s,f,t,f,n,w,a,t,d,e,f,f,n,r,m,p,s,f,e
o,s,c,h,h,p,f,f,t,n,b,a,l,m,e,f,t,n,f,s,p,s,b,e
o,s,c,m,h,s,t,t,f,h,b,v,p,m,o,f,f,l,r,l,i,s,?,e
o,n,c,l,h,b,f,t,t,l,w,a,l,m,o,f,t,l,r,m,c,u,b,e
r,s,p,m,l,b,t,t,f,l,c,v,l,m,e,f,t,l,f,m,p,u,b,e
o,a,p,m,h,s,f,t,f,n,b,a,l,s,e,f,t,n,r,m,p,u,?,e
r,r,p,l,h,s,t,t,f,n,w,v,l,m,o,t,t,n,o,l,p,s,f,e
o,u,c,h,l,n,f,t,f,h,b,a,l,m,e,f,f,n,r,l,c,r,f,e
o,a,p,m,m,s,f,t,f,n,w,s,p,s,o,f,t,h,r,m,p,u,b,e
o,u,c,m,m,b,f,t,t,h,n,v,p,d,e,f,f,n,o,s,p,r,?,e
r,n,p,h,m,p,t,f,f,n,b,a,l,s,o,f,f,n,f,l,p,s,f,e
o,a,p,l,h,s,f,t,f,n,n,a,l,m,e,f,f,h,r,s,p,u,b,e
o,u,c,m,m,s,f,t,f,n,c,a,n,m,e,t,t,n,r,m,p,r,f,e
o,a,m,m,m,s,t,f,f,n,w,s,l,s,e,f,t,n,f,m,p,s,?,e
o,a,p,h,m,b,t,f,f,l,w,s,p,d,e,f,f,n,o,s,p,s,f,e
o,a,c,l,l,b,f,t,f,l,b,s,l,m,o,f,f,l,o,m,p,s,b,e
r,s,p,l,m,b,t,t,f,n,w,a,l,s,e,f,f,l,f,s,p,r,f,e
r,r,p,h,h,b,t,f,t,n,c,a,l,m,e,f,f,n,r,l,p,u,f,e
o,a,c,m,m,s,f,t,f,l,c,a,p,d,o,f,f,l,r,l,p,s,?,e
r,u,c,h,l,b,f,t,f,n,b,a,t,m,o,f,t,h,o,l,c,s,?,e
o,a,p,m,l,p,f,t,f,n,c,a,p,m,e,f,t,l,r,l,p,r,f,e
o,a,m,m,l,b,f,t,f,n,n,a,l,d,o,f,t,h,r,m,p,u,b,e
o,u,p,h,l,s,f,t,f,n,b,a,t,s,e,f,t,n,r,l,p,s,b,e
r,s,p,m,l,s,t,t,t,n,b,a,l,d,e,f,f,n,o,m,i,s,?,e
r,s,p,l,l,b,t,t,f,h,b,s,l,d,e,t,f,n,f,s,p,u,b,e
o,u,c,m,m,s,t,t,f,l,b,s,l,s,e,f,t,l,r,l,p,s,?,e
o,u,c,h,h,n,f,t,f,n,w,v,t,d,o,f,f,h,o,l,c,s,f,e
o,a,c,l,m,n,f,t,t,n,b,a,l,d,e,t,f,n,r,m,p,s,f,e
o,a,m,h,h,b,f,t,f,h,c,s,p,s,o,f,t,n,o,m,p,u,f,e
r,n,m,m,h,s,f,t,f,n,c,s,l,d,e,t,t,n,o,l,p,s,b,e
r,s,m,m,m,b,t,t,f,l,b,v,p,s,e,f,f,l,f,m,p,u,b,e
r,n,c,h,m,s,f,t,f,h,w,s,t,m,e,f,t,n,r,m,p,u,?,e
r,r,p,h,m,b,t,t,f,l,c,a,p,m,e,f,t,n,r,m,p,s,b,e
r,s,p,h,m,p,t,t,t,h,c,a,t,m,o,t,f,n,o,m,p,s,b,e
r,n,c,h,h,s,t,t,f,n,b,s,p,d,e,f,f,n,o,m,i,u,f,e
o,u,c,m,l,b,t,t,f,l,c,s,l,m,e,f,t,l,f,m,i,r,b,e
o,a,p,l,m,n,t,t,t,n,c,a,l,d,o,f,f,l,r,m,p,r,b,e
o,a,p,h,h,s,f,t,t,n,w,s,t,s,e,f,f,l,f,l,c,s,?,e
o,a,p,m,m,b,f,t,f,n,b,a,l,m,e,f,t,l,r,l,p,s,b,e
o,a,c,m,h,p,f,t,f,h,w,v,l,s,o,f,t,n,o,m,c,s,b,e
o,u,p,h,l,s,t,t,f,l,w,v,l,s,e,f,f,l,r,s,p,s,b,e
r,s,c,m,h,s,f,t,f,l,b,v,t,d,o,f,t,l,r,l,c,s,f,e
o,s,c,h,l,b,f,t,f,n,w,v,p,m,o,f,t,l,o,m,c,s,?,e
r,s,p,m,m,b,f,t,f,h,c,v,t,s,e,f,t,l,o,m,c,s,?,e
r,a,c,m,l,b,f,t,f,l,b,a,l,m,e,t,t,n,r,m,c,s,?,e
r,s,m,m,h,p,f,t,f,h,c,s,t,m,e,f,f,l,r,l,i,s,?,e
r,u,c,l,m,b,f,t,f,h,b,a,p,d,e,t,t,n,o,m,p,s,b,e
o,a,c,h,m,s,f,t,f,n,c,a,l,s,e,f,t,n,r,s,p,r,b,e
o,u,c,l,m,n,t,f,t,n,b,a,l,s,e,f,f,n,r,l,c,u,b,e
r,u,p,h,l,n,t,t,t,n,b,s,t,m,e,f,f,h,f,s,c,r,?,e
o,a,c,h,m,p,f,t,t,l,w,a,l,m,o,f,f,n,o,l,c,s,?,e
r,r,c,h,m,p,f,t,t,n,b,v,t,m,e,f,t,h,o,m,i,r,f,e
r,s,c,l,l,n,f,t,f,n,c,v,l,s,e,f,t,l,r,m,i,u,?,e
o,s,c,m,h,p,f,t,t,n,c,v,t,m,e,f,f,l,r,m,p,u,b,e
o,a,p,l,l,s,t,t,t,n,w,a,n,s,e,f,f,n,r,m,c,u,f,e
r,r,p,m,m,g,f,t,t,l,w,s,l,m,e,f,t,l,r,m,i,r,?,e
o,s,c,m,h,b,f,t,f,l,c,a,l,d,e,f,f,n,o,l,p,s,b,e
r,a,p,l,m,s,t,t,f,n,b,a,n,s,o,f,f,n,o,s,p,s,f,e
o,s,c,l,h,b,f,t,f,h,b,s,n,s,o,f,f,h,r,m,p,s,?,e
r,u,p,l,l,b,f,t,f,h,w,a,l,m,o,f,f,n,r,m,p,u,?,e
r,u,c,m,m,g,f,t,f,l,b,v,t,s,e,f,t,l,o,m,p,r,?,e
o,a,p,l,h,s,f,t,f,n,w,v,t,m,o,f,f,n,f,l,p,s,?,e
o,u,c,h,l,b,t,t,f,n,c,s,t,m,o,t,f,n,o,s,p,r,?,e
r,a,p,l,h,b,t,t,f,n,w,a,p,d,e,f,t,h,f,m,p,u,b,e
o,a,c,l,h,s,t,t,f,l,c,v,t,s,o,f,f,l,r,m,p,u,b,e
r,a,m,m,m,b,t,t,f,n,c,s,p,d,o,f,t,l,f,m,p,s,b,e
r,n,c,h,h,s,f,t,f,n,w,a,p,m,e,f,t,h,r,m,p,r,b,e
r,u,m,h,l,b,f,t,f,n,n,a,l,d,e,f,f,n,o,l,p,u,b,e
r,u,m,l,m,s,t,t,f,l,n,a,t,m,e,f,f,n,f,m,p,s,f,e
o,u,c,l,h,p,f,t,t,n,n,v,t,s,e,f,f,l,r,m,p,u,f,e
r,r,c,m,m,g,f,t,f,n,b,v,n,d,o,f,t,n,f,m,p,s,b,e
o,u,c,l,m,p,t,t,f,n,c,s,t,m,e,f,t,h,f,m,p,u,f,e
r,r,m,m,m,p,f,t,f,h,b,a,p,m,e,f,t,n,r,m,i,u,b,e
r,u,p,l,m,n,t,t,t,l,b,s,l,s,o,f,f,n,o,l,p,u,b,e
o,a,p,h,l,p,f,t,f,n,b,s,t,s,e,f,t,n,f,m,i,s,f,e
o,u,c,h,m,s,f,f,f,n,c,a,l,s,o,f,f,h,o,l,p,r,b,e
r,u,m,m,l,g,t,f,f,n,w,v,t,d,e,t,t,n,o,m,p,s,b,e
r,r,c,m,h,g,f,f,f,n,b,v,l,m,e,f,t,h,o,l,p,u,b,e
o,r,c,m,l,b,f,t,t,n,n,a,t,m,e,f,f,n,r,m,p,s,?,e
r,u,c,l,h,s,f,f,f,n,c,v,l,s,e,t,f,l,o,l,i,r,f,e
r,n,c,h,l,n,f,t,t,n,n,a,p,d,e,f,t,n,o,m,i,r,f,e
o,u,m,m,m,b,f,t,f,n,w,a,l,d,e,f,f,n,f,m,p,u,?,e
o,a,p,h,h,s,f,t,f,n,b,s,l,s,o,f,t,l,o,m,p,s,b,e
o,u,c,l,m,n,f,t,f,n,c,s,l,m,e,f,t,n,r,l,p,r,?,e
o,a,c,h,l,g,t,t,f,n,b,s,l,d,e,f,t,n,r,m,p,s,f,e
r,r,p,m,l,g,t,t,f,n,w,a,l,d,e,f,f,n,f,l,p,u,?,e
o,a,p,m,m,b,f,f,f,n,w,s,l,m,e,f,t,l,f,s,p,s,?,e
r,u,c,m,m,b,f,t,f,n,b,s,t,m,e,f,f,n,o,s,p,u,b,e
o,u,c,h,m,s,f,t,t,n,b,s,p,s,o,f,t,h,r,s,i,r,b,e
o,a,p,h,h,s,f,t,f,l,w,a,l,m,e,f,f,n,r,l,p,s,b,e
r,a,m,m,m,s,f,t,f,h,c,s,l,d,o,f,f,l,o,l,c,r,?,e
o,s,p,h,m,b,t,t,f,h,c,s,l,s,e,f,f,n,r,m,c,s,?,e
o,a,c,h,l,s,f,t,t,h,c,s,p,s,e,t,t,n,f,s,c,u,b,e
o,u,p,m,m,b,f,t,t,l,b,s,l,d,e,f,f,n,r,l,p,r,f,e
o,u,c,h,m,s,f,f,t,n,b,a,p,d,o,f,t,l,f,l,p,s,f,e
r,a,m,h,m,g,f,t,f,h,b,a,p,s,e,f,f,l,f,l,p,s,b,e
o,a,c,m,m,p,t,t,f,h,c,a,l,s,o,f,t,n,f,m,p,r,b,e
o,s,c,m,h,s,f,t,f,l,c,a,t,s,e,f,f,l,o,l,i,s,?,e
o,n,c,m,h,b,f,t,f,l,w,s,l,d,e,f,t,n,o,s,p,r,f,e
o,a,c,m,m,s,f,f,t,n,b,v,p,s,e,f,f,l,r,m,p,s,b,e
r,n,c,m,h,s,f,f,f,l,c,s,l,s,e,f,f,h,o,m,p,u,b,e
o,s,p,m,m,p,t,t,t,l,b,s,t,d,e,f,f,n,f,s,p,s,f,e
o,s,p,m,m,n,t,t,t,n,n,s,p,m,e,f,f,l,o,l,i,u,f,e
r,s,m,h,m,b,t,f,t,l,b,v,l,m,e,f,f,h,o,l,p,s,?,e
o,s,c,m,l,s,f,t,f,n,c,v,t,s,e,t,f,l,r,l,p,u,f,e
r,r,c,m,l,b,f,t,f,n,c,v,t,m,e,f,t,n,f,m,p,s,?,e
r,u,p,l,h,s,f,f,t,l,c,a,t,m,e,t,t,n,f,s,c,r,f,e
o,u,c,m,m,g,f,t,f,h,c,s,l,s,e,t,f,n,r,l,p,r,?,e
r,u,c,m,l,s,t,t,f,n,c,s,l,s,e,f,t,h,r,m,p,u,f,e
o,a,m,m,h,p,f,t,f,h,c,a,p,s,o,f,t,n,r,m,p,u,b,e
r,s,m,l,m,b,f,t,t,l,c,a,l,s,e,f,f,n,o,l,p,s,f,e
o,a,c,m,l,p,f,t,t,n,b,a,t,s,o,f,f,n,o,m,i,u,?,e
o,a,p,m,l,b,t,f,f,n,w,a,t,d,o,f,f,l,r,l,p,s,b,e
r,a,p,l,l,p,f,t,f,h,b,a,l,s,e,f,t,n,o,m,p,u,b,e
r,a,c,m,l,p,f,t,f,l,b,a,l,d,e,f,f,n,f,s,p,u,b,e
r,s,p,m,h,b,f,t,f,n,n,s,l,d,e,f,f,n,r,l,p,u,?,e
o,s,c,h,m,b,t,t,f,l,c,a,l,m,e,f,f,n,f,m,i,s,f,e
o,u,c,h,l,s,f,t,f,h,c,v,p,s,o,t,t,h,r,m,p,u,b,e
o,a,m,l,h,s,f,t,f,n,c,a,t,d,o,f,t,l,r,m,p,u,b,e
o,u,p,h,h,b,f,t,f,n,c,s,l,m,e,t,f,n,r,m,p,r,b,e
o,u,c,h,h,n,f,t,f,n,n,a,t,s,e,f,f,l,r,l,p,u,?,e
o,s,c,h,m,p,t,f,t,n,w,a,t,s,o,f,f,n,r,m,p,s,f,e
r,u,m,l,m,n,f,t,f,l,c,a,l,d,e,f,f,n,r,m,p,u,b,e
o,u,c,m,l,b,t,t,t,n,c,v,l,m,e,f,t,n,o,l,i,s,f,e
o,u,m,m,m,s,f,t,f,n,n,s,t,s,e,f,f,n,r,m,p,s,?,e
r,n,m,l,m,b,f,t,f,n,w,a,l,s,e,f,f,n,r,s,p,u,f,e
r,s,c,m,h,b,f,t,f,l,c,s,l,m,e,f,f,h,o,m,p,s,b,e
r,u,p,l,l,b,f,t,f,h,b,s,l,d,e,f,f,n,r,l,p,s,b,e
o,u,p,m,m,b,f,t,f,n,w,a,p,m,e,f,f,l,r,l,p,s,b,e
o,a,p,m,m,s,t,t,t,n,b,s,p,s,e,f,f,n,r,m,i,s,f,e
r,n,c,l,m,b,f,t,t,n,w,a,t,s,e,t,t,n,r,s,p,r,?,e
o,u,c,l,h,b,f,t,t,n,b,s,p,m,o,f,t,l,r,l,c,r,b,e
o,a,c,h,h,s,f,t,t,n,n,a,l,s,e,f,t,h,f,m,p,s,?,e
r,n,p,h,l,s,t,t,f,h,c,a,l,s,e,f,t,n,f,l,p,s,f,e
o,s,p,l,h,p,t,t,f,n,b,s,p,s,e,f,t,n,o,s,p,s,f,e
r,a,p,m,l,s,f,t,t,n,c,a,l,m,e,t,f,n,o,s,c,r,f,e
r,a,p,m,m,b,t,t,f,n,c,s,l,m,o,f,f,n,r,s,p,u,b,e
o,a,c,h,m,s,t,t,t,n,n,v,l,d,o,f,t,n,r,l,p,r,b,e
o,s,c,l,m,s,t,t,f,l,c,a,l,s,e,t,f,n,o,l,c,s,?,e
o,a,p,m,h,b,f,t,f,n,c,a,t,d,e,f,t,n,f,l,p,r,b,e
r,n,p,l,m,b,f,t,f,n,w,a,l,m,e,f,f,n,o,s,p,u,b,e
r,n,p,m,m,p,t,t,t,n,b,s,l,d,e,f,t,h,r,m,c,s,?,e
r,u,c,l,m,g,f,t,t,n,b,v,n,s,e,f,f,l,o,l,p,u,?,e
o,s,c,m,m,b,t,t,t,h,w,a,l,s,e,f,f,n,r,m,p,s,f,e
r,u,m,m,m,b,f,t,f,n,w,a,l,s,e,f,f,h,o,m,c,u,?,e
o,a,c,m,m,p,f,t,f,l,b,s,l,s,e,f,f,l,r,l,p,s,f,e
o,s,c,m,m,s,f,t,f,n,n,s,t,s,e,f,t,l,f,m,p,r,?,e
o,a,p,m,h,n,t,f,t,n,b,a,p,m,e,f,f,n,r,m,c,r,f,e
o,a,p,h,m,p,f,t,f,h,c,a,p,m,e,f,f,l,r,s,p,r,f,e
o,u,m,m,h,p,t,t,f,n,b,a,l,m,e,f,f,n,o,s,c,u,f,e
r,a,m,m,h,b,t,t,t,n,b,a,l,s,e,f,t,n,f,l,p,u,b,e
o,u,p,h,h,b,f,t,f,n,c,a,t,d,e,f,t,l,r,s,p,r,?,e
o,s,c,m,m,p,t,t,t,l,b,a,p,s,e,f,f,h,r,l,p,s,?,e
o,r,p,m,h,n,f,t,t,n,c,a,l,m,e,f,t,n,o,m,p,s,?,e
r,s,m,h,l,p,f,t,f,n,w,v,n,s,o,f,f,n,r,s,p,r,b,e
o,r,c,m,l,n,t,t,f,n,w,a,p,s,o,f,f,l,r,m,p,s,?,e
r,u,m,h,h,s,f,t,t,l,b,s,l,m,o,f,f,h,o,m,p,u,f,e
r,r,p,l,m,s,f,t,t,l,b,a,t,s,e,f,f,n,r,m,p,s,b,e
o,u,c,l,h,s,f,t,t,n,w,a,n,s,e,f,f,l,o,l,p,s,b,e
r,a,p,m,h,s,f,t,f,h,c,v,l,d,e,f,f,l,f,l,p,u,b,e
r,n,p,m,l,b,f,t,t,n,w,s,n,m,e,t,f,n,o,l,c,r,?,e
o,a,c,h,m,b,t,t,f,n,c,a,l,d,e,t,t,n,o,m,p,u,?,e
o,a,c,l,h,g,f,t,t,n,c,s,n,d,e,f,t,n,r,m,p,s,?,e
r,a,p,h,l,g,f,t,t,n,b,s,l,s,e,f,t,n,r,m,p,u,f,e
r,u,c,l,l,b,t,t,f,l,b,s,p,m,o,t,f,h,r,m,c,u,?,e
r,u,c,l,m,s,t,t,f,n,w,a,l,m,o,t,f,l,o,s,p,s,b,e
o,u,p,h,m,s,f,t,f,n,b,a,l,m,e,f,t,l,r,l,p,s,?,e
r,r,p,m,l,s,f,t,f,n,b,v,l,d,o,f,f,n,r,m,p,s,b,e
r,u,p,m,m,s,t,t,f,n,b,a,l,s,e,t,f,n,f,m,i,u,b,e
r,u,m,m,m,s,f,t,f,h,w,s,p,m,e,f,t,n,o,s,i,u,?,e
r,u,m,h,l,s,t,t,f,n,c,s,p,m,e,f,f,n,r,s,p,u,b,e
r,r,c,m,m,s,f,t,f,n,c,s,p,s,o,f,t,n,o,m,p,r,b,e
o,a,c,h,m,g,f,t,f,n,w,s,p,s,e,f,f,n,r,l,p,r,b,e
o,a,p,l,h,s,t,t,f,n,c,a,l,d,e,f,t,n,r,l,p,r,?,e
o,u,c,m,m,p,f,f,f,n,b,v,t,m,o,f,t,n,o,m,p,s,f,e
r,s,m,m,h,b,t,f,f,n,w,a,t,m,e,f,t,l,r,s,p,u,?,e
r,s,p,l,h,p,f,t,f,h,b,s,p,d,e,f,t,n,r,m,p,u,?,e
r,s,c,m,m,b,f,t,f,n,c,v,t,s,e,f,f,l,o,m,p,r,?,e
r,s,p,m,l,s,f,t,f,n,n,s,p,m,e,f,f,l,r,s,p,s,f,e
o,u,p,m,h,p,f,t,t,l,b,s,p,m,e,t,t,n,o,m,i,u,f,e
o,a,m,m,m,s,t,t,f,n,b,v,l,m,o,f,f,l,o,m,p,r,f,e
o,a,c,m,l,s,t,t,t,n,b,a,p,m,o,f,t,n,r,l,c,s,?,e
r,a,m,l,m,s,t,t,t,h,b,a,p,s,e,f,t,l,r,m,p,u,?,e
o,u,c,h,l,g,f,t,t,n,b,v,l,d,e,f,f,l,o,m,c,u,b,e
r,u,p,m,m,s,f,t,f,n,w,s,p,m,o,f,t,h,o,s,p,u,f,e
r,u,m,l,m,s,f,t,t,n,c,a,l,m,e,f,t,n,r,l,i,s,b,e
r,u,c,m,h,g,f,f,f,l,b,v,l,s,e,f,f,l,o,m,p,s,f,e
o,u,c,l,m,b,f,t,f,n,c,s,t,s,e,f,f,l,o,m,c,u,?,e
o,s,m,h,m,n,t,t,f,l,c,v,l,m,e,f,f,n,r,m,c,u,?,e
r,s,m,h,h,b,f,t,t,n,c,s,p,m,e,f,f,h,r,s,p,r,f,e
o,u,c,m,h,p,t,t,f,n,b,a,t,s,e,t,t,l,r,l,p,u,f,e
r,u,p,m,m,b,t,t,f,n,n,v,t,s,e,f,f,n,r,m,p,s,b,e
r,s,m,l,m,b,f,t,t,l,c,s,p,d,o,f,t,n,o,s,p,u,b,e
o,s,c,m,m,s,f,t,f,n,c,s,p,m,e,f,t,n,r,s,p,u,?,e
o,u,p,h,m,s,f,t,f,h,b,a,l,m,o,f,t,l,r,m,p,u,b,e
o,u,c,m,m,s,f,t,f,l,b,v,p,s,e,f,f,n,r,l,p,s,b,e
o,s,c,m,h,b,t,t,f,l,w,s,t,s,e,f,f,l,r,s,p,s,?,e
r,s,m,m,l,s,t,t,f,n,b,a,l,m,o,f,t,n,f,l,c,u,b,e
o,a,c,h,l,s,f,f,t,n,n,s,n,s,o,f,f,n,r,l,c,u,?,e
r,u,m,m,m,b,f,t,f,n,c,v,l,m,o,f,t,h,r,m,p,u,b,e
r,r,p,l,m,s,f,t,f,h,w,s,l,s,e,f,f,n,o,s,c,r,f,e
o,a,p,m,m,b,t,t,f,n,b,s,p,m,e,f,f,l,r,s,c,s,f,e
r,r,c,m,l,b,t,t,t,h,b,s,l,m,o,f,f,l,r,m,p,s,f,e
o,a,c,h,m,b,f,t,t,h,b,s,l,m,e,t,f,l,o,m,p,u,b,e
r,u,m,l,m,b,t,t,f,l,b,s,t,d,o,f,f,n,o,m,p,s,f,e
o,u,p,h,l,p,f,t,t,l,c,a,p,s,e,f,t,n,r,m,p,u,f,e
o,a,p,m,m,n,t,t,t,h,b,a,l,s,e,f,f,n,r,m,c,s,b,e
r,r,c,m,h,g,f,t,f,h,c,v,p,s,e,t,f,l,o,s,p,s,?,e
o,u,c,h,m,b,f,t,f,n,b,a,p,m,o,f,f,h,r,l,i,s,b,e
o,n,c,m,l,n,t,t,f,l,n,a,l,s,e,t,f,n,r,m,p,u,b,e
o,u,p,h,m,b,f,t,f,l,c,a,p,m,e,f,f,n,r,s,p,r,b,e
r,r,c,l,m,b,f,f,f,h,b,v,l,s,e,t,t,n,r,m,c,u,f,e
r,n,p,h,m,s,f,f,f,l,c,a,n,m,o,f,t,h,r,m,p,s,?,e
o,u,c,l,m,b,t,t,t,h,c,s,p,m,o,f,t,n,o,m,p,s,b,e
o,a,c,m,l,s,f,t,t,n,b,a,t,m,o,f,t,l,r,s,p,r,b,e
r,s,p,h,m,p,f,t,t,h,b,a,l,s,o,f,f,l,f,l,p,u,b,e
o,u,p,m,m,s,t,t,t,l,b,a,l,m,o,f,t,n,o,m,p,u,f,e
r,n,m,h,l,s,f,t,t,h,b,v,p,d,o,t,t,n,o,l,c,s,b,e
r,u,c,l,h,b,t,t,f,n,w,a,l,m,e,f,t,l,o,m,p,u,?,e
o,a,p,h,h,b,f,t,t,n,c,a,l,s,e,f,f,n,r,l,p,s,?,e
r,a,c,l,l,p,f,t,f,l,w,a,l,d,e,f,f,n,f,m,p,r,f,e
r,s,m,h,m,p,t,t,t,l,c,s,p,d,e,f,t,n,r,l,p,r,?,e
r,n,p,h,m,p,t,t,f,n,c,a,l,m,e,f,f,h,r,m,p,s,f,e
o,a,c,h,h,b,f,t,t,n,b,s,l,s,e,f,f,n,f,m,p,s,b,e
r,s,m,m,h,p,f,f,t,l,c,s,p,d,e,f,f,l,r,l,c,s,b,e
r,n,c,m,h,g,f,t,f,n,c,s,n,s,e,f,f,n,r,m,p,r,b,e
o,a,c,l,m,s,f,t,f,l,b,a,t,m,e,f,t,n,r,m,p,s,b,e
