InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
573109,22725,ALARM CLOCK BAKELIKE CHOCOLATE,8,27.10.2011 15:19,3.75,15144.0,United Kingdom
577076,21877,HOME SWEET HOME MUG,2,17.11.2011 15:08,1.65,14362.0,United Kingdom
563924,22721,SET OF 3 CAKE TINS SKETCHBOOK,1,21.08.2011 14:32,4.95,15984.0,United Kingdom
564754,85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,2,30.08.2011 10:29,1.63,,United Kingdom
566291,22149,FELTCRAFT 6 FLOWER FRIENDS,2,11.09.2011 15:31,2.1,12965.0,United Kingdom
573874,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,01.11.2011 12:45,0.55,13868.0,United Kingdom
565919,22580,ADVENT CALENDAR GINGHAM SACK,1,07.09.2011 16:48,11.63,,United Kingdom
580136,22744,MAKE YOUR OWN MONSOON CARD KIT,1,01.12.2011 19:42,2.95,17841.0,United Kingdom
542607,84978,HANGING HEART JAR T-LIGHT HOLDER,6,30.01.2011 13:48,1.25,13148.0,United Kingdom
538744,82583,HOT BATHS METAL SIGN,2,14.12.2010 11:26,2.1,15356.0,United Kingdom
C566626,22461,SAVOY ART DECO CLOCK,-2,14.09.2011 10:07,3.95,15380.0,United Kingdom
570027,21497,FANCY FONTS BIRTHDAY WRAP,25,07.10.2011 10:41,0.42,14844.0,United Kingdom
562417,22419,LIPSTICK PEN RED,15,04.08.2011 16:32,0.83,,United Kingdom
539087,22380,TOY TIDY SPACEBOY  ,15,16.12.2010 09:44,2.1,13093.0,United Kingdom
546465,21454,PAINTED PINK RABBIT ,8,14.03.2011 10:57,0.85,14395.0,United Kingdom
577480,22801,ANTIQUE GLASS PEDESTAL BOWL,3,20.11.2011 11:37,3.75,14525.0,United Kingdom
544353,22845,VINTAGE CREAM CAT FOOD CONTAINER,12,18.02.2011 10:32,5.55,18229.0,United Kingdom
565727,15034,PAPER POCKET TRAVELING FAN ,24,06.09.2011 11:58,0.14,13158.0,United Kingdom
546888,20707,CRAZY DAISY HEART DECORATION,2,17.03.2011 18:15,0.83,,United Kingdom
557780,85152,HAND OVER THE CHOCOLATE   SIGN ,1,22.06.2011 15:15,2.1,,United Kingdom
539465,22629,SPACEBOY LUNCH BOX ,64,19.12.2010 11:38,1.65,16684.0,United Kingdom
567124,22652,TRAVEL SEWING KIT,10,16.09.2011 13:45,1.65,15240.0,United Kingdom
540187,21726,MULTI HEARTS  STICKERS,12,05.01.2011 13:53,0.85,15358.0,United Kingdom
573130,23054,RECYCLED ACAPULCO MAT LAVENDER,1,27.10.2011 16:41,8.25,13969.0,United Kingdom
559921,21179,NO JUNK MAIL METAL SIGN,1,13.07.2011 15:42,0.39,13667.0,United Kingdom
545057,22229,BUNNY WOODEN PAINTED WITH FLOWER ,12,27.02.2011 12:49,0.85,13630.0,United Kingdom
576303,17003,BROCADE RING PURSE ,36,14.11.2011 14:51,0.39,15532.0,United Kingdom
568101,21985,PACK OF 12 HEARTS DESIGN TISSUES ,24,23.09.2011 15:21,0.39,15978.0,United Kingdom
569530,22301,COFFEE MUG CAT + BIRD DESIGN,1,04.10.2011 14:58,2.55,17957.0,United Kingdom
568346,21422,PORCELAIN ROSE SMALL,1,26.09.2011 15:28,1.63,14096.0,United Kingdom
550458,22692,DOORMAT WELCOME TO OUR HOME,1,18.04.2011 13:13,15.79,,United Kingdom
575885,21544,SKULLS  WATER TRANSFER TATTOOS ,12,11.11.2011 13:46,0.85,16460.0,United Kingdom
555502,22799,SWEETHEART WIRE FRUIT BOWL,1,03.06.2011 15:37,8.5,,United Kingdom
573151,23000,TRAVEL CARD WALLET TRANSPORT,24,27.10.2011 20:09,0.42,17602.0,United Kingdom
540288,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,06.01.2011 12:45,3.75,17634.0,United Kingdom
574716,22161,HEART DECORATION RUSTIC HANGING ,1,06.11.2011 14:33,0.19,14502.0,United Kingdom
549291,22499,WOODEN UNION JACK BUNTING,1,07.04.2011 19:05,5.95,16261.0,United Kingdom
556341,22673,FRENCH GARDEN SIGN BLUE METAL,12,10.06.2011 11:36,1.25,16614.0,United Kingdom
573382,48188,DOORMAT WELCOME PUPPIES,2,30.10.2011 14:15,8.25,17655.0,United Kingdom
537219,21899,"KEY FOB , GARAGE DESIGN",1,05.12.2010 15:47,0.65,14081.0,United Kingdom
565766,22420,LIPSTICK PEN BABY PINK,1,06.09.2011 14:23,0.42,17841.0,United Kingdom
556776,21058,PARTY INVITES WOODLAND,2,14.06.2011 12:24,0.85,14730.0,United Kingdom
580690,22756,LARGE YELLOW BABUSHKA NOTEBOOK ,12,05.12.2011 15:44,0.39,16597.0,United Kingdom
570818,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,1,12.10.2011 12:47,2.55,17841.0,United Kingdom
559515,85099B,JUMBO BAG RED RETROSPOT,1,08.07.2011 15:58,4.13,,United Kingdom
568057,47566b,TEA TIME PARTY BUNTING,2,23.09.2011 12:56,8.29,,United Kingdom
540154,84596E,SMALL LICORICE DES PINK BOWL,3,05.01.2011 11:30,0.85,,United Kingdom
577599,21243,PINK POLKADOT PLATE ,24,21.11.2011 08:26,1.69,15738.0,United Kingdom
577174,23372,SET 36 COLOUR PENCILS DOLLY GIRL,1,18.11.2011 10:58,1.25,17841.0,United Kingdom
547042,21246,RED RETROSPOT BIG BOWL,2,20.03.2011 11:00,4.13,,United Kingdom
566976,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,12,16.09.2011 09:27,1.65,15382.0,United Kingdom
545217,22355,CHARLOTTE BAG SUKI DESIGN,1,28.02.2011 16:59,1.63,,United Kingdom
570818,22667,RECIPE BOX RETROSPOT ,1,12.10.2011 12:47,2.95,17841.0,United Kingdom
556537,22040,BOTANICAL ROSE GIFT WRAP,25,13.06.2011 12:38,0.42,17725.0,United Kingdom
569205,23400,SHELF WITH 4 HOOKS HOME SWEET HOME,4,02.10.2011 10:55,6.25,16923.0,United Kingdom
569635,21411,GINGHAM HEART  DOORSTOP RED,1,05.10.2011 12:13,4.25,12748.0,United Kingdom
575723,22938,CUPCAKE LACE PAPER SET 6,12,10.11.2011 18:33,1.95,14748.0,United Kingdom
558538,23322,LARGE WHITE HEART OF WICKER,2,30.06.2011 12:12,2.95,15005.0,United Kingdom
549261,22798,ANTIQUE GLASS DRESSING TABLE POT,4,07.04.2011 12:35,2.95,14903.0,United Kingdom
556503,22423,REGENCY CAKESTAND 3 TIER,2,13.06.2011 08:44,12.75,13517.0,United Kingdom
538421,21577,SAVE THE PLANET COTTON TOTE BAG,4,12.12.2010 12:08,2.25,17917.0,United Kingdom
547687,84991,60 TEATIME FAIRY CAKE CASES,24,24.03.2011 14:52,0.55,15078.0,United Kingdom
575607,20963,APPLE BATH SPONGE,2,10.11.2011 12:37,2.46,14096.0,United Kingdom
552681,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,1,10.05.2011 15:08,3.29,,United Kingdom
553463,85066,CREAM SWEETHEART MINI CHEST,4,17.05.2011 11:02,12.75,13488.0,United Kingdom
557764,22296,HEART IVORY TRELLIS LARGE,12,22.06.2011 14:21,1.65,13089.0,United Kingdom
575739,22026,BANQUET BIRTHDAY  CARD  ,2,11.11.2011 09:05,0.83,,United Kingdom
541696,22971,QUEENS GUARD COFFEE MUG,1,20.01.2011 18:08,4.96,,United Kingdom
555850,47566,PARTY BUNTING,4,07.06.2011 13:35,4.95,16550.0,United Kingdom
542995,22284,HEN HOUSE DECORATION,12,02.02.2011 12:09,1.65,13728.0,United Kingdom
570117,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,07.10.2011 12:42,0.29,15815.0,United Kingdom
572553,22114,HOT WATER BOTTLE TEA AND SYMPATHY,2,24.10.2011 17:09,8.29,,United Kingdom
540859,21137,BLACK RECORD COVER FRAME,3,12.01.2011 10:58,3.75,17965.0,United Kingdom
568657,23286,BLUE VINTAGE SPOT BEAKER,1,28.09.2011 12:22,0.85,16460.0,United Kingdom
554990,21932,SCANDINAVIAN PAISLEY PICNIC BAG,10,29.05.2011 13:57,1.65,16567.0,United Kingdom
542247,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,26.01.2011 15:49,2.55,12997.0,United Kingdom
558116,22193,RED DINER WALL CLOCK,1,27.06.2011 09:11,16.63,,United Kingdom
547830,21383,PACK OF 12 STICKY BUNNIES,1,25.03.2011 15:50,1.63,,United Kingdom
552803,22746,POPPY'S PLAYHOUSE LIVINGROOM ,1,11.05.2011 12:32,2.1,14573.0,United Kingdom
576971,22421,LIPSTICK PEN FUSCHIA,12,17.11.2011 11:51,0.42,14032.0,United Kingdom
539002,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,3,15.12.2010 12:30,3.25,14527.0,United Kingdom
574074,22553,PLASTERS IN TIN SKULLS,1,02.11.2011 15:33,3.29,,United Kingdom
574721,22713,CARD I LOVE LONDON ,12,06.11.2011 14:43,0.42,17920.0,United Kingdom
544697,82482,WOODEN PICTURE FRAME WHITE FINISH,6,23.02.2011 09:44,2.55,13453.0,United Kingdom
541112,22261,FELT EGG COSY WHITE RABBIT ,12,13.01.2011 15:17,0.85,18085.0,United Kingdom
568567,22818,CARD CHRISTMAS VILLAGE,2,27.09.2011 18:41,0.42,,United Kingdom
571909,22496,SET OF 2 ROUND TINS DUTCH CHEESE,3,19.10.2011 15:08,2.95,15006.0,United Kingdom
566296,84968E,SET OF 16 VINTAGE BLACK CUTLERY,1,11.09.2011 15:47,12.75,17841.0,United Kingdom
575889,22082,RIBBON REEL STRIPES DESIGN ,5,11.11.2011 14:09,1.65,16433.0,United Kingdom
543399,22502,PICNIC BASKET WICKER SMALL,1,08.02.2011 11:07,8.29,,United Kingdom
554839,22900, SET 2 TEA TOWELS I LOVE LONDON ,4,26.05.2011 17:15,3.25,14056.0,United Kingdom
548712,47599B,BLUE PARTY BAGS ,10,03.04.2011 14:42,2.1,17050.0,United Kingdom
580092,22940,FELTCRAFT CHRISTMAS FAIRY,3,01.12.2011 14:38,4.25,13969.0,United Kingdom
540975,22113,GREY HEART HOT WATER BOTTLE,1,12.01.2011 14:57,3.75,14040.0,United Kingdom
579413,22574,HEART WOODEN CHRISTMAS DECORATION,6,29.11.2011 12:50,0.85,13668.0,United Kingdom
557112,84849A,HELLO SAILOR BLUE SOAP HOLDER,2,16.06.2011 16:31,3.29,,United Kingdom
564958,22892,SET OF SALT AND PEPPER TOADSTOOLS,12,31.08.2011 13:56,1.25,13089.0,United Kingdom
542711,85232D,SET/3 DECOUPAGE STACKING TINS,1,31.01.2011 13:19,4.95,17894.0,United Kingdom
571082,22380,TOY TIDY SPACEBOY  ,4,13.10.2011 15:25,2.46,,United Kingdom
552042,22061,LARGE CAKE STAND  HANGING STRAWBERY,2,06.05.2011 09:00,9.95,13952.0,United Kingdom
544087,84991,60 TEATIME FAIRY CAKE CASES,3,15.02.2011 17:02,0.55,17530.0,United Kingdom
575982,23583,LUNCH BAG PAISLEY PARK  ,1,13.11.2011 13:42,1.65,13798.0,United Kingdom
565244,23202,JUMBO BAG VINTAGE LEAF,10,02.09.2011 10:21,2.08,16735.0,United Kingdom
571498,84510A,SET OF 4 ENGLISH ROSE COASTERS,1,17.10.2011 15:06,1.25,17841.0,United Kingdom
567672,21756,BATH BUILDING BLOCK WORD,2,21.09.2011 15:39,6.25,16085.0,United Kingdom
567076,21159,MOODY BOY  DOOR HANGER ,24,16.09.2011 12:27,0.39,15505.0,United Kingdom
552811,15056N,EDWARDIAN PARASOL NATURAL,3,11.05.2011 12:43,5.95,17677.0,United Kingdom
537823,22118,JOY WOODEN BLOCK LETTERS,2,08.12.2010 14:25,11.87,,United Kingdom
545217,22933,BAKING MOULD EASTER EGG MILK CHOC,2,28.02.2011 16:59,5.79,,United Kingdom
550278,22081,RIBBON REEL FLORA + FAUNA ,1,15.04.2011 13:15,3.29,,United Kingdom
569479,23436,GIFT BAG LARGE VINTAGE CHRISTMAS,40,04.10.2011 12:41,1.25,13408.0,United Kingdom
579002,22995,TRAVEL CARD WALLET SUKI,6,27.11.2011 16:27,0.42,14093.0,United Kingdom
555275,90129B,TURQUOISE GLASS TASSLE BAG CHARM ,1,01.06.2011 17:18,1.63,,United Kingdom
542600,85188A,GREEN METAL SWINGING BUNNY,9,30.01.2011 11:11,0.85,16923.0,United Kingdom
578950,21914,BLUE HARMONICA IN BOX ,1,27.11.2011 14:40,1.25,17885.0,United Kingdom
545014,22423,REGENCY CAKESTAND 3 TIER,3,25.02.2011 13:15,12.75,18223.0,United Kingdom
539647,21872,GLAMOROUS  MUG,1,20.12.2010 16:08,1.25,15460.0,United Kingdom
573300,22064,PINK DOUGHNUT TRINKET POT ,4,28.10.2011 16:10,1.65,16049.0,United Kingdom
568382,82494L,WOODEN FRAME ANTIQUE WHITE ,24,27.09.2011 09:33,2.55,13499.0,United Kingdom
572242,23234,BISCUIT TIN VINTAGE CHRISTMAS,6,21.10.2011 15:36,2.89,15677.0,United Kingdom
580732,22969,HOMEMADE JAM SCENTED CANDLES,12,05.12.2011 17:43,1.45,,United Kingdom
556184,22185,SLATE TILE NATURAL HANGING,12,09.06.2011 11:39,1.65,16592.0,United Kingdom
561534,23162,REGENCY TEA STRAINER,4,28.07.2011 09:45,3.75,14307.0,United Kingdom
567672,23331,DECORATIVE WICKER HEART SMALL,4,21.09.2011 15:39,0.63,16085.0,United Kingdom
581439,22186,RED STAR CARD HOLDER,1,08.12.2011 16:30,5.79,,United Kingdom
571917,22197,POPCORN HOLDER,200,19.10.2011 15:46,0.72,13078.0,United Kingdom
547971,21328,BALLOONS  WRITING SET ,2,28.03.2011 16:37,1.65,17917.0,United Kingdom
581502,23270,SET OF 2 CERAMIC PAINTED HEARTS ,4,09.12.2011 10:51,1.45,15910.0,United Kingdom
537819,22179,SET 10 LIGHTS NIGHT OWL,6,08.12.2010 13:55,6.75,15298.0,United Kingdom
552528,21877,HOME SWEET HOME MUG,6,09.05.2011 16:59,1.25,17218.0,United Kingdom
573082,85066,CREAM SWEETHEART MINI CHEST,10,27.10.2011 14:21,10.95,17173.0,United Kingdom
576077,23321,SMALL WHITE HEART OF WICKER,1,13.11.2011 16:22,1.65,16720.0,United Kingdom
557141,21865,PINK UNION JACK  PASSPORT COVER ,12,17.06.2011 09:54,2.1,16779.0,United Kingdom
551810,85132B,CHARLIE AND LOLA TABLE TINS,6,04.05.2011 11:32,1.95,15719.0,United Kingdom
553156,21213,PACK OF 72 SKULL CAKE CASES,2,13.05.2011 14:58,0.55,17841.0,United Kingdom
549102,85132A,CHARLIE + LOLA BISCUITS TINS,12,06.04.2011 11:34,1.95,13266.0,United Kingdom
558868,22418,10 COLOUR SPACEBOY PEN,24,04.07.2011 12:47,0.85,13266.0,United Kingdom
542110,21058,PARTY INVITES WOODLAND,12,25.01.2011 13:46,0.85,14189.0,United Kingdom
568156,21986,PACK OF 12 PINK POLKADOT TISSUES,12,25.09.2011 12:16,0.39,14367.0,United Kingdom
561519,21068,VINTAGE BILLBOARD LOVE/HATE MUG,1,27.07.2011 17:01,1.25,17870.0,United Kingdom
556459,22091,EMPIRE TISSUE BOX,1,10.06.2011 17:25,2.46,,United Kingdom
540355,22737,RIBBON REEL CHRISTMAS PRESENT ,4,06.01.2011 15:11,2.51,,United Kingdom
568177,23203,JUMBO BAG VINTAGE DOILY ,10,25.09.2011 13:30,2.08,13536.0,United Kingdom
541423,82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",3,17.01.2011 17:54,0.83,,United Kingdom
578719,22955,36 FOIL STAR CAKE CASES ,1,25.11.2011 11:25,2.1,17348.0,United Kingdom
552234,21033,JUMBO BAG CHARLIE AND LOLA TOYS,1,06.05.2011 16:01,4.13,,United Kingdom
580872,23378,PACK OF 12 50'S CHRISTMAS TISSUES,2,06.12.2011 12:02,0.39,18283.0,United Kingdom
539736,85114b,IVORY ENCHANTED FOREST PLACEMAT,6,21.12.2010 15:18,3.36,,United Kingdom
558235,23236,DOILEY STORAGE TIN,6,27.06.2011 14:41,2.89,16242.0,United Kingdom
551147,22429,ENAMEL MEASURING JUG CREAM,4,26.04.2011 14:07,4.25,14210.0,United Kingdom
575607,22383,LUNCH BAG SUKI DESIGN ,1,10.11.2011 12:37,4.13,14096.0,United Kingdom
567183,22496,SET OF 2 ROUND TINS DUTCH CHEESE,2,18.09.2011 15:32,2.95,14769.0,United Kingdom
541869,22382,LUNCH BAG SPACEBOY DESIGN ,1,24.01.2011 09:35,4.13,,United Kingdom
560025,23209,LUNCH BAG DOILEY PATTERN ,1,14.07.2011 13:00,1.65,18283.0,United Kingdom
577492,16054,POPART RECT PENCIL SHARPENER ASST,36,20.11.2011 12:13,0.12,16900.0,United Kingdom
562933,84375,SET OF 20 KIDS COOKIE CUTTERS,1,10.08.2011 16:51,4.13,,United Kingdom
561624,22419,LIPSTICK PEN RED,24,28.07.2011 13:54,0.42,16969.0,United Kingdom
558372,21754,HOME BUILDING BLOCK WORD,3,28.06.2011 15:47,5.95,16200.0,United Kingdom
545468,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,03.03.2011 09:41,4.95,16571.0,United Kingdom
541508,22960,JAM MAKING SET WITH JARS,1,18.01.2011 16:06,8.29,,United Kingdom
576618,22141,CHRISTMAS CRAFT TREE TOP ANGEL,1,15.11.2011 17:00,4.13,,United Kingdom
540646,47593B,SCOTTIE DOGS BABY BIB,1,10.01.2011 14:32,0.85,,United Kingdom
547249,72799F,IVORY PILLAR CANDLE GOLD FLOCK,4,22.03.2011 09:27,3.29,,United Kingdom
578289,84992,72 SWEETHEART FAIRY CAKE CASES,1,23.11.2011 14:07,0.55,17841.0,United Kingdom
575516,22835,HOT WATER BOTTLE I AM SO POORLY,8,10.11.2011 10:45,4.95,17340.0,United Kingdom
556483,84949,SILVER HANGING T-LIGHT HOLDER,2,12.06.2011 13:12,1.65,14823.0,United Kingdom
576618,23695,DOILY THANK YOU CARD,1,15.11.2011 17:00,0.83,,United Kingdom
564835,22470,HEART OF WICKER LARGE,2,30.08.2011 12:31,5.79,,United Kingdom
555276,22335,HEART DECORATION PAINTED ZINC ,2,01.06.2011 17:28,1.25,,United Kingdom
557577,21708,FOLDING UMBRELLA CREAM POLKADOT,1,21.06.2011 11:02,4.95,14606.0,United Kingdom
577768,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,12,21.11.2011 15:18,0.63,,United Kingdom
569700,21739,COSY SLIPPER SHOES SMALL GREEN,1,05.10.2011 15:56,2.46,,United Kingdom
540352,46118,FUNKY MONKEY CUSHION COVER,1,06.01.2011 14:27,3.36,,United Kingdom
572225,23207,LUNCH BAG ALPHABET DESIGN,10,21.10.2011 13:50,1.65,13157.0,United Kingdom
578470,23534,WALL ART STOP FOR TEA ,3,24.11.2011 12:38,5.95,16824.0,United Kingdom
539047,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,15.12.2010 16:03,0.55,15290.0,United Kingdom
557312,23202,JUMBO BAG VINTAGE LEAF,10,19.06.2011 15:47,2.08,17001.0,United Kingdom
567485,23266,SET OF 3 WOODEN STOCKING DECORATION,12,20.09.2011 13:52,1.25,15026.0,United Kingdom
547937,22969,HOMEMADE JAM SCENTED CANDLES,12,28.03.2011 14:27,1.45,15068.0,United Kingdom
561030,22120,WELCOME  WOODEN BLOCK LETTERS,2,24.07.2011 11:25,9.95,16407.0,United Kingdom
559127,85099B,JUMBO BAG RED RETROSPOT,70,06.07.2011 12:33,2.08,15971.0,United Kingdom
562104,20725,LUNCH BAG RED RETROSPOT,1,02.08.2011 14:31,8.33,,United Kingdom
537393,22652,TRAVEL SEWING KIT,24,06.12.2010 13:59,1.65,13089.0,United Kingdom
560270,23185,FRENCH STYLE STORAGE JAR JAM,6,17.07.2011 14:42,0.29,16744.0,United Kingdom
566217,15056N,EDWARDIAN PARASOL NATURAL,1,09.09.2011 15:17,12.46,14096.0,United Kingdom
579471,21876,POTTERING MUG,6,29.11.2011 15:08,3.29,,United Kingdom
537369,21983,PACK OF 12 BLUE PAISLEY TISSUES ,12,06.12.2010 12:41,0.29,17860.0,United Kingdom
565147,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,01.09.2011 13:53,1.25,16187.0,United Kingdom
539988,M,Manual,18,23.12.2010 16:06,0.2,18116.0,United Kingdom
551956,22167, OVAL WALL MIRROR DIAMANTE ,2,05.05.2011 12:22,9.95,15021.0,United Kingdom
550987,22699,ROSES REGENCY TEACUP AND SAUCER ,1,21.04.2011 18:10,5.79,,United Kingdom
577756,22716,CARD CIRCUS PARADE,12,21.11.2011 14:59,0.42,15115.0,United Kingdom
577541,23322,LARGE WHITE HEART OF WICKER,6,20.11.2011 14:31,2.95,16899.0,United Kingdom
552229,16052,TEATIME PUSH DOWN RUBBER,2,06.05.2011 15:40,0.83,,United Kingdom
563696,20726,LUNCH BAG WOODLAND,10,18.08.2011 13:38,1.65,12962.0,United Kingdom
540975,22666,RECIPE BOX PANTRY YELLOW DESIGN,2,12.01.2011 14:57,2.95,14040.0,United Kingdom
550767,23002,TRAVEL CARD WALLET SKULLS,24,20.04.2011 12:32,0.42,14776.0,United Kingdom
568013,22306,SILVER MUG BONE CHINA TREE OF LIFE,12,23.09.2011 11:39,1.25,17480.0,United Kingdom
578275,23130,MISTLETOE HEART WREATH GREEN,1,23.11.2011 13:46,4.15,15916.0,United Kingdom
542192,21452,TOADSTOOL MONEY BOX,3,26.01.2011 11:27,2.95,14049.0,United Kingdom
558315,22938,CUPCAKE LACE PAPER SET 6,12,28.06.2011 11:44,1.95,15065.0,United Kingdom
562517,23298,SPOTTY BUNTING,2,05.08.2011 12:27,4.95,15719.0,United Kingdom
555500,22406,MONEY BOX KINGS CHOICE DESIGN,1,03.06.2011 15:32,1.25,15508.0,United Kingdom
557801,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,24,23.06.2011 10:14,0.55,13319.0,United Kingdom
536876,22972,CHILDREN'S SPACEBOY MUG,3,03.12.2010 11:36,3.36,,United Kingdom
555810,85099F,JUMBO BAG STRAWBERRY,10,07.06.2011 11:39,2.08,17091.0,United Kingdom
552053,21535,RED RETROSPOT SMALL MILK JUG,6,06.05.2011 10:16,2.55,16153.0,United Kingdom
569700,23122,PARTY CHARMS 50 PIECES,1,05.10.2011 15:56,1.63,,United Kingdom
557577,21980,PACK OF 12 RED RETROSPOT TISSUES ,7,21.06.2011 11:02,0.29,14606.0,United Kingdom
559543,21993,FLORAL FOLK STATIONERY SET,1,10.07.2011 13:46,1.25,17126.0,United Kingdom
559357,22178,VICTORIAN GLASS HANGING T-LIGHT,96,07.07.2011 18:56,1.06,17107.0,United Kingdom
571931,22671,FRENCH LAUNDRY SIGN BLUE METAL,1,19.10.2011 16:59,3.29,,United Kingdom
548521,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,12,31.03.2011 16:41,2.1,17735.0,United Kingdom
545025,37340,MULTICOLOUR SPRING FLOWER MUG,1,25.02.2011 14:40,8.29,,United Kingdom
553844,22569,FELTCRAFT CUSHION BUTTERFLY,4,19.05.2011 12:36,3.75,13450.0,United Kingdom
565381,23065,LARGE DECO JEWELLERY STAND,1,02.09.2011 15:23,12.5,16173.0,United Kingdom
537534,22362,GLASS JAR PEACOCK BATH SALTS,3,07.12.2010 11:48,0.0,,United Kingdom
539437,22952,60 CAKE CASES VINTAGE CHRISTMAS,1,17.12.2010 14:54,1.28,,United Kingdom
546005,21397,BLUE POLKADOT EGG CUP ,12,08.03.2011 15:17,0.39,14426.0,United Kingdom
573384,22158,3 HEARTS HANGING DECORATION RUSTIC,8,30.10.2011 14:19,2.95,15478.0,United Kingdom
580151,21242,RED RETROSPOT PLATE ,1,02.12.2011 10:21,1.69,17811.0,United Kingdom
555545,20717,STRAWBERRY SHOPPER BAG,10,05.06.2011 13:08,1.25,17735.0,United Kingdom
556073,22698,PINK REGENCY TEACUP AND SAUCER,6,08.06.2011 15:05,2.95,16358.0,United Kingdom
556484,22937,BAKING MOULD CHOCOLATE CUPCAKES,6,12.06.2011 13:17,2.55,16938.0,United Kingdom
575477,72598,SET/12 TAPER CANDLES,4,09.11.2011 16:14,1.63,,United Kingdom
556082,22361,GLASS JAR DAISY FRESH COTTON WOOL,1,08.06.2011 15:22,5.79,,United Kingdom
563195,22169,FAMILY ALBUM WHITE PICTURE FRAME,1,12.08.2011 16:36,16.63,,United Kingdom
548313,21843,RED RETROSPOT CAKE STAND,2,30.03.2011 12:15,10.95,15353.0,United Kingdom
580157,21034,REX CASH+CARRY JUMBO SHOPPER,1,02.12.2011 10:35,0.95,14083.0,United Kingdom
563718,23200,JUMBO BAG PEARS,20,18.08.2011 16:18,2.08,15144.0,United Kingdom
547248,22255,FELT TOADSTOOL  SMALL,10,22.03.2011 09:23,1.63,,United Kingdom
546084,84406B,CREAM CUPID HEARTS COAT HANGER,4,09.03.2011 11:28,4.15,14112.0,United Kingdom
581467,20868,SILVER FABRIC MIRROR,4,08.12.2011 19:24,0.39,13077.0,United Kingdom
577174,22947,WOODEN ADVENT CALENDAR RED,1,18.11.2011 10:58,7.95,17841.0,United Kingdom
556237,23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,1,09.06.2011 15:34,3.29,,United Kingdom
569887,48194,DOORMAT HEARTS,2,06.10.2011 15:28,8.25,13882.0,United Kingdom
578362,22601,CHRISTMAS RETROSPOT ANGEL WOOD,12,24.11.2011 10:39,0.85,12913.0,United Kingdom
562562,22219,LOVEBIRD HANGING DECORATION WHITE ,20,05.08.2011 17:43,0.85,16271.0,United Kingdom
581217,23100,SILVER BELLS TABLE DECORATION,1,08.12.2011 09:20,2.46,,United Kingdom
574509,22633,HAND WARMER UNION JACK,2,04.11.2011 13:25,2.1,16012.0,United Kingdom
563572,23229,VINTAGE DONKEY TAIL GAME ,2,17.08.2011 15:00,3.75,16734.0,United Kingdom
563015,46000S,POLYESTER FILLER PAD 40x40cm,220,11.08.2011 12:24,0.0,,United Kingdom
579283,21175,GIN + TONIC DIET METAL SIGN,12,29.11.2011 10:45,2.55,13883.0,United Kingdom
545695,22558,CLOTHES PEGS RETROSPOT PACK 24 ,2,06.03.2011 14:15,1.49,17050.0,United Kingdom
C548972,84279P,CHERRY BLOSSOM  DECORATIVE FLASK,-4,05.04.2011 11:42,3.75,15674.0,United Kingdom
579751,85173,SET/6 FROG PRINCE T-LIGHT CANDLES,1,30.11.2011 14:46,4.96,,United Kingdom
553315,23052,RECYCLED ACAPULCO MAT TURQUOISE,2,16.05.2011 12:03,8.25,16705.0,United Kingdom
577696,23312,VINTAGE CHRISTMAS GIFT SACK,2,21.11.2011 11:57,4.15,16406.0,United Kingdom
574304,20727,LUNCH BAG  BLACK SKULL.,3,03.11.2011 16:30,1.65,14428.0,United Kingdom
574701,21745,GAOLERS KEYS DECORATIVE GARDEN ,1,06.11.2011 13:54,3.75,15426.0,United Kingdom
579777,23368,SET 12 COLOUR PENCILS DOLLY GIRL ,2,30.11.2011 15:13,1.25,,United Kingdom
539728,22526,WHEELBARROW FOR CHILDREN ,1,21.12.2010 14:26,12.75,16270.0,United Kingdom
581334,22841,ROUND CAKE TIN VINTAGE GREEN,1,08.12.2011 12:07,7.95,17841.0,United Kingdom
569147,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,12,30.09.2011 15:33,2.95,12842.0,United Kingdom
561331,23209,LUNCH BAG DOILEY PATTERN ,4,26.07.2011 14:24,1.65,16809.0,United Kingdom
575073,23083,SET 6 PAPER TABLE LANTERN STARS ,12,08.11.2011 13:10,3.75,13975.0,United Kingdom
544160,22284,HEN HOUSE DECORATION,12,16.02.2011 12:49,1.65,16494.0,United Kingdom
