BookingNo,PackageCode,Description,Quantity,StayDate,UnitRate,GuestID,Destination
548911,PKG500,ALL-INCLUSIVE NIGHT,2,18.11.2011 09:30,44.05,72258.0,Costa Rica
551018,FEE050,RESORT FEE,1,13.07.2011 10:00,124.96,72783.0,Italy
544762,TOU430,CANOPY ZIPLINE,1,11.03.2011 00:47,313.29,71360.0,Japan
551454,TOU320,VOLCANO DAY TRIP,2,01.09.2011 18:00,121.68,,Italy
548412,HTL303,SUITE NIGHT,4,11.11.2011 05:23,45.92,,Spain
550771,TOU210,CITY WALKING TOUR,1,02.06.2011 18:50,56.26,,Dominican Republic
554347,SPA100,SPA TREATMENT,1,23.06.2011 18:00,19.95,,Japan
544131,CXL000,CANCELLATION FEE,1,30.03.2011 20:45,183.67,,Mexico
541161,TRF100,AIRPORT TRANSFER,1,21.09.2011 20:22,68.32,,Dominican Republic
540214,FNB110,BREAKFAST PACKAGE,4,15.01.2011 16:58,165.59,71018.0,Mexico
541001,SPA100,SPA TREATMENT,4,10.01.2011 12:35,91.89,71076.0,Dominican Republic
545514,FEE050,RESORT FEE,4,03.07.2011 18:10,140.72,,Thailand
543370,HTL202,HOTEL NIGHT OCEAN VIEW,1,06.12.2011 18:00,99.41,,USA-Orlando
550325,HTL303,SUITE NIGHT,1,19.06.2011 00:34,76.86,72610.0,Costa Rica
547493,HTL202,HOTEL NIGHT OCEAN VIEW,4,15.11.2011 18:00,140.87,71554.0,Spain
540560,HTL202,HOTEL NIGHT OCEAN VIEW,3,03.12.2011 01:04,178.67,71041.0,USA-Orlando
553672,TIX100,PARK / ATTRACTION TICKET,1,14.02.2011 18:00,17.03,73938.0,USA-NYC
550674,HTL303,SUITE NIGHT,3,28.08.2011 18:00,90.13,72699.0,Portugal
545471,TOU540,SUNSET CATAMARAN,1,08.01.2011 09:48,191.69,,Spain
540902,HTL303,SUITE NIGHT,4,19.05.2011 19:07,2733.7,71069.0,Costa Rica
541330,TRF100,AIRPORT TRANSFER,1,07.08.2011 16:16,4857.92,71103.0,Costa Rica
546968,CXL000,CANCELLATION FEE,1,12.06.2011 10:33,141.23,,Costa Rica
552858,HTL202,HOTEL NIGHT OCEAN VIEW,2,03.04.2011 18:00,22.62,73377.0,Costa Rica
548077,TOU320,VOLCANO DAY TRIP,4,19.10.2011 16:47,27.07,71833.0,Costa Rica
553398,TOU210,CITY WALKING TOUR,3,26.01.2011 09:28,16.64,73755.0,Dominican Republic
547075,TOU320,VOLCANO DAY TRIP,1,28.07.2011 03:56,95.88,71528.0,Japan
547601,TOU540,SUNSET CATAMARAN,4,14.11.2011 19:35,22.78,71583.0,Mexico
546446,SPA100,SPA TREATMENT,4,03.02.2011 22:29,198.13,71482.0,Costa Rica
552031,SPA100,SPA TREATMENT,3,16.09.2011 18:00,137.62,,Costa Rica
553181,CXL000,CANCELLATION FEE,2,22.04.2011 18:00,28.05,,Peru
546092,TRF100,AIRPORT TRANSFER,1,29.01.2011 12:29,169.53,,Mexico
553663,TOU210,CITY WALKING TOUR,1,14.07.2011 18:00,38.93,,Dominican Republic
554140,HTL303,SUITE NIGHT,1,11.03.2011 18:00,20.51,74252.0,Peru
545340,CXL000,CANCELLATION FEE,1,26.03.2011 23:35,137.38,,Italy
545863,HTL303,SUITE NIGHT,1,22.10.2011 22:12,131.99,71440.0,France
550391,TOU430,CANOPY ZIPLINE,1,29.05.2011 09:09,174.02,72627.0,Costa Rica
549602,TOU210,CITY WALKING TOUR,1,06.06.2011 06:44,132.58,,Mexico
551776,TOU430,CANOPY ZIPLINE,1,26.05.2011 00:02,97.04,,Costa Rica
C549209,SPA100,SPA TREATMENT,-4,13.06.2011 09:27,60.43,72333.0,Costa Rica
547045,TOU430,CANOPY ZIPLINE,2,13.07.2011 22:24,109.38,,Dominican Republic
540265,TRF100,AIRPORT TRANSFER,1,13.01.2011 22:21,333.5,71021.0,Mexico
551431,TOU210,CITY WALKING TOUR,1,18.07.2011 18:00,192.26,72886.0,Italy
540208,HTL202,HOTEL NIGHT OCEAN VIEW,1,09.05.2011 19:17,235.03,71017.0,USA-NYC
540097,TOU540,SUNSET CATAMARAN,7,15.04.2011 23:06,147.62,71008.0,Mexico
540033,HTL101,HOTEL NIGHT GARDEN VIEW,4,29.04.2011 22:40,91.11,71003.0,Dominican Republic
541267,CXL000,CANCELLATION FEE,3,11.10.2011 21:43,140.88,71098.0,USA-Orlando
544117,TOU320,VOLCANO DAY TRIP,1,11.04.2011 04:58,168.29,71312.0,Mexico
542638,TOU210,CITY WALKING TOUR,1,06.07.2011 02:17,96.31,71200.0,Costa Rica
543173,PKG500,ALL-INCLUSIVE NIGHT,2,02.07.2011 21:21,76.29,,Dominican Republic
549429,TIX100,PARK / ATTRACTION TICKET,2,18.10.2011 18:00,159.27,72387.0,Thailand
542196,TOU320,VOLCANO DAY TRIP,1,19.11.2011 13:21,355.11,,Mexico
545647,TOU430,CANOPY ZIPLINE,1,02.04.2011 05:19,140.45,71425.0,Peru
545166,HTL101,HOTEL NIGHT GARDEN VIEW,1,18.10.2011 21:32,106.76,71391.0,Costa Rica
551265,FNB220,DINNER EXPERIENCE,1,15.07.2011 18:00,63.67,72844.0,Japan
542586,TOU320,VOLCANO DAY TRIP,1,23.02.2011 00:25,392.9,,Mexico
540870,TOU210,CITY WALKING TOUR,2,05.08.2011 11:44,85.35,71067.0,Peru
551492,TOU430,CANOPY ZIPLINE,3,14.05.2011 12:30,66.04,72902.0,Peru
545181,TOU430,CANOPY ZIPLINE,1,12.02.2011 21:15,740.12,71392.0,Mexico
547881,TOU430,CANOPY ZIPLINE,2,26.11.2011 18:00,38.56,,Costa Rica
551166,HTL101,HOTEL NIGHT GARDEN VIEW,1,16.08.2011 10:16,31.75,,France
547123,CXL000,CANCELLATION FEE,3,03.03.2011 15:27,421.89,71530.0,Costa Rica
545349,HTL303,SUITE NIGHT,1,25.05.2011 15:24,98.08,71402.0,Italy
553446,FNB110,BREAKFAST PACKAGE,3,11.05.2011 04:44,15.2,73790.0,Costa Rica
C545707,PKG500,ALL-INCLUSIVE NIGHT,-1,21.03.2011 21:34,1346.24,71429.0,France
552340,TOU540,SUNSET CATAMARAN,2,26.02.2011 18:22,106.38,73119.0,Portugal
546614,TOU320,VOLCANO DAY TRIP,1,01.04.2011 15:47,100.99,,Costa Rica
545191,FNB110,BREAKFAST PACKAGE,4,17.06.2011 03:08,90.04,71393.0,Costa Rica
543691,SPA100,SPA TREATMENT,1,30.07.2011 14:43,155.78,71281.0,Costa Rica
544675,TOU430,CANOPY ZIPLINE,7,18.08.2011 02:15,129.97,,Mexico
546138,SPA100,SPA TREATMENT,2,28.01.2011 16:19,129.58,71460.0,Costa Rica
545094,TOU320,VOLCANO DAY TRIP,1,07.11.2011 06:29,1637.35,,Dominican Republic
541259,TOU210,CITY WALKING TOUR,1,30.01.2011 12:58,148.29,71097.0,Spain
548529,FNB110,BREAKFAST PACKAGE,3,07.10.2011 15:31,28.98,72065.0,Italy
542817,PKG500,ALL-INCLUSIVE NIGHT,3,07.12.2011 05:23,178.83,71214.0,USA-Orlando
554029,TIX100,PARK / ATTRACTION TICKET,2,02.01.2011 11:23,10.14,74180.0,Portugal
548810,FNB110,BREAKFAST PACKAGE,1,31.10.2011 22:44,53.21,,Greece
546266,TRF100,AIRPORT TRANSFER,1,06.12.2011 18:00,464.39,71468.0,Mexico
543074,FNB110,BREAKFAST PACKAGE,1,13.10.2011 23:29,72.99,71234.0,Costa Rica
543168,SPA100,SPA TREATMENT,1,24.02.2011 01:37,84.88,71243.0,Dominican Republic
553534,SPA100,SPA TREATMENT,1,10.06.2011 18:00,28.15,73849.0,Mexico
550053,HTL303,SUITE NIGHT,1,23.03.2011 05:47,148.78,72537.0,USA-NYC
544132,TIX100,PARK / ATTRACTION TICKET,1,15.10.2011 08:40,202.18,,Mexico
544266,SPA100,SPA TREATMENT,1,10.10.2011 21:30,199.1,71323.0,Costa Rica
546113,HTL202,HOTEL NIGHT OCEAN VIEW,1,25.04.2011 23:19,119.43,,Japan
554038,TOU430,CANOPY ZIPLINE,1,03.02.2011 02:13,19.43,74185.0,Costa Rica
547460,HTL303,SUITE NIGHT,7,25.10.2011 03:44,184.03,71552.0,Mexico
547767,TIX100,PARK / ATTRACTION TICKET,2,26.10.2011 21:00,30.23,,Costa Rica
550724,FEE050,RESORT FEE,1,05.09.2011 18:00,59.74,72711.0,France
541640,HTL202,HOTEL NIGHT OCEAN VIEW,3,18.04.2011 01:59,181.38,71127.0,Costa Rica
543660,CXL000,CANCELLATION FEE,2,23.11.2011 18:00,90.07,71278.0,Iceland
544265,FEE050,RESORT FEE,1,17.08.2011 15:23,53.33,71323.0,Costa Rica
553254,FNB110,BREAKFAST PACKAGE,1,18.01.2011 18:00,35.22,73651.0,Mexico
546412,PKG500,ALL-INCLUSIVE NIGHT,2,17.02.2011 10:55,60.65,71480.0,Mexico
542951,FNB220,DINNER EXPERIENCE,1,09.06.2011 10:40,122.8,71225.0,France
547596,TOU210,CITY WALKING TOUR,1,15.11.2011 08:37,16.69,71581.0,Mexico
550297,TOU210,CITY WALKING TOUR,3,20.07.2011 03:23,68.66,72601.0,Costa Rica
543913,HTL101,HOTEL NIGHT GARDEN VIEW,1,08.04.2011 08:28,88.97,,Costa Rica
550242,TIX100,PARK / ATTRACTION TICKET,2,30.07.2011 18:00,51.12,72587.0,United Kingdom
543114,TRF100,AIRPORT TRANSFER,1,27.07.2011 12:53,233.25,71237.0,Dominican Republic
541326,PKG500,ALL-INCLUSIVE NIGHT,1,10.04.2011 15:50,1408.17,,Costa Rica
554019,FNB110,BREAKFAST PACKAGE,2,05.03.2011 18:31,29.31,74174.0,Mexico
546488,FEE050,RESORT FEE,1,16.05.2011 16:37,40.31,71485.0,Spain
549727,TOU540,SUNSET CATAMARAN,4,30.08.2011 18:00,84.9,72458.0,Italy
553071,TOU320,VOLCANO DAY TRIP,1,10.04.2011 18:13,42.0,73525.0,United Kingdom
544645,TOU210,CITY WALKING TOUR,1,23.11.2011 18:58,38.19,71351.0,Thailand
543025,TIX100,PARK / ATTRACTION TICKET,2,14.01.2011 07:11,73.06,71231.0,France
550818,TIX100,PARK / ATTRACTION TICKET,1,07.02.2011 19:25,143.8,,Dominican Republic
552864,HTL101,HOTEL NIGHT GARDEN VIEW,2,21.12.2010 18:00,19.05,,Costa Rica
548453,SPA100,SPA TREATMENT,1,09.11.2011 18:00,35.82,,France
541323,HTL101,HOTEL NIGHT GARDEN VIEW,3,30.11.2011 06:48,2988.19,,Costa Rica
547364,TRF100,AIRPORT TRANSFER,3,24.10.2011 22:17,166.85,71546.0,Costa Rica
551787,FNB110,BREAKFAST PACKAGE,2,18.08.2011 15:25,93.42,72978.0,United Kingdom
541904,TOU210,CITY WALKING TOUR,1,16.06.2011 04:29,579.85,71146.0,USA-Orlando
547341,FNB110,BREAKFAST PACKAGE,2,25.10.2011 03:41,67.03,71545.0,Costa Rica
548935,FNB110,BREAKFAST PACKAGE,1,19.07.2011 19:34,127.51,,Italy
553609,TOU540,SUNSET CATAMARAN,1,30.01.2011 18:00,18.78,73899.0,Mexico
541461,HTL303,SUITE NIGHT,2,30.11.2011 18:00,161.83,71112.0,Mexico
543991,TOU540,SUNSET CATAMARAN,1,24.01.2011 19:18,143.27,,United Kingdom
550306,TIX100,PARK / ATTRACTION TICKET,7,28.05.2011 13:14,143.33,72604.0,Costa Rica
551329,SPA100,SPA TREATMENT,4,28.03.2011 11:09,108.81,,Greece
543426,TRF100,AIRPORT TRANSFER,3,06.11.2011 22:00,98.49,71261.0,Costa Rica
540236,CXL000,CANCELLATION FEE,3,18.10.2011 11:27,304.95,71020.0,Spain
543327,TOU540,SUNSET CATAMARAN,4,01.04.2011 11:06,199.35,71253.0,Mexico
545540,TOU320,VOLCANO DAY TRIP,1,14.02.2011 08:21,228.63,,United Kingdom
553744,SPA100,SPA TREATMENT,2,27.04.2011 18:00,26.77,73987.0,Costa Rica
541714,HTL101,HOTEL NIGHT GARDEN VIEW,1,29.07.2011 14:46,76.15,71132.0,Costa Rica
540337,TOU320,VOLCANO DAY TRIP,1,12.02.2011 11:53,121.82,71026.0,USA-NYC
543386,TRF100,AIRPORT TRANSFER,1,09.03.2011 15:21,88.66,71258.0,Costa Rica
541347,TOU430,CANOPY ZIPLINE,1,23.04.2011 11:46,52.48,71104.0,France
C546159,PKG500,ALL-INCLUSIVE NIGHT,-1,04.02.2011 17:49,41.99,71461.0,Costa Rica
552645,PKG500,ALL-INCLUSIVE NIGHT,1,23.04.2011 09:11,27.52,73235.0,Dominican Republic
553259,TOU210,CITY WALKING TOUR,1,06.02.2011 18:00,30.31,73654.0,Japan
541972,HTL101,HOTEL NIGHT GARDEN VIEW,1,18.06.2011 01:33,150.8,71149.0,Japan
540847,HTL303,SUITE NIGHT,1,30.10.2011 01:31,212.94,,Spain
544889,TOU210,CITY WALKING TOUR,1,27.08.2011 22:56,214.54,71371.0,Peru
548117,FEE050,RESORT FEE,3,10.10.2011 06:37,72.88,71852.0,France
543186,TOU210,CITY WALKING TOUR,1,23.06.2011 19:49,94.68,71243.0,Dominican Republic
549684,TOU430,CANOPY ZIPLINE,7,13.06.2011 08:06,167.71,72446.0,Costa Rica
540466,HTL202,HOTEL NIGHT OCEAN VIEW,1,21.09.2011 20:50,186.88,71035.0,United Kingdom
551229,TOU320,VOLCANO DAY TRIP,1,15.10.2011 18:00,36.62,,Costa Rica
551875,PKG500,ALL-INCLUSIVE NIGHT,3,03.04.2011 01:29,76.55,,Mexico
543594,PKG500,ALL-INCLUSIVE NIGHT,1,02.06.2011 03:58,147.55,71274.0,France
540005,TOU540,SUNSET CATAMARAN,1,07.02.2011 21:21,272.3,71000.0,USA-Orlando
553506,HTL303,SUITE NIGHT,1,19.04.2011 08:02,10.67,73832.0,Spain
549405,FNB110,BREAKFAST PACKAGE,1,22.01.2011 00:27,76.94,,Peru
543302,HTL202,HOTEL NIGHT OCEAN VIEW,3,28.02.2011 17:32,104.35,71251.0,Costa Rica
540386,HTL303,SUITE NIGHT,1,29.06.2011 21:37,157.6,71030.0,Italy
553683,TOU540,SUNSET CATAMARAN,2,19.01.2011 18:00,19.85,73945.0,Dominican Republic
553013,TOU430,CANOPY ZIPLINE,4,21.02.2011 18:00,16.0,73486.0,Spain
548290,HTL303,SUITE NIGHT,1,22.10.2011 13:06,16.14,71946.0,Costa Rica
547680,TOU320,VOLCANO DAY TRIP,4,24.11.2011 18:00,19.99,71624.0,USA-NYC
541056,TIX100,PARK / ATTRACTION TICKET,2,10.11.2011 22:04,153.63,71081.0,Italy
545346,HTL303,SUITE NIGHT,2,10.05.2011 19:59,227.85,71402.0,Italy
551783,SPA100,SPA TREATMENT,3,17.07.2011 00:03,127.1,72977.0,France
C553266,TOU430,CANOPY ZIPLINE,-3,15.01.2011 06:59,14.57,73660.0,Costa Rica
546071,PKG500,ALL-INCLUSIVE NIGHT,4,20.06.2011 02:57,59.49,71454.0,Costa Rica
546526,HTL202,HOTEL NIGHT OCEAN VIEW,1,25.05.2011 05:36,269.59,,Mexico
549018,PKG500,ALL-INCLUSIVE NIGHT,1,11.05.2011 10:42,78.02,72290.0,Italy
550340,TIX100,PARK / ATTRACTION TICKET,3,15.02.2011 21:19,134.23,72614.0,Italy
552382,TOU320,VOLCANO DAY TRIP,2,13.02.2011 20:37,95.64,,USA-Orlando
548618,FEE050,RESORT FEE,7,10.11.2011 18:00,57.21,72108.0,Costa Rica
540815,TOU210,CITY WALKING TOUR,1,12.11.2011 18:00,158.45,71062.0,Italy
553902,FEE050,RESORT FEE,1,11.02.2011 14:58,19.92,74094.0,Mexico
552875,TOU540,SUNSET CATAMARAN,1,03.07.2011 18:00,32.78,,United Kingdom
553705,HTL202,HOTEL NIGHT OCEAN VIEW,1,04.06.2011 14:52,19.17,73961.0,Costa Rica
553898,CXL000,CANCELLATION FEE,2,05.12.2010 01:14,28.9,74092.0,Mexico
550184,HTL202,HOTEL NIGHT OCEAN VIEW,2,19.07.2011 05:46,98.6,,Thailand
547301,HTL101,HOTEL NIGHT GARDEN VIEW,1,17.03.2011 19:43,304.32,71543.0,Mexico
551097,FNB110,BREAKFAST PACKAGE,1,11.04.2011 23:33,89.58,72803.0,Costa Rica
550352,TIX100,PARK / ATTRACTION TICKET,7,24.07.2011 18:00,32.04,72616.0,United Kingdom
548134,SPA100,SPA TREATMENT,1,28.09.2011 21:42,52.86,71861.0,Thailand
549521,PKG500,ALL-INCLUSIVE NIGHT,2,09.10.2011 18:00,87.48,72409.0,Japan
551461,HTL303,SUITE NIGHT,1,25.08.2011 18:08,154.18,,Dominican Republic
546441,TRF100,AIRPORT TRANSFER,1,18.10.2011 04:00,64.33,71482.0,Costa Rica
546695,TRF100,AIRPORT TRANSFER,3,12.01.2011 22:42,269.74,71502.0,Spain
543446,HTL202,HOTEL NIGHT OCEAN VIEW,3,21.10.2011 22:52,79.23,71262.0,Japan
542050,TOU320,VOLCANO DAY TRIP,1,23.07.2011 10:57,174.0,,Mexico
553549,HTL202,HOTEL NIGHT OCEAN VIEW,3,13.12.2010 19:14,24.97,73860.0,Spain
551564,TOU320,VOLCANO DAY TRIP,2,03.06.2011 04:13,125.54,,Costa Rica
553008,FEE050,RESORT FEE,1,29.01.2011 18:00,57.9,,USA-Orlando
549057,TOU430,CANOPY ZIPLINE,1,03.06.2011 18:22,58.61,72299.0,USA-NYC
543538,FEE050,RESORT FEE,1,29.07.2011 11:45,1355.55,71268.0,Mexico
547029,FEE050,RESORT FEE,1,26.10.2011 20:20,208.17,71524.0,France
554281,CXL000,CANCELLATION FEE,1,13.06.2011 18:00,29.79,74350.0,USA-Orlando
550832,TRF100,AIRPORT TRANSFER,2,12.08.2011 16:33,73.73,72739.0,Italy
550923,SPA100,SPA TREATMENT,1,06.03.2011 17:19,60.42,,Costa Rica
546855,HTL202,HOTEL NIGHT OCEAN VIEW,3,16.09.2011 16:14,137.75,71512.0,Dominican Republic
553179,PKG500,ALL-INCLUSIVE NIGHT,2,16.06.2011 18:00,24.11,,Costa Rica
545492,FNB110,BREAKFAST PACKAGE,4,15.09.2011 01:50,127.27,,United Kingdom
540635,HTL303,SUITE NIGHT,2,04.07.2011 10:49,71.2,71048.0,Costa Rica
543358,FNB220,DINNER EXPERIENCE,1,24.05.2011 10:05,306.0,,USA-Orlando
544844,HTL303,SUITE NIGHT,1,15.09.2011 15:08,174.36,71366.0,Costa Rica
550267,HTL303,SUITE NIGHT,1,29.09.2011 18:00,56.59,72593.0,Mexico
544240,TRF100,AIRPORT TRANSFER,7,24.08.2011 22:04,289.06,71320.0,Costa Rica
548385,PKG500,ALL-INCLUSIVE NIGHT,3,28.09.2011 16:26,40.25,,Dominican Republic
550943,TOU430,CANOPY ZIPLINE,1,01.06.2011 00:13,56.99,72766.0,France
545904,TOU320,VOLCANO DAY TRIP,7,21.09.2011 23:22,1674.78,,Mexico
547570,TOU320,VOLCANO DAY TRIP,7,07.12.2011 18:00,65.38,71567.0,France
551611,HTL101,HOTEL NIGHT GARDEN VIEW,1,05.04.2011 16:25,81.45,72933.0,Costa Rica
552075,TOU210,CITY WALKING TOUR,1,20.03.2011 10:38,62.43,73052.0,Mexico
544470,PKG500,ALL-INCLUSIVE NIGHT,1,05.08.2011 15:05,325.5,71338.0,Japan
550338,HTL101,HOTEL NIGHT GARDEN VIEW,2,03.07.2011 08:49,46.41,72613.0,Portugal
551542,FNB110,BREAKFAST PACKAGE,1,24.05.2011 02:13,134.22,,Mexico
C541287,FEE050,RESORT FEE,-2,11.02.2011 12:29,126.36,71099.0,Dominican Republic
552650,HTL101,HOTEL NIGHT GARDEN VIEW,4,13.05.2011 18:00,17.75,,Spain
543567,TIX100,PARK / ATTRACTION TICKET,4,18.02.2011 01:56,100.99,71271.0,United Kingdom
C545562,CXL000,CANCELLATION FEE,-1,11.04.2011 15:48,2347.97,71418.0,Dominican Republic
546861,TOU430,CANOPY ZIPLINE,1,08.02.2011 22:13,148.7,,USA-NYC
543162,HTL101,HOTEL NIGHT GARDEN VIEW,1,16.07.2011 07:36,78.43,71242.0,Peru
548244,SPA100,SPA TREATMENT,1,15.11.2011 18:00,27.77,71919.0,Dominican Republic
548255,TOU540,SUNSET CATAMARAN,1,20.11.2011 10:55,38.96,71925.0,Dominican Republic
540428,TOU540,SUNSET CATAMARAN,4,28.01.2011 19:00,213.71,,Italy
540579,HTL202,HOTEL NIGHT OCEAN VIEW,3,28.11.2011 18:00,278.37,71042.0,Dominican Republic
541206,TRF100,AIRPORT TRANSFER,2,21.04.2011 21:53,78.3,71092.0,Spain
542454,TRF100,AIRPORT TRANSFER,1,16.05.2011 01:57,90.08,71185.0,Dominican Republic
548251,HTL101,HOTEL NIGHT GARDEN VIEW,1,09.10.2011 21:57,24.27,71923.0,France
543280,TRF100,AIRPORT TRANSFER,2,22.07.2011 03:48,106.07,71250.0,Costa Rica
548883,CXL000,CANCELLATION FEE,1,23.11.2011 13:49,27.73,,USA-NYC
542208,SPA100,SPA TREATMENT,1,20.07.2011 10:58,136.1,71167.0,United Kingdom
545504,TOU210,CITY WALKING TOUR,1,18.11.2011 18:00,89.85,,United Kingdom
540511,TOU430,CANOPY ZIPLINE,2,02.06.2011 01:24,205.05,71038.0,Dominican Republic
545430,FEE050,RESORT FEE,1,01.10.2011 14:04,66.98,71409.0,Costa Rica
541325,FNB220,DINNER EXPERIENCE,1,06.05.2011 09:24,4880.58,71103.0,Costa Rica
545833,HTL202,HOTEL NIGHT OCEAN VIEW,1,08.09.2011 22:24,52.51,71438.0,France
542792,TOU430,CANOPY ZIPLINE,3,02.08.2011 03:13,113.59,,Mexico
548440,CXL000,CANCELLATION FEE,2,28.11.2011 18:00,43.07,72021.0,Costa Rica
552783,HTL202,HOTEL NIGHT OCEAN VIEW,2,17.01.2011 03:52,36.29,73328.0,Mexico
541053,TIX100,PARK / ATTRACTION TICKET,1,07.11.2011 13:53,100.07,71080.0,Costa Rica
545083,HTL303,SUITE NIGHT,1,12.04.2011 02:32,258.81,71384.0,Dominican Republic
541459,TOU540,SUNSET CATAMARAN,1,16.03.2011 13:24,129.66,71112.0,Mexico
552898,TOU320,VOLCANO DAY TRIP,7,26.02.2011 18:00,33.01,73404.0,Mexico
549654,HTL101,HOTEL NIGHT GARDEN VIEW,2,30.03.2011 01:28,27.68,72440.0,Costa Rica
544100,TRF100,AIRPORT TRANSFER,1,08.10.2011 12:19,102.8,,Dominican Republic
548863,TIX100,PARK / ATTRACTION TICKET,2,12.11.2011 18:00,34.42,,Mexico
549564,TRF100,AIRPORT TRANSFER,3,24.02.2011 21:21,159.61,,USA-Orlando
541817,TOU210,CITY WALKING TOUR,1,12.11.2011 13:11,205.98,71139.0,Mexico
542125,FNB220,DINNER EXPERIENCE,2,14.11.2011 22:04,90.21,,Greece
548546,TOU210,CITY WALKING TOUR,4,29.11.2011 18:00,37.53,72071.0,France
551704,TOU320,VOLCANO DAY TRIP,1,23.08.2011 18:00,52.56,,Costa Rica
545271,FNB110,BREAKFAST PACKAGE,1,10.04.2011 07:05,114.02,71398.0,Mexico
552711,TRF100,AIRPORT TRANSFER,7,18.05.2011 18:00,21.15,73280.0,France
550190,TRF100,AIRPORT TRANSFER,1,16.07.2011 18:00,116.05,72572.0,Thailand
552262,TOU210,CITY WALKING TOUR,4,19.04.2011 08:35,117.11,73098.0,Mexico
542915,HTL202,HOTEL NIGHT OCEAN VIEW,7,17.06.2011 04:15,436.38,,Thailand
540326,SPA100,SPA TREATMENT,1,03.12.2011 18:00,99.27,71025.0,Costa Rica
C540291,PKG500,ALL-INCLUSIVE NIGHT,-1,30.07.2011 06:31,316.23,71023.0,United Kingdom
549739,HTL101,HOTEL NIGHT GARDEN VIEW,1,24.05.2011 13:59,102.35,72461.0,Spain
C540339,TOU210,CITY WALKING TOUR,-4,03.12.2011 18:00,75.08,71026.0,USA-NYC
540833,TIX100,PARK / ATTRACTION TICKET,1,15.05.2011 05:29,60.75,71064.0,Costa Rica
543127,FNB220,DINNER EXPERIENCE,1,17.08.2011 13:33,174.95,,Greece
540383,FNB220,DINNER EXPERIENCE,1,17.01.2011 23:34,260.97,71030.0,Italy
C551313,PKG500,ALL-INCLUSIVE NIGHT,-2,30.06.2011 10:42,130.51,72857.0,Dominican Republic
547515,PKG500,ALL-INCLUSIVE NIGHT,1,19.04.2011 02:40,221.2,,Costa Rica
C549526,HTL303,SUITE NIGHT,-3,09.02.2011 23:52,119.11,72410.0,Costa Rica
554292,CXL000,CANCELLATION FEE,1,23.03.2011 19:58,21.11,74358.0,Dominican Republic
540984,HTL101,HOTEL NIGHT GARDEN VIEW,2,16.11.2011 22:01,241.42,71075.0,USA-Orlando
542570,FNB220,,2,08.10.2011 04:39,196.77,71194.0,France
548847,FEE050,RESORT FEE,2,13.11.2011 18:00,32.76,72226.0,Mexico
544404,SPA100,SPA TREATMENT,1,01.10.2011 12:43,166.57,71334.0,Costa Rica
552751,HTL101,HOTEL NIGHT GARDEN VIEW,2,05.04.2011 18:00,20.94,73306.0,Costa Rica
541290,TOU320,VOLCANO DAY TRIP,1,19.08.2011 11:48,131.7,71100.0,Dominican Republic
543089,FEE050,RESORT FEE,1,13.09.2011 14:53,120.15,71235.0,Mexico
544421,FEE050,RESORT FEE,1,17.04.2011 11:34,0.0,71335.0,USA-NYC
548224,FNB220,DINNER EXPERIENCE,1,28.11.2011 18:00,17.32,71907.0,Costa Rica
544004,HTL101,HOTEL NIGHT GARDEN VIEW,2,20.08.2011 19:59,107.95,71305.0,Dominican Republic
551655,HTL101,HOTEL NIGHT GARDEN VIEW,1,17.07.2011 20:34,45.07,72943.0,Spain
541794,CXL000,CANCELLATION FEE,3,25.10.2011 14:04,245.09,71138.0,Spain
547634,CXL000,CANCELLATION FEE,2,08.11.2011 12:50,20.62,71599.0,Portugal
552305,TOU210,CITY WALKING TOUR,2,05.07.2011 05:37,31.6,73108.0,Mexico
550540,FNB220,DINNER EXPERIENCE,3,14.09.2011 18:00,35.74,72666.0,Italy
548734,FEE050,RESORT FEE,4,24.11.2011 18:00,38.41,72170.0,Japan
548422,TOU430,CANOPY ZIPLINE,4,26.11.2011 18:00,45.78,72011.0,Portugal
548982,TOU540,SUNSET CATAMARAN,2,16.05.2011 18:54,74.53,72280.0,Mexico
551128,HTL101,HOTEL NIGHT GARDEN VIEW,2,10.08.2011 18:00,58.96,72809.0,Greece
543305,SPA100,SPA TREATMENT,1,25.05.2011 23:08,149.14,71252.0,USA-Orlando
549822,TOU210,CITY WALKING TOUR,1,09.02.2011 19:33,74.7,72483.0,Mexico
548287,HTL101,HOTEL NIGHT GARDEN VIEW,4,22.09.2011 12:05,93.7,71944.0,Costa Rica
549265,TOU210,CITY WALKING TOUR,1,28.04.2011 05:13,109.39,72347.0,Mexico
550319,CXL000,CANCELLATION FEE,1,10.05.2011 06:30,55.48,,Costa Rica
553703,SPA100,SPA TREATMENT,1,09.01.2011 04:29,20.9,73960.0,Spain
548306,TOU320,VOLCANO DAY TRIP,1,13.11.2011 19:52,75.01,71953.0,Japan
549957,FEE050,RESORT FEE,7,28.02.2011 06:57,37.03,72515.0,Spain
548165,HTL303,SUITE NIGHT,1,15.10.2011 02:05,34.33,71878.0,Costa Rica
546669,TRF100,AIRPORT TRANSFER,1,19.07.2011 23:39,136.73,71500.0,Costa Rica
550691,SPA100,SPA TREATMENT,4,01.02.2011 00:46,97.69,,Thailand
545212,TIX100,PARK / ATTRACTION TICKET,3,19.06.2011 05:05,355.2,71395.0,Costa Rica
543831,SPA100,SPA TREATMENT,1,25.05.2011 08:47,212.41,,Italy
542197,TIX100,PARK / ATTRACTION TICKET,2,15.07.2011 07:52,92.98,71166.0,Mexico
