unit_id,fuel,region,operator,capacity_mw,age_years,ambient_c,humidity,days_since_maint,maint_overdue,is_peak_hour,wind_ms,ghi,load_factor,forced_outage
1316,gas_ccgt,Midwest,IOU,571.8,40.5,47.2,69.7,78,0,0,1.8,249,0.534,Yes
1750,wind,ERCOT,IOU,279.4,15.5,17.4,36.5,21,0,0,8.3,351,0.294,No
1214,gas_ccgt,West,co_op,397.9,14.3,27.3,69.6,40,0,0,8.6,793,0.301,No
1824,solar,South,IOU,236.3,1.0,17.5,71.9,107,0,0,1.8,409,0.693,No
1853,gas_ccgt,South,ipp,403.8,29.7,29.3,58.0,31,0,0,2.7,416,0.642,No
1963,wind,West,IOU,251.9,24.4,4.7,62.6,72,0,1,15.5,400,0.741,No
1650,gas_ccgt,ERCOT,IOU,519.5,38.1,31.1,72.4,342,1,1,3.7,560,0.813,Yes
1011,nuclear,South,IOU,1345.6,36.9,25.6,33.9,16,0,1,4.3,383,0.803,No
1312,gas_peaker,West,muni,171.5,20.7,21.9,37.6,36,0,0,1.7,601,0.454,No
1551,wind,Northeast,ipp,231.6,17.3,4.6,45.1,328,1,0,2.5,329,0.295,No
1912,gas_ccgt,West,IOU,433.1,3.0,1.2,39.1,48,0,1,5.0,349,0.94,No
1992,wind,West,ipp,174.2,6.7,28.8,72.2,473,1,1,4.5,652,0.265,No
1464,solar,Northeast,ipp,147.7,30.3,-1.7,33.9,136,0,1,8.4,528,0.618,No
1606,gas_ccgt,West,muni,499.7,1.9,25.9,46.6,47,0,0,4.2,542,0.665,No
1036,hydro,Northeast,IOU,125.7,31.8,17.6,46.9,86,0,0,4.4,608,0.378,No
1557,gas_ccgt,ERCOT,IOU,420.6,7.6,42.3,53.2,55,0,1,5.7,601,0.941,Yes
1864,wind,South,muni,146.2,5.5,39.8,63.2,147,0,1,9.6,695,0.695,No
1954,wind,Northeast,co_op,135.3,14.2,13.7,49.2,70,0,1,2.7,301,0.7,No
1997,gas_ccgt,West,IOU,469.0,20.7,17.8,67.8,61,0,0,9.0,417,0.339,No
1045,solar,Midwest,ipp,186.1,25.4,18.2,48.0,120,0,0,12.7,263,0.82,No
1593,coal,Northeast,muni,525.8,52.0,-8.8,69.0,15,0,1,7.2,269,0.923,Yes
1306,gas_peaker,South,IOU,122.7,28.4,28.7,98.0,51,0,0,4.7,642,0.321,Yes
1578,solar,West,IOU,54.4,13.4,22.2,33.8,131,0,0,3.7,460,0.771,No
1809,gas_peaker,West,muni,43.2,18.3,37.9,34.0,104,0,0,3.5,467,0.478,No
1766,gas_ccgt,West,IOU,394.2,7.8,33.9,54.0,34,0,1,6.6,250,0.89,No
1546,gas_peaker,West,ipp,194.0,7.4,13.1,64.9,326,1,0,3.7,560,0.446,Yes
1420,solar,South,IOU,42.4,9.5,27.9,69.2,74,0,0,4.8,671,0.549,No
1462,solar,Midwest,muni,198.9,5.0,-9.0,68.2,367,1,0,2.7,350,0.282,Yes
1855,coal,Midwest,IOU,842.1,24.0,16.8,36.3,54,0,0,1.6,514,0.556,No
1694,coal,West,ipp,525.4,51.7,24.7,48.3,33,0,0,5.0,831,0.818,Yes
1574,nuclear,Northeast,IOU,1044.5,40.1,0.6,34.0,111,0,0,2.5,481,0.708,No
1582,wind,Northeast,ipp,296.2,1.0,15.3,46.6,102,0,0,9.5,389,0.568,No
1555,gas_ccgt,ERCOT,co_op,286.9,10.2,35.2,50.3,40,0,0,5.1,478,0.576,No
1269,wind,Northeast,ipp,105.7,2.9,22.5,71.2,44,0,1,8.7,192,0.271,Yes
1450,solar,South,ipp,166.8,27.8,31.1,88.1,98,0,0,9.9,427,0.622,No
1972,coal,ERCOT,muni,561.0,50.4,36.3,51.9,106,0,0,3.7,615,0.529,Yes
1902,coal,South,ipp,519.6,35.2,34.0,84.5,79,0,0,13.9,421,0.885,Yes
1906,solar,West,IOU,218.1,26.9,10.2,55.4,134,0,0,8.7,675,0.721,No
1536,coal,Northeast,co_op,675.5,36.5,13.7,43.1,107,0,1,4.3,534,0.49,Yes
1405,gas_peaker,West,ipp,101.8,24.2,3.7,63.7,298,1,1,8.4,508,0.431,Yes
1971,wind,South,ipp,185.8,4.4,13.9,69.2,36,0,0,1.7,186,0.76,No
1276,coal,West,IOU,657.3,16.4,28.7,58.3,229,1,0,7.2,492,0.548,No
1791,hydro,Midwest,IOU,227.7,19.0,31.7,61.9,171,1,0,5.3,339,0.635,Yes
1701,gas_peaker,South,ipp,75.1,13.3,47.0,79.1,102,0,0,3.2,442,0.648,No
1335,hydro,West,IOU,213.0,19.4,16.5,34.1,54,0,1,2.6,617,0.876,No
1168,gas_peaker,ERCOT,co_op,109.0,41.1,33.6,36.5,28,0,1,4.6,334,0.86,Yes
1167,wind,Northeast,ipp,206.6,15.8,-3.3,30.8,103,0,0,4.2,480,0.727,Yes
1309,coal,ERCOT,ipp,862.5,29.1,36.6,22.1,279,1,0,9.2,456,0.359,Yes
1608,solar,West,IOU,40.8,24.7,23.5,53.5,66,0,0,14.7,665,0.7,No
1983,nuclear,South,IOU,896.5,40.8,37.9,39.5,105,0,0,4.2,522,0.195,No
1545,wind,West,ipp,112.1,27.5,14.6,60.9,76,0,0,4.7,353,0.739,No
1994,coal,West,ipp,825.6,22.3,10.8,22.9,98,0,0,4.2,664,0.507,No
1734,hydro,South,muni,52.8,30.2,29.8,62.5,233,1,0,4.0,192,0.518,No
1365,gas_ccgt,ERCOT,IOU,578.0,14.4,20.5,83.4,16,0,1,4.8,480,0.751,No
1125,nuclear,ERCOT,co_op,852.3,15.9,43.9,53.1,42,0,0,4.1,641,0.73,No
1718,hydro,West,IOU,281.2,32.5,9.8,22.0,24,0,0,5.9,347,0.647,No
1788,gas_ccgt,Midwest,co_op,585.9,38.0,3.7,57.9,33,0,1,7.3,353,0.879,Yes
1817,nuclear,South,IOU,915.2,12.9,24.7,53.6,131,0,0,0.9,240,0.342,No
1484,solar,ERCOT,co_op,43.2,11.0,39.6,84.7,31,0,0,7.2,270,0.54,No
1117,gas_ccgt,South,ipp,600.3,30.5,19.4,58.8,40,0,0,4.9,386,0.88,No
1109,coal,Northeast,IOU,872.3,35.3,7.8,79.3,109,0,0,8.6,369,0.646,No
1634,wind,West,IOU,134.2,4.7,20.2,47.0,54,0,0,3.3,630,0.22,No
1714,coal,Northeast,IOU,840.2,8.1,13.0,81.0,82,0,0,6.0,367,0.41,Yes
1359,gas_ccgt,ERCOT,ipp,333.1,25.2,35.0,54.0,74,0,0,3.2,564,0.69,No
1452,coal,West,IOU,384.9,5.9,24.0,55.0,135,0,0,5.2,638,0.403,No
1111,coal,ERCOT,ipp,428.5,15.3,25.9,76.0,63,0,0,11.2,635,0.357,No
1780,solar,Midwest,ipp,183.9,25.4,-4.1,54.2,225,1,1,1.5,571,0.81,No
1474,hydro,ERCOT,IOU,198.7,3.9,14.7,80.0,193,1,0,3.5,470,0.773,Yes
1427,wind,Midwest,muni,60.6,10.8,10.7,62.4,396,1,0,3.9,487,0.802,No
1662,gas_peaker,Northeast,IOU,130.5,15.1,18.6,35.0,59,0,0,4.2,369,0.287,No
1993,solar,West,IOU,229.5,23.2,11.8,49.1,266,1,1,4.3,277,0.761,No
1478,wind,ERCOT,ipp,314.1,10.8,35.2,46.1,105,0,0,5.9,434,0.577,No
1340,gas_ccgt,ERCOT,co_op,686.4,30.7,16.8,61.4,94,0,1,0.5,413,0.569,No
1091,hydro,Northeast,muni,71.8,32.2,19.4,35.2,214,1,0,2.6,244,0.668,Yes
1316,solar,South,ipp,168.1,6.0,31.2,69.5,13,0,0,7.0,796,0.406,Yes
1199,hydro,West,IOU,397.0,1.0,8.0,36.1,77,0,0,6.1,441,0.781,No
1570,solar,Midwest,IOU,92.7,19.7,4.3,43.7,159,1,0,2.8,260,0.453,No
1574,gas_ccgt,West,IOU,473.7,35.7,17.1,33.4,44,0,0,3.4,524,0.718,No
1250,nuclear,Midwest,IOU,938.5,24.1,7.5,57.7,54,0,0,3.8,633,0.597,No
1163,coal,ERCOT,muni,802.8,16.0,16.5,42.2,53,0,0,6.0,419,0.541,No
1012,gas_peaker,South,ipp,100.1,7.4,17.4,54.5,133,0,1,4.7,382,0.911,No
1616,wind,South,IOU,53.8,4.9,24.5,76.8,83,0,1,1.6,367,0.611,Yes
1208,coal,South,IOU,653.2,32.6,19.8,60.4,13,0,0,5.8,643,0.282,Yes
1894,hydro,South,co_op,337.2,39.3,27.1,74.2,102,0,0,5.2,416,0.899,No
1453,wind,South,muni,123.2,3.6,33.1,80.6,100,0,0,11.2,325,0.373,No
1359,wind,West,ipp,59.2,21.1,34.4,62.7,127,0,0,11.2,614,0.77,No
1634,gas_ccgt,Midwest,IOU,267.6,9.8,13.1,49.5,215,1,0,6.4,178,0.702,Yes
1266,gas_ccgt,Northeast,IOU,422.4,9.5,-9.8,47.1,20,0,0,3.5,541,0.337,No
1944,wind,West,IOU,207.0,1.0,16.6,75.3,55,0,0,3.9,364,0.522,No
1988,hydro,South,IOU,180.3,20.3,28.9,75.7,309,1,1,3.2,219,0.405,Yes
1388,gas_ccgt,ERCOT,ipp,269.3,6.0,34.9,59.6,86,0,0,3.6,251,0.607,No
1588,gas_ccgt,Northeast,ipp,566.5,21.4,13.1,23.7,45,0,1,3.8,411,0.702,No
1278,coal,West,ipp,841.3,30.6,7.4,54.7,280,1,0,2.0,423,0.728,Yes
1062,gas_ccgt,Midwest,muni,443.4,1.4,21.6,81.7,112,0,0,4.7,257,0.647,No
1876,solar,West,IOU,105.0,16.3,21.7,35.4,17,0,1,9.8,514,0.5,No
1407,gas_ccgt,Midwest,IOU,560.9,1.3,9.5,65.9,56,0,0,1.7,327,0.096,No
1667,solar,Northeast,ipp,90.8,3.7,11.6,40.6,800,1,1,3.6,581,0.753,Yes
1641,hydro,West,co_op,202.6,12.7,24.7,49.1,62,0,1,3.4,288,0.628,No
1844,nuclear,Midwest,co_op,1343.9,30.4,3.7,38.5,243,1,0,3.9,562,0.62,Yes
1872,hydro,West,co_op,250.3,49.1,30.6,56.2,272,1,0,1.1,543,0.514,No
1579,hydro,South,ipp,173.1,5.3,27.2,70.2,206,1,1,6.3,264,0.974,No
1932,gas_peaker,ERCOT,ipp,85.8,30.4,23.1,49.5,118,0,0,5.5,630,0.864,No
1514,coal,West,muni,519.9,40.0,11.4,53.1,68,0,0,9.8,370,0.32,No
1253,gas_ccgt,South,co_op,643.2,18.0,12.6,36.7,118,0,0,1.5,552,0.51,Yes
1074,gas_ccgt,South,ipp,650.5,16.4,25.3,80.9,544,1,0,3.4,478,0.295,Yes
1205,solar,Northeast,IOU,70.4,11.9,12.3,43.3,50,0,0,9.4,97,0.699,No
1428,wind,Northeast,ipp,125.4,21.1,1.5,71.3,173,1,0,5.0,368,0.264,Yes
1933,wind,Midwest,IOU,343.3,14.9,15.2,41.5,466,1,0,4.4,500,0.193,Yes
1090,gas_ccgt,South,co_op,594.6,5.6,33.0,92.7,198,1,0,3.3,433,0.197,No
1191,hydro,ERCOT,co_op,191.3,24.4,34.0,47.1,429,1,0,0.7,564,0.615,Yes
1571,hydro,Northeast,muni,244.3,13.3,5.2,59.4,27,0,0,1.9,264,0.85,No
1078,coal,Midwest,IOU,586.2,14.1,7.0,58.1,43,0,0,3.6,399,0.816,No
1327,gas_peaker,Northeast,ipp,160.3,1.0,-15.3,59.9,47,0,0,8.4,258,0.367,No
1730,wind,West,IOU,323.4,22.4,8.1,39.6,65,0,0,3.5,673,0.391,No
1260,gas_ccgt,ERCOT,muni,508.8,19.3,31.1,68.2,127,0,0,5.2,274,0.778,No
1557,coal,South,IOU,815.5,39.7,20.8,64.7,14,0,0,5.1,354,0.244,No
1769,gas_ccgt,Midwest,muni,313.9,19.3,9.7,54.5,268,1,0,4.9,140,0.505,No
1646,coal,West,IOU,390.1,3.3,28.6,36.8,49,0,1,4.1,753,0.584,No
1274,nuclear,Midwest,IOU,1387.2,33.1,0.2,38.8,42,0,0,4.8,678,0.608,No
1301,coal,South,muni,432.4,34.4,27.2,63.0,108,0,1,5.6,408,0.661,Yes
1605,wind,West,co_op,162.5,1.0,1.8,36.0,38,0,0,5.6,461,0.438,No
1147,solar,Midwest,IOU,29.9,3.4,27.4,64.0,53,0,0,5.2,525,0.32,No
1990,wind,Midwest,IOU,94.4,7.3,15.3,48.7,63,0,0,2.0,88,0.434,No
1798,wind,Northeast,IOU,239.1,18.5,7.2,73.1,311,1,1,4.8,489,0.567,Yes
1014,coal,ERCOT,co_op,614.8,26.5,21.6,46.3,61,0,1,11.7,365,0.603,No
1446,gas_ccgt,Northeast,ipp,413.4,19.4,15.9,63.8,213,1,0,4.1,195,0.834,No
1652,wind,West,ipp,119.1,2.4,37.5,87.0,23,0,0,7.1,733,0.909,No
1566,gas_ccgt,ERCOT,ipp,447.3,12.2,37.2,68.7,74,0,0,2.5,333,0.853,Yes
1976,nuclear,South,ipp,954.7,23.6,26.2,72.5,18,0,1,3.0,283,0.28,Yes
1790,hydro,Northeast,IOU,127.9,32.8,1.8,58.2,56,0,0,5.6,334,0.663,No
1618,gas_ccgt,West,muni,336.1,23.5,14.3,37.4,95,0,0,1.6,568,0.552,No
1442,gas_ccgt,Midwest,muni,587.5,21.3,3.3,43.6,290,1,0,3.0,632,0.816,No
1325,hydro,South,IOU,258.3,4.9,22.7,52.7,42,0,1,2.0,457,0.591,No
1372,wind,Midwest,IOU,309.5,20.1,12.3,54.7,124,0,0,7.1,651,0.75,No
1010,gas_peaker,West,IOU,152.4,7.1,24.2,51.6,86,0,0,2.0,562,0.654,Yes
1102,coal,West,co_op,451.2,40.5,33.0,34.1,800,1,1,4.2,490,0.473,Yes
1639,hydro,South,IOU,337.8,18.0,28.8,56.2,14,0,1,4.3,631,0.874,Yes
1753,nuclear,South,IOU,835.5,22.2,26.9,89.9,98,0,0,5.3,494,0.804,No
1120,coal,West,muni,753.5,21.8,10.3,54.8,268,1,0,2.6,180,0.902,No
1515,hydro,Midwest,ipp,103.3,5.2,28.5,79.7,81,0,0,7.8,410,0.643,No
1754,hydro,Midwest,muni,333.4,21.2,9.1,69.9,17,0,0,9.8,684,0.725,No
1709,wind,Northeast,muni,173.8,1.0,14.7,63.2,47,0,0,7.7,106,0.211,No
1353,nuclear,Midwest,co_op,1331.1,46.8,10.3,75.7,334,1,0,5.3,256,0.136,Yes
1217,hydro,South,IOU,242.6,2.9,21.0,58.5,71,0,0,3.5,617,0.184,No
1037,gas_ccgt,Northeast,IOU,289.9,29.3,16.6,62.1,76,0,1,18.5,270,0.967,No
1047,gas_ccgt,ERCOT,IOU,292.7,20.6,13.9,51.4,230,1,0,4.7,828,0.859,Yes
1970,wind,Northeast,ipp,80.1,14.9,25.1,62.7,153,1,0,3.1,272,0.728,Yes
1328,gas_ccgt,ERCOT,muni,374.0,13.2,24.4,68.6,74,0,0,5.4,664,0.659,No
1470,coal,West,IOU,441.8,28.1,34.2,42.1,148,0,0,4.9,475,0.641,Yes
1926,solar,South,ipp,192.8,5.8,20.9,78.3,387,1,0,8.2,357,0.454,No
1269,gas_ccgt,South,ipp,506.1,11.6,33.8,60.2,150,1,0,4.2,381,0.281,No
1428,hydro,West,ipp,139.4,13.6,-1.4,49.3,107,0,0,3.2,389,0.821,No
1635,gas_ccgt,Midwest,IOU,296.3,3.1,-16.1,88.5,498,1,1,6.7,456,0.256,Yes
1564,hydro,West,IOU,290.3,22.5,31.7,64.3,85,0,1,2.3,284,0.692,No
1721,wind,South,muni,90.4,1.0,24.1,68.1,89,0,0,5.7,155,0.447,No
1649,wind,West,IOU,195.2,6.4,16.0,31.6,80,0,0,5.3,518,0.501,No
1817,wind,South,ipp,214.3,16.2,23.3,45.9,20,0,0,6.4,0,0.281,No
1391,coal,ERCOT,ipp,736.7,34.4,28.1,64.6,185,1,0,16.6,275,0.951,Yes
1346,nuclear,South,ipp,860.7,18.6,29.8,57.1,222,1,1,4.1,62,0.505,No
1368,gas_ccgt,West,ipp,548.5,21.8,22.4,56.4,127,0,1,1.3,505,0.642,Yes
1380,gas_ccgt,Midwest,muni,698.4,22.9,-6.6,71.7,30,0,1,5.8,458,0.99,Yes
1809,wind,ERCOT,IOU,334.4,16.8,25.7,72.7,57,0,1,2.5,419,0.69,No
1175,gas_ccgt,Northeast,IOU,635.8,1.0,11.3,45.8,168,1,1,4.6,269,0.501,No
1626,solar,Northeast,ipp,236.1,27.8,11.0,46.9,800,1,0,5.9,339,0.3,Yes
1875,gas_ccgt,Midwest,ipp,659.7,12.6,15.0,54.4,38,0,1,3.7,359,0.383,No
1600,wind,ERCOT,ipp,225.6,18.3,31.3,37.0,220,1,0,3.5,315,0.372,No
1594,coal,Midwest,ipp,432.7,55.6,0.4,51.0,59,0,1,1.1,421,0.527,Yes
1505,nuclear,Northeast,muni,1251.6,30.9,-4.6,66.6,292,1,1,3.0,272,0.828,Yes
1102,wind,Midwest,muni,245.4,4.3,5.7,65.0,29,0,1,9.9,380,0.386,No
1643,gas_peaker,West,ipp,60.2,17.0,8.4,16.3,49,0,1,2.9,581,0.772,No
1517,wind,West,ipp,247.3,36.1,22.7,33.8,221,1,1,2.7,516,0.94,No
1330,wind,Northeast,ipp,134.8,4.9,14.4,41.6,169,1,0,3.3,449,0.704,No
1513,nuclear,South,muni,1218.3,35.4,25.3,51.8,78,0,0,7.1,369,0.659,No
1735,nuclear,South,IOU,1173.3,16.6,31.3,90.0,186,1,0,4.8,303,0.39,No
1658,gas_peaker,Northeast,ipp,81.4,16.1,12.5,65.1,183,1,0,3.8,618,0.637,No
1804,solar,Northeast,IOU,43.8,16.6,16.3,85.2,75,0,1,3.9,483,0.581,No
1485,gas_peaker,Midwest,muni,203.9,20.5,18.6,49.9,154,1,0,2.1,506,0.651,Yes
1408,gas_ccgt,South,IOU,617.6,10.7,31.3,71.7,24,0,0,1.8,274,0.501,No
1758,nuclear,South,co_op,1255.1,34.1,36.3,59.5,45,0,1,2.3,219,0.99,No
1166,solar,West,ipp,111.1,14.9,9.7,54.5,16,0,0,4.1,361,0.698,Yes
1146,solar,South,IOU,239.5,8.0,33.3,26.6,103,0,1,1.9,585,0.602,No
1197,nuclear,South,ipp,1348.4,6.1,32.3,65.7,126,0,0,2.9,465,0.144,No
1139,gas_peaker,Northeast,IOU,187.3,5.3,29.5,68.5,135,0,1,2.3,736,0.922,Yes
1026,wind,Northeast,IOU,197.9,9.6,17.7,54.4,176,1,0,3.5,311,0.776,No
1716,nuclear,Northeast,IOU,919.0,14.3,9.7,65.9,40,0,0,1.3,496,0.424,No
1245,wind,West,ipp,177.9,22.1,18.1,34.7,156,1,0,6.2,731,0.594,No
1810,wind,Midwest,ipp,103.7,5.8,6.8,52.5,65,0,0,6.5,304,0.528,No
1498,hydro,South,IOU,240.1,1.0,20.3,61.7,113,0,0,3.7,294,0.596,No
1687,solar,Midwest,ipp,222.4,9.4,12.6,46.8,55,0,1,1.1,202,0.763,No
1550,hydro,Midwest,IOU,307.7,16.4,21.6,25.2,351,1,0,5.0,520,0.538,No
1449,solar,West,ipp,242.9,47.8,8.5,65.9,49,0,1,7.5,318,0.839,Yes
1545,hydro,West,ipp,311.5,32.7,36.5,40.2,80,0,0,6.0,877,0.543,No
1442,gas_ccgt,South,IOU,533.9,1.0,22.9,45.0,152,1,0,3.1,337,0.846,Yes
1263,hydro,West,ipp,365.6,3.3,24.9,44.5,156,1,0,10.7,595,0.536,No
1575,wind,West,IOU,283.4,7.0,21.1,30.5,631,1,0,2.2,728,0.625,Yes
1855,coal,West,IOU,862.3,32.6,30.5,59.2,19,0,0,5.1,330,0.702,No
1716,gas_ccgt,Northeast,muni,669.1,20.0,8.5,54.6,107,0,1,5.8,428,0.585,No
1838,gas_peaker,Midwest,IOU,45.3,32.9,9.6,47.2,172,1,0,2.5,380,0.473,No
1026,wind,West,ipp,174.2,29.5,12.5,47.6,81,0,0,8.0,363,0.684,No
1211,gas_ccgt,ERCOT,muni,431.3,17.2,28.4,71.9,154,1,0,9.6,572,0.825,No
1513,gas_ccgt,West,ipp,454.6,14.6,18.7,45.8,105,0,0,3.8,432,0.47,No
1201,wind,West,ipp,330.2,24.8,22.1,62.0,571,1,1,8.4,565,0.634,No
1947,solar,Midwest,co_op,58.8,4.5,31.5,60.9,39,0,0,3.9,199,0.601,No
1146,wind,Northeast,muni,176.0,23.8,21.0,64.7,119,0,0,5.9,306,0.136,No
1497,wind,ERCOT,ipp,165.6,22.0,22.6,65.6,71,0,0,12.8,392,0.833,No
1283,wind,Midwest,IOU,322.3,16.5,9.1,61.4,81,0,1,6.0,374,0.631,No
1927,nuclear,Midwest,ipp,939.8,28.7,2.2,73.3,300,1,0,5.1,275,0.671,Yes
1974,hydro,West,IOU,305.7,15.8,14.7,58.0,33,0,0,3.7,463,0.815,No
1616,wind,South,IOU,294.6,1.0,25.3,74.2,25,0,1,2.8,445,0.811,Yes
1035,gas_peaker,ERCOT,ipp,179.0,8.0,9.9,71.0,28,0,0,8.3,531,0.384,No
1695,gas_ccgt,Midwest,IOU,560.4,16.0,1.6,28.7,155,1,1,3.8,462,0.608,Yes
1248,hydro,Northeast,ipp,247.3,30.8,33.1,50.0,51,0,1,4.1,309,0.314,No
1204,nuclear,Northeast,IOU,1399.1,21.9,0.7,81.1,24,0,0,7.4,21,0.458,No
1800,solar,West,co_op,46.9,27.2,20.5,65.0,60,0,0,12.4,437,0.348,No
1422,coal,West,IOU,746.5,6.0,27.0,53.0,99,0,0,3.2,273,0.367,No
1488,coal,West,ipp,365.3,19.0,21.6,41.4,53,0,0,9.6,538,0.745,No
1715,gas_ccgt,Midwest,IOU,553.4,14.6,25.4,51.3,60,0,0,5.6,416,0.707,No
1523,gas_ccgt,Midwest,muni,469.7,29.2,16.1,46.6,202,1,0,4.7,702,0.476,Yes
1077,gas_ccgt,West,IOU,398.9,20.9,17.5,32.0,44,0,1,5.1,205,0.607,No
1011,nuclear,West,co_op,1288.9,27.8,21.2,43.6,105,0,0,6.2,696,0.368,No
1243,solar,Midwest,muni,85.2,11.9,3.0,77.2,68,0,1,7.1,163,0.824,No
1201,gas_ccgt,Midwest,muni,684.8,7.5,12.7,42.2,392,1,0,4.1,447,0.918,No
1715,gas_ccgt,West,co_op,544.4,1.0,19.8,33.5,69,0,1,3.4,602,0.339,No
1360,hydro,West,co_op,185.6,35.3,27.8,48.3,9,0,0,7.8,640,0.491,No
1136,gas_peaker,Northeast,ipp,40.3,3.5,3.5,31.7,15,0,0,4.7,182,0.318,No
1112,gas_ccgt,Midwest,ipp,440.1,1.0,-6.2,64.3,56,0,0,8.8,487,0.687,No
1032,solar,West,IOU,138.8,1.0,7.0,48.0,130,0,1,5.2,355,0.79,Yes
1080,gas_ccgt,West,ipp,545.5,25.0,15.4,43.3,76,0,0,4.6,445,0.425,No
1198,coal,South,co_op,484.0,27.3,23.1,50.8,23,0,0,2.7,592,0.274,No
1640,wind,West,ipp,332.2,17.6,16.0,79.0,112,0,1,4.8,658,0.794,No
1564,wind,West,ipp,161.0,8.2,38.4,29.8,43,0,0,4.1,493,0.619,No
1692,solar,South,ipp,227.5,24.0,18.5,64.8,95,0,1,9.1,539,0.988,No
1727,nuclear,South,ipp,1217.4,19.1,26.1,65.7,79,0,0,2.8,683,0.586,Yes
1633,gas_ccgt,Midwest,ipp,496.2,19.3,11.3,66.9,60,0,0,5.2,544,0.636,Yes
1237,gas_ccgt,South,muni,408.0,6.7,13.0,92.9,195,1,0,11.5,600,0.492,Yes
1568,hydro,Northeast,IOU,150.3,21.9,3.9,54.1,16,0,1,11.9,528,0.906,Yes
1979,coal,South,muni,443.9,20.0,20.5,57.2,64,0,0,6.9,415,0.221,No
1572,gas_ccgt,Northeast,ipp,648.1,25.7,7.6,59.7,162,1,1,3.6,476,0.896,Yes
1115,gas_ccgt,Northeast,ipp,691.0,27.1,14.8,82.7,127,0,0,6.7,276,0.635,Yes
1772,gas_peaker,ERCOT,ipp,149.3,29.3,19.6,62.5,92,0,1,3.3,223,0.841,No
1690,gas_peaker,Northeast,ipp,52.7,18.0,18.7,56.0,50,0,0,8.4,4,0.628,No
1589,gas_peaker,Midwest,IOU,214.8,24.8,21.7,78.8,56,0,0,6.4,367,0.424,No
1032,gas_peaker,ERCOT,IOU,133.4,13.8,41.2,55.3,267,1,0,6.8,436,0.409,Yes
1274,wind,Northeast,IOU,308.6,11.6,-12.4,57.0,91,0,0,3.7,97,0.465,No
1514,coal,South,IOU,667.7,33.5,36.0,89.1,40,0,0,3.3,338,0.719,No
1827,wind,South,IOU,291.5,16.5,27.3,49.6,28,0,0,7.9,458,0.577,No
1776,coal,South,ipp,409.2,20.5,19.8,72.6,96,0,0,4.5,534,0.597,Yes
1093,gas_peaker,West,IOU,40.1,27.8,14.8,30.3,69,0,1,3.8,396,0.657,No
1265,solar,South,ipp,143.9,1.0,35.8,92.1,129,0,0,6.0,790,0.881,No
1123,hydro,ERCOT,co_op,226.5,31.6,27.3,82.7,88,0,0,4.3,672,0.501,No
1527,wind,West,ipp,167.9,9.0,9.3,35.6,81,0,0,2.8,295,0.354,No
1249,gas_ccgt,Northeast,muni,383.1,28.7,17.7,53.4,27,0,1,2.2,346,0.48,No
1250,solar,South,IOU,80.2,17.7,27.1,72.7,139,0,1,2.5,671,0.852,No
1307,hydro,Northeast,ipp,260.5,12.0,12.4,62.2,29,0,0,6.3,523,0.659,No
1892,gas_peaker,Midwest,ipp,103.4,15.2,10.9,30.3,110,0,0,1.5,538,0.295,No
1400,gas_ccgt,ERCOT,ipp,472.4,17.7,28.0,39.6,154,1,1,5.8,592,0.603,No
1002,gas_ccgt,Northeast,ipp,567.5,25.2,29.7,55.0,11,0,1,4.0,173,0.563,No
1759,gas_ccgt,Midwest,ipp,489.0,4.1,13.2,59.3,119,0,0,9.2,470,0.708,No
1327,gas_ccgt,Northeast,IOU,448.2,16.5,19.6,61.0,66,0,1,2.0,279,0.525,No
1079,gas_peaker,ERCOT,ipp,104.6,7.1,29.1,71.3,93,0,0,5.2,281,0.27,No
1454,coal,Northeast,ipp,597.8,3.1,13.7,25.4,24,0,0,5.6,163,0.774,No
1657,gas_peaker,South,muni,54.0,11.9,27.4,71.0,18,0,0,4.8,61,0.426,No
1309,gas_ccgt,South,ipp,264.2,46.7,15.5,74.3,49,0,0,10.8,553,0.552,No
1963,gas_ccgt,ERCOT,ipp,541.4,30.1,33.9,53.1,340,1,1,2.5,482,0.937,Yes
1143,gas_ccgt,Northeast,ipp,294.9,19.3,-1.7,54.1,50,0,0,4.3,336,0.379,No
1791,gas_ccgt,Northeast,ipp,466.4,20.2,2.3,57.9,564,1,0,4.9,430,0.637,Yes
1365,gas_peaker,West,IOU,183.3,15.9,10.3,74.0,109,0,0,2.7,631,0.446,No
1155,hydro,Midwest,ipp,273.6,16.4,26.6,54.6,40,0,0,4.6,391,0.365,No
1718,gas_ccgt,South,muni,534.2,21.1,34.6,63.2,103,0,0,7.2,446,0.836,Yes
1499,solar,ERCOT,muni,170.3,23.5,48.3,79.5,87,0,0,1.8,592,0.577,No
1815,solar,Midwest,muni,71.2,8.2,18.7,66.9,88,0,0,5.6,461,0.756,No
1965,nuclear,Midwest,IOU,1245.7,28.4,1.4,51.5,119,0,0,8.2,366,0.754,No
1521,gas_ccgt,West,ipp,542.4,13.6,42.1,45.6,95,0,0,2.4,507,0.843,No
1472,gas_ccgt,West,muni,573.7,34.9,18.8,62.8,136,0,0,12.2,735,0.767,Yes
1303,coal,ERCOT,IOU,350.7,23.4,12.2,52.2,86,0,0,2.5,389,0.688,No
1841,solar,West,ipp,219.7,10.3,17.6,52.3,38,0,1,2.4,491,0.715,No
1391,solar,South,IOU,108.8,12.6,27.6,72.4,147,0,1,8.0,380,0.758,No
