customer_id,credit_score,income_k,dti,card_util,deposit_k,loan_k,n_products,tenure_mo,late30_12m,logins_30d,segment,segment_name
C30294,590.0,49.4,0.595,0.865,3.9,26.9,2.0,35.0,4.0,2.0,3,Stressed Book
C00075,784.0,93.8,0.203,0.126,23.6,11.3,2.0,63.0,1.0,18.0,0,Prime Transactor
C30233,546.0,20.6,0.643,0.99,2.3,38.0,1.0,48.0,7.0,12.0,3,Stressed Book
C40006,781.0,173.1,0.29,0.196,65.6,228.3,7.0,76.0,1.0,9.0,4,Affluent Relationship
C20101,674.0,53.9,0.512,0.792,7.4,17.6,3.0,11.0,1.0,17.0,2,Card Revolver
C10317,706.0,35.3,0.22,0.321,17.3,3.3,2.0,47.0,1.0,3.0,1,Mass-Market Saver
C10337,685.0,46.4,0.234,0.224,19.1,0.0,2.0,79.0,1.0,10.0,1,Mass-Market Saver
C30068,623.0,42.4,0.381,0.812,1.5,30.3,2.0,9.0,6.0,5.0,3,Stressed Book
C30107,571.0,34.3,0.579,0.781,0.6,26.3,3.0,12.0,2.0,10.0,3,Stressed Book
C20029,670.0,63.8,0.4,0.612,6.4,25.1,2.0,12.0,2.0,28.0,2,Card Revolver
C20033,642.0,39.9,0.284,0.747,1.8,16.4,3.0,42.0,2.0,31.0,2,Card Revolver
C00180,797.0,93.7,0.128,0.231,19.4,14.0,3.0,106.0,0.0,24.0,0,Prime Transactor
C10342,704.0,49.7,0.331,0.21,17.5,2.8,2.0,40.0,1.0,6.0,1,Mass-Market Saver
C40037,740.0,208.9,0.249,0.15,137.3,261.6,7.0,108.0,1.0,14.0,4,Affluent Relationship
C20115,680.0,44.3,0.513,0.635,4.7,14.2,3.0,6.0,2.0,23.0,2,Card Revolver
C00376,789.0,70.1,0.323,0.185,36.5,2.5,3.0,59.0,0.0,11.0,0,Prime Transactor
C40378,744.0,149.4,0.172,0.177,117.2,281.3,5.0,155.0,1.0,16.0,4,Affluent Relationship
C00023,789.0,80.9,0.241,0.14,48.3,0.9,4.0,70.0,0.0,9.0,0,Prime Transactor
C00346,782.0,118.5,0.242,0.113,33.4,15.2,4.0,84.0,1.0,26.0,0,Prime Transactor
C40034,742.0,187.1,0.31,0.349,29.6,358.4,6.0,111.0,0.0,12.0,4,Affluent Relationship
C40136,767.0,169.9,0.274,0.174,94.5,186.1,6.0,128.0,1.0,20.0,4,Affluent Relationship
C00008,777.0,89.5,0.241,0.113,26.0,3.1,3.0,61.0,1.0,22.0,0,Prime Transactor
C00228,780.0,97.3,0.21,0.08,24.0,18.0,4.0,103.0,-0.0,16.0,0,Prime Transactor
C10089,723.0,55.6,0.259,0.255,28.8,9.1,1.0,36.0,-0.0,7.0,1,Mass-Market Saver
C00213,804.0,139.8,0.189,0.124,25.5,14.8,4.0,103.0,-0.0,27.0,0,Prime Transactor
C20017,644.0,56.6,0.392,0.654,3.1,21.8,2.0,49.0,2.0,39.0,2,Card Revolver
C30250,601.0,14.0,0.55,0.919,0.1,41.1,2.0,63.0,5.0,10.0,3,Stressed Book
C10049,677.0,47.5,0.249,0.262,30.3,0.0,2.0,92.0,1.0,14.0,1,Mass-Market Saver
C10325,673.0,48.4,0.311,0.161,14.0,3.8,2.0,53.0,0.0,8.0,1,Mass-Market Saver
C00015,773.0,89.1,0.186,0.12,24.2,9.6,2.0,53.0,1.0,14.0,0,Prime Transactor
C40201,776.0,167.2,0.357,0.211,68.7,332.5,6.0,120.0,-0.0,8.0,4,Affluent Relationship
C40171,758.0,169.5,0.331,0.13,125.2,213.0,6.0,45.0,0.0,15.0,4,Affluent Relationship
C10243,693.0,62.8,0.326,0.354,30.8,8.9,2.0,31.0,1.0,8.0,1,Mass-Market Saver
C30101,568.0,16.8,0.532,0.846,2.0,24.1,3.0,11.0,3.0,8.0,3,Stressed Book
C30133,563.0,31.1,0.564,0.775,0.6,25.5,1.0,28.0,2.0,7.0,3,Stressed Book
C10146,693.0,53.7,0.274,0.278,18.5,11.8,1.0,34.0,1.0,2.0,1,Mass-Market Saver
C20353,678.0,44.6,0.632,0.933,11.9,20.7,3.0,53.0,2.0,25.0,2,Card Revolver
C10240,740.0,45.8,0.258,0.252,30.4,7.7,2.0,60.0,1.0,5.0,1,Mass-Market Saver
C00354,770.0,97.6,0.259,0.134,17.6,0.0,3.0,76.0,0.0,15.0,0,Prime Transactor
C10368,696.0,47.0,0.33,0.219,32.0,3.2,3.0,27.0,0.0,5.0,1,Mass-Market Saver
C00207,787.0,95.4,0.181,0.059,14.2,27.0,2.0,109.0,0.0,16.0,0,Prime Transactor
C30174,589.0,38.5,0.501,0.88,1.8,19.9,4.0,22.0,7.0,10.0,3,Stressed Book
C20161,684.0,57.6,0.295,0.626,4.7,26.3,4.0,41.0,2.0,25.0,2,Card Revolver
C20274,689.0,41.1,0.454,0.958,3.0,18.8,3.0,32.0,3.0,29.0,2,Card Revolver
C10016,705.0,47.2,0.275,0.278,18.2,0.9,2.0,96.0,0.0,7.0,1,Mass-Market Saver
C40389,737.0,248.7,0.311,0.167,108.4,197.7,5.0,120.0,-0.0,12.0,4,Affluent Relationship
C20258,645.0,45.0,0.421,0.9,2.1,19.5,3.0,37.0,2.0,20.0,2,Card Revolver
C20367,598.0,32.7,0.308,0.776,5.1,11.3,3.0,40.0,1.0,20.0,2,Card Revolver
C10287,685.0,39.9,0.297,0.196,19.4,7.1,3.0,83.0,0.0,4.0,1,Mass-Market Saver
C10042,668.0,38.9,0.277,0.34,29.9,9.0,1.0,51.0,1.0,9.0,1,Mass-Market Saver
C40050,780.0,168.6,0.176,0.114,98.7,276.0,6.0,106.0,-0.0,14.0,4,Affluent Relationship
C10202,728.0,52.1,0.435,0.17,32.1,8.1,3.0,44.0,1.0,2.0,1,Mass-Market Saver
C40304,766.0,150.9,0.392,0.232,72.6,357.6,7.0,50.0,0.0,11.0,4,Affluent Relationship
C00348,762.0,113.7,0.188,0.143,32.2,5.6,3.0,22.0,-0.0,7.0,0,Prime Transactor
C10362,677.0,60.5,0.284,0.143,8.5,12.0,3.0,31.0,1.0,9.0,1,Mass-Market Saver
C10003,684.0,43.3,0.299,0.238,22.0,5.4,3.0,58.0,1.0,9.0,1,Mass-Market Saver
C00362,800.0,83.6,0.228,0.069,47.4,19.3,4.0,40.0,-0.0,24.0,0,Prime Transactor
C00026,786.0,109.5,0.253,0.133,17.6,16.1,3.0,98.0,-0.0,17.0,0,Prime Transactor
C40303,733.0,119.1,0.297,0.187,81.7,261.6,5.0,112.0,0.0,16.0,4,Affluent Relationship
C20368,597.0,36.8,0.471,0.802,0.0,15.9,3.0,20.0,2.0,15.0,2,Card Revolver
C00177,788.0,75.2,0.197,0.075,31.0,12.9,4.0,89.0,-0.0,20.0,0,Prime Transactor
C40323,741.0,173.9,0.24,0.223,91.1,276.3,6.0,112.0,0.0,18.0,4,Affluent Relationship
C20061,656.0,38.3,0.566,0.734,9.7,27.4,2.0,23.0,3.0,21.0,2,Card Revolver
C10210,675.0,39.0,0.353,0.192,21.3,9.1,3.0,60.0,0.0,13.0,1,Mass-Market Saver
C10264,676.0,54.3,0.272,0.24,27.0,3.9,3.0,78.0,1.0,13.0,1,Mass-Market Saver
C00252,793.0,91.6,0.286,0.152,22.1,17.7,3.0,29.0,1.0,16.0,0,Prime Transactor
C10014,664.0,48.4,0.23,0.313,18.6,7.8,2.0,67.0,1.0,6.0,1,Mass-Market Saver
C10158,740.0,34.7,0.227,0.195,22.0,9.2,3.0,48.0,0.0,8.0,1,Mass-Market Saver
C10153,704.0,57.0,0.233,0.104,26.4,7.0,3.0,54.0,1.0,6.0,1,Mass-Market Saver
C00193,808.0,75.0,0.199,0.036,29.4,11.2,3.0,56.0,0.0,14.0,0,Prime Transactor
C20333,645.0,39.1,0.527,0.721,6.4,15.2,2.0,40.0,2.0,13.0,2,Card Revolver
C40110,758.0,138.7,0.317,0.232,101.7,335.9,6.0,65.0,-0.0,16.0,4,Affluent Relationship
C20351,658.0,28.9,0.308,0.673,6.6,15.9,4.0,35.0,1.0,27.0,2,Card Revolver
C10045,696.0,69.8,0.218,0.176,21.9,1.5,1.0,74.0,-0.0,6.0,1,Mass-Market Saver
C40353,754.0,195.5,0.334,0.209,117.8,263.7,4.0,77.0,1.0,19.0,4,Affluent Relationship
C20112,638.0,46.4,0.335,0.622,7.8,5.1,3.0,11.0,1.0,20.0,2,Card Revolver
C20172,700.0,25.6,0.368,0.906,6.3,6.6,3.0,29.0,1.0,29.0,2,Card Revolver
C30254,599.0,46.0,0.289,0.906,1.9,16.5,2.0,32.0,4.0,5.0,3,Stressed Book
C10051,739.0,69.3,0.268,0.362,17.3,2.5,1.0,72.0,0.0,17.0,1,Mass-Market Saver
C30189,574.0,39.7,0.595,0.796,2.5,29.5,2.0,43.0,7.0,9.0,3,Stressed Book
C10064,675.0,34.3,0.259,0.339,28.4,3.2,3.0,30.0,1.0,6.0,1,Mass-Market Saver
C20288,637.0,53.9,0.418,0.972,9.1,23.1,3.0,49.0,0.0,24.0,2,Card Revolver
C10058,709.0,35.0,0.316,0.267,19.2,13.4,2.0,59.0,-0.0,1.0,1,Mass-Market Saver
C30184,585.0,26.2,0.474,0.666,0.5,17.2,2.0,45.0,2.0,1.0,3,Stressed Book
C40332,751.0,201.2,0.297,0.099,102.0,277.6,4.0,53.0,-0.0,20.0,4,Affluent Relationship
C10331,691.0,40.9,0.268,0.098,4.7,10.9,2.0,74.0,0.0,8.0,1,Mass-Market Saver
C00369,796.0,73.8,0.216,0.177,33.0,15.1,3.0,57.0,0.0,24.0,0,Prime Transactor
C10084,697.0,45.3,0.219,0.231,16.5,2.7,4.0,68.0,1.0,8.0,1,Mass-Market Saver
C30242,575.0,35.0,0.442,0.896,2.0,23.3,1.0,48.0,6.0,4.0,3,Stressed Book
C20378,619.0,33.2,0.225,0.793,0.0,0.0,4.0,43.0,2.0,24.0,2,Card Revolver
C00307,788.0,98.2,0.301,0.169,18.0,6.9,3.0,57.0,0.0,12.0,0,Prime Transactor
C00285,803.0,101.2,0.206,0.1,33.6,14.6,3.0,113.0,0.0,18.0,0,Prime Transactor
C10211,690.0,65.5,0.262,0.162,27.8,8.1,1.0,60.0,-0.0,5.0,1,Mass-Market Saver
C10249,698.0,49.9,0.18,0.286,21.1,6.5,3.0,89.0,0.0,6.0,1,Mass-Market Saver
C10316,709.0,40.7,0.255,0.237,22.1,13.2,3.0,28.0,1.0,3.0,1,Mass-Market Saver
C30177,608.0,17.9,0.499,0.756,3.2,30.2,2.0,28.0,4.0,7.0,3,Stressed Book
C30289,614.0,31.4,0.455,0.845,1.1,24.4,3.0,26.0,4.0,10.0,3,Stressed Book
C20287,689.0,33.0,0.544,0.738,6.1,19.3,3.0,5.0,3.0,16.0,2,Card Revolver
C10257,687.0,46.9,0.313,0.239,26.9,2.7,2.0,49.0,0.0,-0.0,1,Mass-Market Saver
C30151,566.0,42.9,0.445,0.854,1.0,21.8,3.0,1.0,5.0,9.0,3,Stressed Book
C20083,662.0,56.7,0.433,0.77,0.0,27.0,3.0,37.0,1.0,12.0,2,Card Revolver
C10299,708.0,55.8,0.265,0.194,33.7,3.3,3.0,71.0,-0.0,9.0,1,Mass-Market Saver
C20024,639.0,44.9,0.456,0.918,0.0,20.7,1.0,47.0,2.0,26.0,2,Card Revolver
C40325,772.0,153.0,0.226,0.174,103.3,234.7,6.0,80.0,1.0,22.0,4,Affluent Relationship
C00097,784.0,113.5,0.084,0.158,17.7,19.7,3.0,51.0,0.0,13.0,0,Prime Transactor
C40212,776.0,167.4,0.44,0.141,73.5,180.0,4.0,103.0,-0.0,16.0,4,Affluent Relationship
C20184,627.0,52.2,0.173,0.595,9.8,19.7,2.0,73.0,3.0,32.0,2,Card Revolver
C20010,718.0,52.9,0.493,0.745,5.8,33.6,3.0,53.0,3.0,27.0,2,Card Revolver
C00139,772.0,49.6,0.39,0.162,46.2,4.7,4.0,110.0,1.0,18.0,0,Prime Transactor
C20396,645.0,47.6,0.371,0.91,4.1,24.9,4.0,2.0,4.0,24.0,2,Card Revolver
C40379,749.0,184.7,0.487,0.211,39.9,254.8,7.0,131.0,0.0,16.0,4,Affluent Relationship
C10298,704.0,48.3,0.317,0.155,30.7,12.0,3.0,44.0,0.0,6.0,1,Mass-Market Saver
C30147,577.0,44.1,0.614,0.798,1.7,9.2,2.0,33.0,2.0,12.0,3,Stressed Book
C20105,658.0,47.8,0.424,0.796,3.5,17.0,2.0,13.0,2.0,17.0,2,Card Revolver
C20130,662.0,16.9,0.545,0.615,1.6,22.7,2.0,30.0,0.0,19.0,2,Card Revolver
C20372,695.0,35.8,0.465,0.752,0.7,26.7,3.0,38.0,2.0,20.0,2,Card Revolver
C10354,699.0,49.5,0.215,0.233,21.3,3.4,2.0,60.0,1.0,9.0,1,Mass-Market Saver
C00128,774.0,85.3,0.251,0.155,42.0,15.3,4.0,108.0,0.0,9.0,0,Prime Transactor
C10339,703.0,50.2,0.209,0.163,25.6,4.3,1.0,54.0,0.0,15.0,1,Mass-Market Saver
C10258,699.0,34.5,0.375,0.341,35.1,9.1,2.0,73.0,0.0,10.0,1,Mass-Market Saver
C10355,687.0,55.0,0.291,0.264,30.7,2.6,2.0,43.0,-0.0,15.0,1,Mass-Market Saver
C30152,575.0,32.7,0.501,0.913,1.6,16.7,2.0,41.0,5.0,6.0,3,Stressed Book
C10122,742.0,46.4,0.398,0.319,22.4,9.5,2.0,37.0,0.0,4.0,1,Mass-Market Saver
C00264,798.0,105.1,0.329,0.137,40.2,3.8,2.0,106.0,1.0,21.0,0,Prime Transactor
C30103,571.0,35.4,0.448,0.725,1.3,23.4,1.0,17.0,5.0,6.0,3,Stressed Book
C40167,734.0,182.4,0.226,0.248,69.8,224.6,7.0,125.0,-0.0,10.0,4,Affluent Relationship
C30380,613.0,23.0,0.449,0.948,1.2,22.2,2.0,29.0,4.0,7.0,3,Stressed Book
C10231,684.0,61.3,0.155,0.365,16.5,12.1,2.0,26.0,0.0,9.0,1,Mass-Market Saver
C10098,717.0,45.2,0.343,0.202,26.9,2.2,2.0,62.0,-0.0,6.0,1,Mass-Market Saver
C40035,737.0,113.5,0.459,0.252,106.4,271.8,4.0,90.0,0.0,20.0,4,Affluent Relationship
C30119,550.0,31.9,0.463,0.99,0.0,24.2,1.0,41.0,3.0,12.0,3,Stressed Book
C40049,760.0,162.2,0.34,0.083,75.8,175.9,5.0,116.0,0.0,12.0,4,Affluent Relationship
C20215,671.0,41.8,0.355,0.779,5.8,15.9,3.0,31.0,1.0,22.0,2,Card Revolver
C10032,700.0,64.6,0.381,0.267,23.8,1.9,3.0,54.0,1.0,6.0,1,Mass-Market Saver
C20349,644.0,34.1,0.46,0.891,5.5,24.9,3.0,34.0,1.0,18.0,2,Card Revolver
C40101,774.0,182.6,0.365,0.244,124.5,239.1,5.0,46.0,0.0,11.0,4,Affluent Relationship
C00068,796.0,89.0,0.25,0.067,24.4,3.8,4.0,71.0,-0.0,16.0,0,Prime Transactor
C40306,742.0,135.3,0.408,0.224,107.2,212.4,5.0,131.0,0.0,20.0,4,Affluent Relationship
C10260,702.0,42.5,0.274,0.295,29.3,7.0,2.0,56.0,0.0,10.0,1,Mass-Market Saver
C20390,683.0,31.8,0.295,0.781,6.8,6.3,4.0,50.0,1.0,23.0,2,Card Revolver
C20192,684.0,44.1,0.447,0.757,4.2,32.1,2.0,37.0,1.0,30.0,2,Card Revolver
C10173,722.0,66.4,0.34,0.15,31.1,7.3,3.0,57.0,1.0,10.0,1,Mass-Market Saver
C00334,783.0,114.2,0.224,0.084,49.9,3.4,3.0,92.0,-0.0,17.0,0,Prime Transactor
C00338,767.0,107.2,0.177,0.152,29.3,20.8,3.0,97.0,-0.0,22.0,0,Prime Transactor
C20227,655.0,24.1,0.425,0.798,6.2,15.9,2.0,34.0,0.0,37.0,2,Card Revolver
C00383,776.0,92.3,0.347,0.132,36.8,8.5,3.0,31.0,0.0,25.0,0,Prime Transactor
C30293,583.0,36.1,0.584,0.985,2.1,35.2,2.0,22.0,4.0,8.0,3,Stressed Book
C00055,789.0,97.6,0.212,0.094,33.5,0.0,4.0,78.0,0.0,20.0,0,Prime Transactor
C10281,681.0,47.6,0.251,0.158,24.9,8.1,1.0,33.0,1.0,9.0,1,Mass-Market Saver
C20281,642.0,60.7,0.482,0.825,0.0,20.8,2.0,43.0,2.0,16.0,2,Card Revolver
C40311,758.0,95.6,0.267,0.088,35.5,263.7,6.0,73.0,-0.0,16.0,4,Affluent Relationship
C30327,572.0,33.6,0.445,0.718,1.8,31.4,2.0,23.0,0.0,10.0,3,Stressed Book
C10305,722.0,44.2,0.253,0.29,25.5,7.7,3.0,34.0,1.0,5.0,1,Mass-Market Saver
C40071,752.0,228.0,0.194,0.086,94.5,145.9,7.0,53.0,-0.0,12.0,4,Affluent Relationship
C00170,768.0,103.1,0.098,0.194,23.2,5.7,3.0,97.0,0.0,24.0,0,Prime Transactor
C40249,745.0,196.9,0.263,0.223,99.1,240.7,4.0,57.0,-0.0,8.0,4,Affluent Relationship
C40191,742.0,194.8,0.382,0.233,74.1,239.7,6.0,121.0,1.0,15.0,4,Affluent Relationship
C00326,768.0,68.9,0.236,0.117,27.2,8.7,4.0,62.0,-0.0,25.0,0,Prime Transactor
C10103,739.0,50.4,0.34,0.312,14.3,12.8,3.0,73.0,-0.0,11.0,1,Mass-Market Saver
C20181,644.0,55.9,0.525,0.99,6.4,24.3,2.0,39.0,0.0,30.0,2,Card Revolver
C10009,717.0,51.8,0.331,0.426,27.8,7.7,3.0,27.0,-0.0,6.0,1,Mass-Market Saver
C00297,794.0,112.3,0.248,0.045,16.3,26.6,3.0,38.0,0.0,16.0,0,Prime Transactor
C20364,626.0,51.1,0.477,0.926,6.2,14.5,4.0,26.0,1.0,12.0,2,Card Revolver
C40067,753.0,108.9,0.274,0.412,102.5,233.6,6.0,67.0,0.0,18.0,4,Affluent Relationship
C30155,537.0,43.3,0.509,0.99,2.3,23.1,3.0,45.0,4.0,7.0,3,Stressed Book
C30142,579.0,43.6,0.596,0.924,1.0,28.1,2.0,27.0,4.0,0.0,3,Stressed Book
C40300,703.0,97.5,0.314,0.216,72.3,138.0,5.0,122.0,0.0,7.0,4,Affluent Relationship
C10318,677.0,53.4,0.167,0.188,30.6,5.9,2.0,39.0,-0.0,6.0,1,Mass-Market Saver
C10271,702.0,46.4,0.327,0.227,23.2,0.3,2.0,60.0,0.0,9.0,1,Mass-Market Saver
C10248,715.0,55.9,0.402,0.133,26.5,5.3,2.0,76.0,1.0,4.0,1,Mass-Market Saver
C40399,762.0,196.6,0.396,0.109,75.6,164.4,7.0,71.0,1.0,12.0,4,Affluent Relationship
C40073,779.0,208.2,0.302,0.308,99.2,314.2,4.0,74.0,-0.0,23.0,4,Affluent Relationship
C30332,546.0,45.4,0.569,0.799,0.4,21.8,4.0,35.0,3.0,7.0,3,Stressed Book
C40356,717.0,97.8,0.264,0.191,134.2,268.5,4.0,82.0,-0.0,14.0,4,Affluent Relationship
C10300,692.0,38.4,0.151,0.095,25.0,4.4,3.0,33.0,0.0,7.0,1,Mass-Market Saver
C10302,750.0,48.4,0.379,0.015,33.1,5.8,1.0,69.0,1.0,13.0,1,Mass-Market Saver
C10131,695.0,58.5,0.366,0.11,18.0,4.7,2.0,32.0,0.0,7.0,1,Mass-Market Saver
C10007,711.0,38.1,0.331,0.178,29.7,11.4,1.0,60.0,-0.0,2.0,1,Mass-Market Saver
C00199,762.0,99.5,0.229,0.282,29.0,0.0,3.0,75.0,-0.0,13.0,0,Prime Transactor
C10073,716.0,35.8,0.265,0.044,11.5,7.5,3.0,30.0,-0.0,11.0,1,Mass-Market Saver
C10329,712.0,50.2,0.37,0.229,9.7,4.6,3.0,63.0,0.0,10.0,1,Mass-Market Saver
C30226,603.0,44.8,0.474,0.99,1.3,33.7,2.0,29.0,3.0,6.0,3,Stressed Book
C00216,808.0,90.3,0.203,0.062,9.3,8.9,3.0,84.0,-0.0,27.0,0,Prime Transactor
C00253,774.0,101.1,0.126,0.039,23.0,7.8,3.0,99.0,0.0,21.0,0,Prime Transactor
C00152,782.0,97.7,0.248,0.033,48.3,21.5,4.0,63.0,0.0,21.0,0,Prime Transactor
C20365,684.0,52.8,0.371,0.746,4.0,19.2,3.0,37.0,2.0,10.0,2,Card Revolver
C40197,807.0,117.6,0.234,0.161,57.5,243.1,6.0,95.0,0.0,16.0,4,Affluent Relationship
C30047,594.0,19.9,0.515,0.929,2.2,22.0,2.0,40.0,4.0,9.0,3,Stressed Book
C40081,742.0,119.1,0.202,0.268,106.7,189.9,7.0,92.0,0.0,7.0,4,Affluent Relationship
C30120,559.0,40.9,0.534,0.947,1.5,0.0,2.0,7.0,6.0,8.0,3,Stressed Book
C30367,600.0,46.3,0.49,0.879,0.0,21.1,3.0,13.0,6.0,0.0,3,Stressed Book
C40299,751.0,157.6,0.285,0.186,41.4,241.3,6.0,56.0,1.0,9.0,4,Affluent Relationship
C30197,540.0,28.4,0.622,0.767,2.0,27.1,1.0,43.0,4.0,15.0,3,Stressed Book
C10130,738.0,40.8,0.276,0.368,13.4,9.4,3.0,51.0,-0.0,10.0,1,Mass-Market Saver
C20332,650.0,53.0,0.595,0.952,5.2,31.2,3.0,28.0,4.0,13.0,2,Card Revolver
C30044,573.0,28.5,0.513,0.845,0.2,19.2,3.0,25.0,6.0,1.0,3,Stressed Book
C00240,764.0,108.3,0.206,0.143,23.7,14.4,3.0,71.0,0.0,18.0,0,Prime Transactor
C30109,559.0,27.9,0.473,0.867,1.2,19.9,3.0,32.0,4.0,11.0,3,Stressed Book
C40042,740.0,171.1,0.363,0.122,39.9,237.5,6.0,107.0,-0.0,19.0,4,Affluent Relationship
C00187,772.0,89.3,0.349,0.132,37.3,4.0,3.0,88.0,1.0,14.0,0,Prime Transactor
C00246,793.0,102.5,0.276,0.077,22.1,5.4,3.0,70.0,-0.0,12.0,0,Prime Transactor
C20103,651.0,39.7,0.395,0.826,1.1,24.0,1.0,37.0,2.0,15.0,2,Card Revolver
C30225,566.0,26.0,0.582,0.915,1.1,18.3,3.0,54.0,5.0,5.0,3,Stressed Book
C30281,608.0,25.6,0.636,0.915,1.2,42.0,1.0,25.0,3.0,3.0,3,Stressed Book
C20082,612.0,33.9,0.402,0.816,7.1,13.7,2.0,48.0,3.0,18.0,2,Card Revolver
C10292,759.0,63.5,0.316,0.273,16.2,5.3,3.0,56.0,-0.0,5.0,1,Mass-Market Saver
C00302,783.0,86.2,0.193,0.204,2.7,19.1,5.0,73.0,0.0,22.0,0,Prime Transactor
C00283,777.0,80.8,0.14,0.049,27.3,10.3,4.0,57.0,1.0,20.0,0,Prime Transactor
C20079,628.0,45.3,0.411,0.635,0.0,14.4,3.0,43.0,1.0,0.0,2,Card Revolver
C10105,738.0,35.8,0.247,0.146,22.9,11.9,3.0,33.0,0.0,12.0,1,Mass-Market Saver
C40317,741.0,150.9,0.386,0.197,25.2,255.0,6.0,68.0,0.0,15.0,4,Affluent Relationship
C00321,814.0,106.1,0.241,0.195,37.0,15.7,3.0,114.0,0.0,17.0,0,Prime Transactor
C40355,758.0,127.8,0.344,0.166,70.0,286.4,6.0,100.0,0.0,14.0,4,Affluent Relationship
C30052,550.0,34.4,0.528,0.896,0.4,22.9,2.0,26.0,5.0,18.0,3,Stressed Book
C20032,650.0,64.2,0.299,0.809,2.2,20.2,3.0,38.0,2.0,24.0,2,Card Revolver
C10221,709.0,38.5,0.268,0.184,13.5,5.9,2.0,43.0,1.0,4.0,1,Mass-Market Saver
C30300,604.0,28.2,0.482,0.778,1.3,17.8,3.0,37.0,4.0,4.0,3,Stressed Book
C20234,624.0,39.8,0.325,0.7,4.1,14.6,3.0,11.0,4.0,32.0,2,Card Revolver
C00122,763.0,118.5,0.234,0.029,34.5,22.1,3.0,56.0,0.0,20.0,0,Prime Transactor
C30042,560.0,20.7,0.672,0.882,0.0,14.0,1.0,31.0,6.0,2.0,3,Stressed Book
C10110,710.0,37.1,0.317,0.229,23.9,11.5,3.0,81.0,1.0,3.0,1,Mass-Market Saver
C00280,803.0,112.8,0.173,0.117,38.3,6.8,3.0,92.0,1.0,11.0,0,Prime Transactor
C30046,576.0,34.6,0.649,0.757,0.5,14.9,3.0,1.0,2.0,14.0,3,Stressed Book
C30036,632.0,35.4,0.649,0.979,2.2,29.3,2.0,27.0,3.0,6.0,3,Stressed Book
C40334,711.0,166.6,0.228,0.088,100.6,227.1,6.0,147.0,0.0,16.0,4,Affluent Relationship
C20388,663.0,66.6,0.35,0.764,6.0,26.4,2.0,20.0,0.0,31.0,2,Card Revolver
C30000,536.0,26.5,0.722,0.811,5.0,23.9,2.0,47.0,4.0,8.0,3,Stressed Book
C30338,626.0,23.1,0.646,0.805,0.4,26.0,3.0,18.0,3.0,4.0,3,Stressed Book
C10277,698.0,69.2,0.258,0.322,16.4,2.7,3.0,66.0,0.0,10.0,1,Mass-Market Saver
C10118,693.0,36.3,0.201,0.255,30.5,0.6,4.0,83.0,0.0,6.0,1,Mass-Market Saver
C20346,661.0,24.2,0.257,0.99,8.3,26.1,1.0,40.0,2.0,23.0,2,Card Revolver
C30310,555.0,39.4,0.6,0.941,1.1,20.6,2.0,45.0,5.0,7.0,3,Stressed Book
C00067,767.0,97.1,0.247,0.07,11.5,0.5,4.0,54.0,0.0,19.0,0,Prime Transactor
C00332,777.0,92.7,0.22,0.126,26.3,20.0,3.0,76.0,0.0,12.0,0,Prime Transactor
C10168,696.0,48.7,0.233,0.101,16.6,4.0,2.0,78.0,0.0,9.0,1,Mass-Market Saver
C40229,755.0,138.5,0.281,0.189,74.4,199.7,4.0,48.0,0.0,15.0,4,Affluent Relationship
C20389,676.0,17.6,0.235,0.652,0.0,20.7,3.0,67.0,2.0,23.0,2,Card Revolver
C30223,588.0,24.1,0.514,0.83,0.0,38.9,3.0,17.0,2.0,3.0,3,Stressed Book
C40083,737.0,161.4,0.325,0.167,114.6,190.7,5.0,107.0,0.0,15.0,4,Affluent Relationship
C10072,717.0,39.9,0.228,0.104,12.3,9.2,3.0,30.0,-0.0,6.0,1,Mass-Market Saver
C30121,574.0,35.5,0.533,0.814,3.7,25.7,2.0,8.0,3.0,6.0,3,Stressed Book
C10111,711.0,53.1,0.18,0.328,22.7,7.5,2.0,56.0,1.0,7.0,1,Mass-Market Saver
C10077,664.0,57.9,0.308,0.16,20.5,3.9,2.0,73.0,0.0,13.0,1,Mass-Market Saver
C20085,657.0,25.3,0.38,0.83,0.0,7.6,3.0,20.0,2.0,12.0,2,Card Revolver
C30191,597.0,42.4,0.576,0.858,1.7,5.3,1.0,42.0,4.0,13.0,3,Stressed Book
C00318,760.0,93.4,0.169,0.177,27.7,25.3,4.0,92.0,0.0,19.0,0,Prime Transactor
C20136,697.0,41.1,0.461,0.686,4.6,28.9,3.0,39.0,-0.0,19.0,2,Card Revolver
C40108,743.0,168.3,0.256,0.217,85.6,262.7,4.0,116.0,0.0,12.0,4,Affluent Relationship
C20193,701.0,39.1,0.186,0.849,6.1,6.2,3.0,36.0,0.0,28.0,2,Card Revolver
C10181,697.0,34.4,0.248,0.19,31.8,14.0,2.0,47.0,0.0,7.0,1,Mass-Market Saver
C00132,813.0,100.2,0.235,0.035,42.3,26.5,3.0,67.0,-0.0,23.0,0,Prime Transactor
C40113,734.0,211.7,0.288,0.164,81.0,273.0,5.0,110.0,-0.0,19.0,4,Affluent Relationship
C20028,655.0,43.6,0.461,0.872,4.6,16.6,2.0,11.0,1.0,30.0,2,Card Revolver
C30396,596.0,18.2,0.491,0.903,1.3,19.4,2.0,50.0,1.0,12.0,3,Stressed Book
C20186,661.0,50.1,0.382,0.775,6.1,21.5,4.0,41.0,1.0,8.0,2,Card Revolver
