step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
371,CASH_IN,65767.77,C1253061627,24247,90014.77,C902407201,11741.91,0,0
284,PAYMENT,21369.08,C1263835067,0,0,M1083372711,0,0,0
354,PAYMENT,1598.72,C601464118,0,0,M1726449106,0,0,0
277,CASH_IN,145037.16,C1127907110,1490839.25,1635876.41,C2003383303,756691.49,611654.33,0
236,CASH_OUT,57541.51,C332404380,163611.96,106070.44,C1082082870,1042658.95,1100200.46,0
19,CASH_OUT,18865.64,C1248865276,0,0,C2061333967,231342.03,250207.67,0
133,TRANSFER,2122966.84,C936188230,5140,0,C1193288311,6121,2129087.84,0
374,TRANSFER,888628.98,C1775456782,0,0,C1799006836,3231794.14,4120423.12,0
8,PAYMENT,7345.82,C1988930055,108445,101099.18,M740781419,0,0,0
37,TRANSFER,756044.9,C568431919,22195,0,C667916683,446818.27,1202863.17,0
45,PAYMENT,25649.9,C1043481872,0,0,M1082006640,0,0,0
276,PAYMENT,6198.72,C2026198369,432293.85,426095.12,M1068376750,0,0,0
202,TRANSFER,544376,C299451172,0,0,C945305872,2820574.1,3364950.1,0
312,CASH_OUT,104770.35,C17282114,0,0,C1654998597,633810.55,738580.9,0
40,CASH_OUT,392664.93,C2008476763,640184,247519.07,C2042150475,168563.01,561227.94,0
10,CASH_OUT,35908.61,C1702063197,50548,14639.39,C1600048134,120637.8,165995.33,0
19,CASH_IN,121651.31,C979303817,5825162.79,5946814.1,C1338456626,207411.05,56844.18,0
190,PAYMENT,2838.57,C792141774,875,0,M904719650,0,0,0
235,PAYMENT,10441.6,C956391102,10311,0,M1776164690,0,0,0
190,CASH_OUT,273762.62,C668690752,0,0,C1130421583,319922.36,593684.98,0
133,PAYMENT,18024.41,C1067571609,20204,2179.59,M763537837,0,0,0
273,CASH_OUT,30609.02,C129029263,50164,19554.98,C1050864629,1406597.89,1437206.91,0
202,CASH_IN,385306.8,C409428373,7300989.29,7686296.08,C989036250,6790525.59,6461451.18,0
136,CASH_OUT,78075.63,C1553573548,0,0,C777646377,646598.33,791674.54,0
179,PAYMENT,10089.32,C2116583607,34229,24139.68,M454901523,0,0,0
46,CASH_OUT,22454.29,C1841747810,0,0,C1622772022,1385107.64,1407561.93,0
212,CASH_IN,45264.94,C494725892,2216522.63,2261787.57,C1093561081,505586.39,460321.45,0
187,PAYMENT,6188.03,C1003413376,19248,13059.97,M781292355,0,0,0
163,PAYMENT,19321.43,C1181191989,0,0,M885994487,0,0,0
307,CASH_IN,44297.45,C838631503,19691,63988.45,C282814703,0,0,0
207,PAYMENT,1546.26,C1504080438,68220,66673.74,M679395002,0,0,0
45,CASH_OUT,36722.1,C749413489,0,0,C522999760,1664841.03,1701563.13,0
160,CASH_IN,160721.89,C1833911101,3287,164008.89,C1320748277,34333.6,0,0
226,CASH_OUT,183754.49,C967329965,0,0,C273304538,701422.24,885176.73,0
300,CASH_IN,50314.54,C1181093763,16568324.34,16618638.89,C1516609597,2062423.87,2012109.33,0
38,CASH_IN,2062.68,C1801746367,6697080.09,6699142.76,C1536978533,265369.12,263306.44,0
138,CASH_OUT,8387.9,C1613788844,14470,6082.1,C1774485719,790160.55,798548.45,0
469,TRANSFER,255838.31,C2063592166,52136,0,C1448790189,601920.71,857759.01,0
235,TRANSFER,3126395.9,C869517312,0,0,C1560576139,4074302.28,7200698.18,0
302,CASH_OUT,23376.51,C1296038949,54618,31241.49,C1121182647,1335279.34,1358655.85,0
137,CASH_OUT,136788.81,C846693155,112162,0,C402199578,0,136788.81,0
180,PAYMENT,40133.76,C452218866,497658.41,457524.65,M279325501,0,0,0
350,CASH_IN,251045,C1388007825,18951350.51,19202395.51,C575317218,5508507.79,5257462.79,0
299,PAYMENT,22698.54,C1476960203,49769.73,27071.2,M469184909,0,0,0
346,PAYMENT,39314.46,C207915785,0,0,M2004403994,0,0,0
308,CASH_OUT,27767.46,C1105036123,0,0,C2124348418,1785159.78,1812927.23,0
347,TRANSFER,96167.02,C1099224768,0,0,C812560767,2384779.14,2480946.16,0
330,CASH_OUT,417725.14,C1087881398,46165,0,C500189235,911115.72,1328840.86,0
17,PAYMENT,14213.01,C343306084,0,0,M1279319569,0,0,0
302,CASH_IN,70826.17,C1145866015,1126365.15,1197191.32,C1247489221,935531.78,864705.61,0
36,CASH_OUT,85102.7,C2074473002,15209,0,C671848738,3832140.67,3710163.51,0
399,CASH_OUT,30882.71,C624432653,42425,11542.29,C228714056,158363.61,189246.32,0
38,CASH_IN,192153.1,C223804193,48812,240965.1,C1783580988,44744.68,0,0
20,CASH_IN,48314.99,C457759805,7168233.25,7216548.24,C674685520,302233.21,217113.4,0
36,CASH_OUT,217186.2,C378456150,9632,0,C1608154067,0,217186.2,0
369,TRANSFER,588601.48,C1487856808,9381,0,C1608700849,0,588601.48,0
348,CASH_IN,246064.87,C2075174305,18417060.73,18663125.6,C471905320,1769341.93,1523277.06,0
130,CASH_IN,252817.2,C1937536978,62125,314942.2,C719711595,1617597.26,1364780.06,0
138,CASH_OUT,86114.98,C1333511210,125048,38933.02,C52285106,1188499.08,1873784.59,0
688,CASH_OUT,87869.56,C1739525610,0,0,C1660669123,306125.77,393995.33,0
93,PAYMENT,52.59,C519427947,5112.51,5059.93,M1336960891,0,0,0
400,CASH_IN,471187,C1255334790,24849,496036,C14565396,1881585.68,1410398.69,0
43,CASH_OUT,6209.64,C546206269,162834.54,156624.9,C1393196527,2722810.85,2348643.15,0
261,PAYMENT,6010.27,C150479881,15609,9598.73,M712843769,0,0,0
396,CASH_OUT,457015.69,C1770904835,0,0,C836368350,725287.29,1182302.98,0
14,CASH_OUT,347264.52,C887655631,0,0,C1426855526,519095.03,1157583.28,0
212,CASH_IN,185896.52,C1483096199,2874627.23,3060523.75,C145391403,765049.87,579153.35,0
262,CASH_OUT,109706.08,C889196522,32033,0,C861206922,0,109706.08,0
373,CASH_OUT,271231.42,C816057784,311.99,0,C893339281,814854.11,1086085.53,0
183,CASH_OUT,89542.75,C401042546,0,0,C157531823,444002.92,533545.67,0
210,CASH_IN,604102.5,C1905269012,3532606.59,4136709.09,C1398294606,722336.15,118233.65,0
252,PAYMENT,5524.08,C2045704053,12532,7007.92,M1023628833,0,0,0
134,CASH_OUT,323283.65,C784580992,0,0,C123366001,484399.2,807682.85,0
298,CASH_IN,175077.91,C328859235,13016,188093.91,C1897024961,0,0,0
372,PAYMENT,9313.09,C1690179897,133134.56,123821.47,M32693564,0,0,0
138,CASH_OUT,331458.55,C667047437,0,0,C1620303792,518066.07,849524.62,0
42,PAYMENT,8624.52,C1619863011,262821.74,254197.22,M1967111073,0,0,0
225,CASH_OUT,22564.46,C435284954,42938.06,20373.61,C799087665,118467.14,141031.6,0
282,PAYMENT,2362.08,C1125583926,10394,8031.92,M1961508365,0,0,0
282,CASH_IN,152056.78,C37392916,51229,203285.78,C346059133,3748384.59,3596327.81,0
332,PAYMENT,12446.67,C826761622,102093,89646.33,M2070386561,0,0,0
212,CASH_OUT,131922.34,C842149968,0,0,C123366001,873647.54,1005569.88,0
284,PAYMENT,3883.47,C767057813,82412,78528.53,M239944876,0,0,0
183,CASH_OUT,168743.7,C1489537310,175,0,C1593815688,1961095.1,1969870.11,0
283,CASH_OUT,151956.36,C723192337,49749,0,C783995200,3412379.08,3564335.43,0
160,PAYMENT,4691.37,C1737923677,617029.6,612338.23,M833497206,0,0,0
381,CASH_IN,272474.19,C835370126,13676465.5,13948939.69,C347983806,2248692.84,1976218.65,0
33,PAYMENT,14414.34,C594656237,30705,16290.66,M1916242733,0,0,0
404,CASH_IN,42565.16,C1579191189,16517668.4,16560233.57,C802842611,1542996.11,1500430.95,0
230,TRANSFER,595232.63,C909509665,0,0,C306316683,3601035.56,4196268.19,0
209,CASH_OUT,159354.27,C1029425743,128967,0,C1535788384,1145380.03,1304734.3,0
376,CASH_OUT,11814.72,C1355929889,0,0,C2069786261,1476351.83,1488166.55,0
45,PAYMENT,10254.04,C689574459,16157,5902.96,M1017561830,0,0,0
255,CASH_IN,144969.13,C1648756134,296,145265.13,C694796097,403212.16,258243.03,0
405,PAYMENT,6379.47,C1337495044,15278.3,8898.83,M1096181578,0,0,0
16,PAYMENT,6465.17,C104977917,180819,174353.83,M728904452,0,0,0
186,PAYMENT,16468.54,C332349464,0,0,M1870427217,0,0,0
33,CASH_OUT,622211.21,C2131602718,31328,0,C984992887,149941.52,772152.73,0
96,CASH_IN,266412.97,C194972485,758737.3,1025150.27,C1341836397,326336.93,59923.96,0
11,PAYMENT,8371.74,C1451659619,6196,0,M1905134264,0,0,0
324,CASH_IN,69543.33,C1734743683,133040,202583.33,C1598862232,97819.31,28275.98,0
234,CASH_OUT,608125.4,C1137817944,0,0,C752853406,5753914.61,6362040,0
211,PAYMENT,1316.41,C1108508554,52976,51659.59,M91486056,0,0,0
334,PAYMENT,8203.8,C1226375044,104671,96467.2,M435892044,0,0,0
134,PAYMENT,43742.37,C191737290,24394,0,M1869189077,0,0,0
255,DEBIT,2155.19,C861604227,107767.41,105612.22,C1387963406,68048.48,70203.66,0
375,CASH_IN,129764.18,C254790941,4402828,4532592.18,C743873836,419316.99,289552.81,0
185,CASH_IN,196947.13,C541752457,9904403,10101350.13,C1306424294,2297759.42,2100812.29,0
322,PAYMENT,12841.12,C1634555405,0,0,M1066807418,0,0,0
184,PAYMENT,3340.71,C510065898,11294,7953.29,M1706454573,0,0,0
303,PAYMENT,17186.8,C925192959,634808.25,617621.45,M12492399,0,0,0
160,CASH_IN,64001.25,C1212121324,401410.69,465411.94,C998910721,749725.46,685724.21,0
41,PAYMENT,8440.24,C1125951557,0,0,M1484803093,0,0,0
180,PAYMENT,40184.51,C1933779336,3482.84,0,M1222233578,0,0,0
120,CASH_IN,64437.33,C1682978319,3101336.62,3165773.95,C216127664,2847481.74,2783044.41,0
597,PAYMENT,778.66,C1252619897,5974,5195.34,M939225412,0,0,0
311,PAYMENT,111.15,C1975854230,14592,14480.85,M296165709,0,0,0
8,TRANSFER,465388.23,C650274219,0,0,C1926673338,2020009.57,2125199.85,0
328,PAYMENT,13342.26,C869585372,40324,26981.74,M21962658,0,0,0
155,CASH_IN,50690.54,C145687270,100930,151620.54,C1964139258,52277.04,1586.5,0
349,CASH_IN,168754.67,C449933328,614,169368.67,C996922040,0,0,0
45,CASH_OUT,313837.48,C187768789,0,0,C1983209008,1787172.88,2101010.35,0
235,CASH_OUT,11197.7,C1617157568,0,0,C1321532305,7676147.64,7687345.33,0
305,CASH_OUT,253993.77,C141386852,30266,0,C584552219,0,253993.77,0
330,PAYMENT,13394.5,C609656411,21175,7780.5,M1667163292,0,0,0
252,PAYMENT,43156.65,C1663921226,5705,0,M1600306438,0,0,0
208,CASH_IN,8594.24,C2013152820,25811713.24,25820307.48,C815692184,1380105.84,1371511.61,0
10,CASH_OUT,255584.7,C297411427,0,0,C677468296,1209837.37,2146424.64,0
349,CASH_IN,53954.85,C358201447,3466717.29,3520672.14,C391010601,55188.87,1234.02,0
226,PAYMENT,13342.35,C1587806711,334966,321623.65,M1717615076,0,0,0
400,CASH_OUT,34812.65,C1223982876,26865.06,0,C1981505821,668381.21,703193.85,0
232,CASH_OUT,572900.76,C1816528358,123518.3,0,C704083773,2312536.95,2885437.72,0
282,PAYMENT,12583.28,C701013609,20785,8201.72,M1484864076,0,0,0
165,CASH_IN,199264.09,C375684887,1766742.37,1966006.45,C537321685,312765.17,113501.08,0
38,CASH_IN,202862.7,C1796683461,763645.44,966508.14,C919099805,3021532.62,2818669.92,0
225,PAYMENT,31552.51,C627309122,255805,224252.49,M1967413900,0,0,0
274,CASH_OUT,48627.12,C665361778,0,0,C1930946430,49612.08,98239.2,0
325,CASH_OUT,133402.03,C784619211,541550,408147.97,C2072936279,288452.98,421855.02,0
298,PAYMENT,11964.15,C216765967,14756,2791.85,M381161177,0,0,0
10,CASH_IN,166953.04,C1385266289,9273102.78,9440055.82,C527175306,395500.87,228547.83,0
290,PAYMENT,314.45,C1682274869,101869,101554.55,M978402499,0,0,0
299,TRANSFER,523676.84,C631264372,215610,0,C472298283,630680.48,1154357.32,0
681,CASH_IN,70599.23,C2101406379,7035350.78,7105950.01,C1645833061,8610266.82,8539667.59,0
187,PAYMENT,7133.47,C659669343,806110,798976.53,M325613106,0,0,0
283,CASH_IN,219468.41,C968286839,5177803.3,5397271.7,C1735349944,614757.45,395289.04,0
567,PAYMENT,14039.93,C966317847,0,0,M1833866842,0,0,0
378,CASH_IN,238450.62,C1422313384,53852,292302.62,C1995121002,916963.52,678512.9,0
298,CASH_OUT,429695.31,C365798202,0,0,C1775459749,521424.91,951120.22,0
259,CASH_IN,909.08,C1054877738,364,1273.08,C1824050310,1336868.56,1335959.48,0
163,CASH_OUT,131392.91,C517796381,222,0,C1120907988,0,131392.91,0
538,CASH_OUT,52958.05,C1992475119,51108,0,C506142753,2588759.47,2641717.52,0
380,CASH_OUT,111829.02,C2115142780,0,0,C1868986147,3394784.62,3506613.64,0
164,CASH_OUT,58718.88,C1505912519,0,0,C1998869494,1570035.97,1628754.85,0
596,CASH_IN,211785.33,C2106085663,2046606.92,2258392.25,C349248835,2968579.28,2756793.95,0
229,CASH_OUT,525714.16,C1090340984,59742,0,C1497536188,0,834608.65,0
276,PAYMENT,1298.11,C1528706790,0,0,M1779881673,0,0,0
348,CASH_OUT,246910.98,C1206841398,148,0,C825202193,83993.99,330904.96,0
325,CASH_OUT,21788.19,C1039213399,0,0,C368676194,129778.38,151566.57,0
38,PAYMENT,5166.19,C1935085875,461392,456225.81,M1741258644,0,0,0
15,TRANSFER,360629.61,C1557357662,0,0,C1280600473,469305.35,829934.96,0
232,CASH_IN,50288.83,C1367030759,50892,101180.83,C621152583,2879356.09,3077340.65,0
397,CASH_OUT,446984.53,C753750200,20763,0,C2011403670,2204744.21,2651728.73,0
258,PAYMENT,2699.39,C538097058,31536,28836.61,M2047159213,0,0,0
206,CASH_IN,81139.5,C963714420,6074,87213.5,C763137899,4204608.32,4123468.82,0
369,CASH_OUT,96735.6,C1516135167,396817.91,300082.31,C1376874217,6182498.58,6279234.18,0
8,PAYMENT,4824.68,C1290931099,0,0,M1659061618,0,0,0
145,PAYMENT,2957.48,C401944196,11970,9012.52,M635455823,0,0,0
298,DEBIT,4908.72,C1621389247,29922,25013.28,C639454982,825506.73,830415.46,0
354,PAYMENT,19133.92,C1681174877,63456,44322.08,M1182279313,0,0,0
398,CASH_OUT,345224.1,C516193847,0,0,C1223209355,452429.41,797653.51,0
212,CASH_OUT,58484.58,C629696750,14266,0,C1928863476,28661.33,87145.91,0
210,TRANSFER,689170.51,C1997412306,0,0,C1307605840,1968658.54,2657829.05,0
306,CASH_OUT,90192.6,C1921011827,185699.54,95506.95,C2105506676,42030829.58,42083985.21,0
350,CASH_IN,23809.47,C610362432,6354225.63,6378035.1,C1149880159,3691718.04,3667908.57,0
326,CASH_OUT,355273.26,C1335391853,0,0,C1649274222,1964613.2,2319886.46,0
153,PAYMENT,1405.55,C632015114,0,0,M1490339271,0,0,0
401,CASH_IN,222516.81,C1594240677,2271851.6,2494368.41,C886049859,1941242.76,1718725.95,0
179,CASH_IN,237824.49,C1613540208,2326471.65,2564296.14,C589379011,1005047.82,767223.33,0
333,CASH_OUT,225636.75,C877781547,18067,0,C1517182395,225558.79,451195.54,0
15,CASH_OUT,402959.02,C1213363330,0,0,C590348726,404925.23,807884.24,0
230,CASH_IN,185503.1,C2021557500,227905,413408.1,C1026139846,932594.25,747091.15,0
12,CASH_OUT,104243.03,C3028285,29010,0,C1694636980,1138006.44,785524.98,0
301,CASH_IN,43565.91,C1082735089,15602,59167.91,C77506175,0,0,0
286,PAYMENT,1455.4,C1076877654,350,0,M1540343991,0,0,0
692,CASH_OUT,372487.65,C133180533,157917,0,C638544137,2146992.71,2519480.36,0
284,PAYMENT,13813.72,C562769471,0,0,M477259557,0,0,0
183,CASH_OUT,310033.53,C2110017880,53902,0,C524768105,1248808.59,1558842.12,0
348,CASH_IN,165378.14,C1964085492,1889438.35,2054816.49,C1000859805,857653.61,692275.46,0
380,CASH_IN,158414.03,C21425102,157491.28,315905.32,C1838133225,7701228.01,7542813.97,0
94,PAYMENT,34650.25,C1661794442,0,0,M1656904506,0,0,0
135,CASH_OUT,80050.96,C1946130040,0,0,C1833357436,1547734.64,1627785.6,0
237,TRANSFER,287465.33,C615405912,7534,0,C644127578,0,287465.33,0
236,CASH_OUT,280418.84,C1768579283,33027,0,C463887663,394511,674929.84,0
404,CASH_OUT,82372.71,C766331920,0,0,C2128224033,2238265.04,2320637.75,0
135,CASH_IN,104453.22,C38130830,828684.82,933138.04,C1611361790,144329.48,39876.25,0
156,CASH_OUT,21153.04,C1808605365,34197,13043.96,C1337481809,0,21153.04,0
237,CASH_IN,7859.3,C1774981710,20723910.09,20731769.39,C1230001999,146071.48,138212.17,0
17,CASH_IN,180731.94,C2061522602,15997,196728.94,C1126602797,748731.52,567999.58,0
333,CASH_OUT,324690.1,C825349446,0,0,C253279925,1409746.34,1734436.44,0
396,TRANSFER,1018772.15,C1411020867,49666,0,C142318873,0,1018772.15,0
159,CASH_OUT,331270.38,C1107239217,0,0,C506996620,487688.39,818958.77,0
376,CASH_IN,307334.16,C1781800154,4751591.87,5058926.03,C2036669417,782083.87,474749.71,0
350,CASH_IN,39544.87,C1413174599,682709.39,722254.25,C1474461587,2022309.26,1982764.39,0
133,PAYMENT,13022.43,C463853194,58555.4,45532.97,M2021200495,0,0,0
14,CASH_OUT,19892.98,C1270111480,42723,22830.02,C1278248299,0,196380.85,0
304,PAYMENT,2301.72,C438483002,95666,93364.28,M234803149,0,0,0
43,CASH_IN,46828.53,C1810823216,175073.32,221901.86,C1100174678,660417.02,613588.48,0
428,CASH_IN,128870.51,C586377653,3414431.16,3543301.67,C1102648949,562176.97,433306.46,0
20,CASH_OUT,149147.3,C1393306461,135308,0,C1932933081,47120.33,196267.62,0
383,PAYMENT,52585.55,C1997535699,0,0,M1321682582,0,0,0
133,TRANSFER,2894.51,C89005164,0,0,C1576434156,1599066.37,1601960.88,0
277,TRANSFER,165318.75,C1150944682,0,0,C840051255,2539362.55,2704681.3,0
264,PAYMENT,4052.85,C780137702,79937.03,75884.18,M1325972448,0,0,0
227,CASH_IN,27227.26,C2018966465,5081625,5108852.26,C561752466,190594.78,163367.51,0
326,CASH_OUT,195419.1,C1564759247,91083.75,0,C754092868,2031295.5,2226714.61,0
180,CASH_IN,652.93,C930850170,188010,188662.93,C1986785726,1884725.77,1884072.84,0
303,CASH_OUT,311649.4,C779678014,0,0,C1569860442,1624964.06,1936613.46,0
129,CASH_OUT,286712.67,C576653716,0,0,C1384147108,1358007.6,1644720.28,0
334,PAYMENT,13979.86,C1815652398,147698,133718.14,M823502793,0,0,0
44,CASH_OUT,328768.22,C1892842597,0,0,C1078729907,413391.14,742159.37,0
302,CASH_IN,50254.91,C123936912,6716323.23,6766578.15,C615343987,2049112.79,1998857.88,0
158,CASH_OUT,174743.46,C1130544134,1682,0,C1189573957,2610075.98,2784819.44,0
253,CASH_OUT,248201.53,C1794311946,27637,0,C1932721953,68710.19,316911.72,0
352,CASH_OUT,52053.47,C1041457069,0,0,C1827624480,1182808.57,1444346.45,0
45,PAYMENT,1076.62,C2034168500,0,0,M928444862,0,0,0
322,TRANSFER,325608.26,C274418809,0,0,C1193046244,684026.33,1009634.59,0
14,CASH_OUT,248968.32,C71754207,5005,0,C422216499,261357.35,0,0
181,PAYMENT,25081.69,C1428100997,61589,36507.31,M1034396265,0,0,0
351,CASH_IN,409031.89,C1822852346,4283978.25,4693010.14,C439555435,4908904.66,4499872.77,0
372,TRANSFER,573953.95,C712505279,0,0,C978822470,8686324.46,9260278.4,0
334,CASH_OUT,14587.07,C5196615,21207,6619.93,C241213601,684159.21,698746.28,0
139,CASH_OUT,41466.23,C2126458820,103549,62082.77,C1441340870,0,41466.23,0
356,CASH_OUT,66893.77,C313623452,0,0,C250141918,172637.57,239531.33,0
231,PAYMENT,11056.73,C1411071904,0,0,M838043028,0,0,0
408,PAYMENT,1127.43,C1269095005,15987,14859.57,M1468384469,0,0,0
216,PAYMENT,27748.2,C1404759560,26375.82,0,M1187298013,0,0,0
544,PAYMENT,16397.15,C1198664745,0,0,M770452201,0,0,0
181,TRANSFER,223550.07,C650093110,7082,0,C744688107,49711,273261.07,0
154,CASH_IN,220649.28,C1095303097,5579718.04,5800367.33,C1016233943,408212.76,187563.48,0
281,PAYMENT,5865.52,C1148395038,27910.61,22045.08,M1159600772,0,0,0
232,CASH_OUT,236164.24,C273144285,0,0,C662754053,835406.38,1071570.62,0
184,CASH_OUT,222784.54,C48107398,0,0,C7551339,6309252.31,6532036.86,0
131,CASH_OUT,218198.19,C865740810,0,0,C875018796,228443.36,446641.55,0
13,PAYMENT,12179.6,C342381192,31420,19240.4,M1053159448,0,0,0
163,PAYMENT,21283.94,C8732221,0,0,M1096570107,0,0,0
7,PAYMENT,13950.5,C1702678093,1271,0,M813847747,0,0,0
162,CASH_OUT,14610.89,C1074681825,12400,0,C329790850,381175.6,395786.49,0
299,CASH_OUT,402694.87,C1620387098,8054,0,C1307209718,125278.1,527972.98,0
257,PAYMENT,603.28,C2068400758,0,0,M1520487825,0,0,0
129,CASH_IN,130945.17,C852578636,7700,138645.17,C282498576,1277313.27,1091086.36,0
298,PAYMENT,10671.44,C1468400620,4171.24,0,M1370036555,0,0,0
230,CASH_OUT,90670.51,C1754184657,400926,310255.49,C1175794963,0,90670.51,0
372,CASH_OUT,61069.5,C2137824887,0,0,C1778873421,1136641.13,1197710.63,0
253,CASH_OUT,79272.49,C297387662,0,0,C861370993,398205.41,477477.9,0
182,CASH_OUT,157831.91,C1817578870,151979,0,C1145368753,968175.59,1126007.5,0
382,PAYMENT,4486.82,C10240643,9796,5309.18,M546794817,0,0,0
407,PAYMENT,36796.11,C664582827,136616,99819.89,M335265124,0,0,0
11,CASH_OUT,189278,C1352092503,125092.11,0,C786640790,603573.83,726429.1,0
186,CASH_IN,167333.5,C1800773312,253637,420970.5,C1181708889,13339291.38,13171957.89,0
226,PAYMENT,48627.94,C1988292873,0,0,M2001447186,0,0,0
43,CASH_OUT,436787.46,C770219661,0,0,C804571896,4735418.85,5172206.31,0
378,PAYMENT,18937.04,C110106365,98,0,M1794837526,0,0,0
661,PAYMENT,6356.22,C725250643,62464,56107.78,M508179714,0,0,0
185,CASH_IN,66826.56,C925690799,4270247.1,4337073.65,C1987811981,223914.85,157088.29,0
207,PAYMENT,9584.1,C1567232474,0,0,M594041152,0,0,0
139,CASH_IN,288767.64,C337605091,2221493.66,2510261.3,C2035259819,368731.27,79963.63,0
210,PAYMENT,10218.41,C1461496867,114566,104347.59,M1638417641,0,0,0
206,PAYMENT,5404.24,C1218798184,52588,47183.76,M464369064,0,0,0
227,CASH_OUT,420697.39,C745977702,0,0,C665415103,470212.13,890909.52,0
283,PAYMENT,1355.84,C86730257,223381,222025.16,M782628925,0,0,0
187,PAYMENT,3021.59,C1984724625,0,0,M1098446580,0,0,0
38,CASH_OUT,335762.11,C1408183174,21226,0,C1505290431,751248.16,1087010.27,0
371,TRANSFER,1134916.71,C1962399265,247076.99,0,C302331807,2572432.79,3707349.5,0
131,CASH_IN,214756.9,C610244287,1355835.34,1570592.24,C1172242849,237590.08,22833.18,0
16,CASH_IN,173454.79,C1838290829,33230,206684.79,C1816674148,30717,0,0
163,TRANSFER,276306.46,C1514714000,0,0,C2060607775,376275.4,652581.86,0
209,CASH_OUT,72180.43,C1389813286,0,0,C1001347804,137973.26,210153.7,0
250,TRANSFER,1449746.35,C420980783,22155,0,C1489098388,4341447.2,5791193.55,0
182,CASH_OUT,461274.76,C150275755,0,0,C1338888845,861802.1,1323076.86,0
10,PAYMENT,9544.96,C565549707,0,0,M145083651,0,0,0
324,CASH_OUT,337257.34,C140333007,57303,0,C1773281641,167038.53,504295.88,0
251,PAYMENT,5077.69,C551305646,0,0,M1452880310,0,0,0
345,CASH_OUT,314123.37,C1266618264,34739,0,C158568772,284936.6,599059.97,0
403,CASH_OUT,84257.16,C1778131425,0,0,C708821229,1822345.74,1906602.9,0
16,CASH_IN,169643.42,C931382041,1326259.48,1495902.91,C1083183526,521672.41,352028.98,0
227,CASH_OUT,441421.42,C1856561446,62922,0,C321263116,203902.29,645323.7,0
402,CASH_OUT,206310.03,C31595466,7195,0,C565900537,0,206310.03,0
307,TRANSFER,1328571.73,C7308041,0,0,C2030148780,2347679.48,3676251.21,0
231,PAYMENT,18280.22,C203416870,222927,204646.78,M160789302,0,0,0
261,CASH_OUT,184309.15,C2102109266,10006,0,C112659926,0,184309.15,0
164,CASH_OUT,1238,C1817052267,13820,12582,C1958956278,21777.17,23015.17,0
229,PAYMENT,8764.61,C1230862403,229569.8,220805.19,M816114185,0,0,0
10,CASH_IN,43231.76,C826727058,0,43231.76,C874023329,9074573.13,9426995.03,0
36,CASH_OUT,203553.2,C2071680187,267559,64005.8,C1498991235,50439.56,253992.76,0
211,PAYMENT,2574.06,C1204150535,0,0,M823906088,0,0,0
306,PAYMENT,7633.24,C1145264124,0,0,M920034678,0,0,0
571,CASH_OUT,55073.38,C1094081362,11456,0,C1295114162,1437763.87,1492837.25,0
334,PAYMENT,2798.07,C1460438342,64957.9,62159.84,M1233553618,0,0,0
188,TRANSFER,86147.4,C1189577394,8886,0,C1311466613,133203.46,219350.86,0
280,CASH_OUT,230231.53,C885020729,24,0,C988237425,0,230231.53,0
131,PAYMENT,19451.09,C1570727854,0,0,M694617378,0,0,0
15,CASH_OUT,152132.28,C940467058,70903.29,0,C2069241562,331191.37,483323.65,0
42,TRANSFER,742357.28,C544059450,0,0,C1228143111,1432733.7,2175090.98,0
298,CASH_OUT,90972.72,C1036943012,0,0,C6369673,1384141.81,1475114.53,0
355,CASH_IN,279161.41,C882342355,3706613.38,3985774.79,C612662100,717971.22,438809.81,0
43,CASH_IN,202526.83,C524579014,134338,336864.83,C970298487,16490,0,0
16,PAYMENT,15661.32,C1755322423,0,0,M1414028189,0,0,0
201,TRANSFER,370180.55,C1093541512,0,0,C1877714095,586528.28,956708.83,0
314,PAYMENT,1470.92,C1747370169,29719,28248.08,M1487308245,0,0,0
404,CASH_OUT,132072.79,C891186997,161202.45,29129.65,C604285472,135920.99,267993.78,0
404,CASH_IN,36050.9,C196307229,7613819.14,7649870.04,C424504248,2799649.84,2763598.94,0
356,PAYMENT,3670.93,C220378278,54510,50839.07,M32188112,0,0,0
349,PAYMENT,12961.02,C1649022668,0,0,M7635374,0,0,0
308,CASH_IN,365393.53,C196941473,9477351.84,9842745.37,C1744251060,4493772.98,4128379.45,0
155,CASH_IN,88280.97,C652935625,4699036.16,4787317.12,C401814867,1403731.13,1315450.17,0
406,CASH_IN,553844.25,C1410242153,1428232.5,1982076.76,C1076444503,4141445.69,3587601.44,0
20,PAYMENT,3476.41,C444012992,32244,28767.59,M37008777,0,0,0
448,TRANSFER,362585.26,C1984254865,0,0,C123891593,1478159.73,1840744.99,0
240,TRANSFER,60341.09,C781656347,302212,241870.91,C1989511207,0,60341.09,0
260,PAYMENT,2638.26,C1857732548,0,0,M1367411156,0,0,0
297,CASH_OUT,228624.32,C1697693278,100382,0,C1046428736,3587869.1,3502046.59,0
256,CASH_OUT,97516.55,C1840225032,208346.84,110830.29,C674068232,3556687.91,3654204.46,0
206,CASH_OUT,152113.23,C752985959,24151,0,C591844846,973372.04,1125485.27,0
204,PAYMENT,5070.22,C1595966434,310229.51,305159.29,M584140904,0,0,0
469,CASH_OUT,193098.07,C468651465,0,0,C1848372882,4650708.1,4843806.17,0
120,PAYMENT,2676.61,C1513727737,113352,110675.39,M1560992113,0,0,0
