row_id,loan_id,credit_score,annual_income,employment_years,home_ownership,loan_purpose,loan_amount,term_months,verified_income,delinq_2yr,dti,interest_rate,loan_status
2316,LN103534,721,119500.0,99.0,OWN,debt_consolidation,13700.0,60,Source Verified,0,4.8,13.92,Current
2317,LN103528,590,34300.0,15.6,OWN,major_purchase,11000.0,36,Verified,1,2.6,13.45,Charged Off
2318,LN102069,677,59300.0,5.7,MORTGAGE,other,7200.0,60,Verified,0,7.2,12.45,Fully Paid
2319,LN102347,645,49000.0,12.6,MORTGAGE,home_improvement,3000.0,36,Source Verified,0,65.0,13.48,Current
2320,LN102448,740,50700.0,3.1,MORTGAGE,debt_consolidation,14800.0,36,Source Verified,0,5.1,11.43,Charged Off
2321,LN100313,719,49800.0,10.1,RENT,home_improvement,5400.0,36,Source Verified,1,20.6,12.34,Current
2322,LN103738,646,87900.0,5.7,OTHER,debt_consolidation,10200.0,36,Source Verified,0,3.7,12.02,Fully Paid
2323,LN103257,797,43200.0,2.7,RENT,home_improvement,4800.0,60,Source Verified,0,7.2,8.5,Current
2324,LN103101,656,62800.0,11.5,MORTGAGE,major_purchase,11400.0,36,Source Verified,0,14.2,11.95,Fully Paid
2325,LN103428,812,58200.0,5.8,MORTGAGE,debt_consolidation,9000.0,36,Not Verified,1,10.8,12.4,Fully Paid
2326,LN100622,707,45400.0,6.1,RENT,medical,7700.0,36,Source Verified,0,27.3,13.45,Fully Paid
2327,LN102375,531,33300.0,1.8,OWN,debt_consolidation,18100.0,36,Source Verified,0,17.0,16.72,Fully Paid
2328,LN101291,661,54700.0,6.2,RENT,debt_consolidation,27300.0,60,Not Verified,0,20.8,17.93,Fully Paid
2329,LN104498,706,42000.0,10.6,MORTGAGE,home_improvement,13600.0,60,Verified,0,30.9,13.42,Fully Paid
2330,LN101218,612,105800.0,17.5,MORTGAGE,home_improvement,21900.0,36,Source Verified,1,1.4,12.25,Current
2331,LN104521,711,24200.0,99.0,MORTGAGE,credit_card,8600.0,36,Source Verified,1,38.4,13.32,Charged Off
2332,LN102751,664,24900.0,8.1,MORTGAGE,credit_card,8000.0,36,Verified,0,7.2,12.68,Fully Paid
2333,LN103001,735,18500.0,7.4,MORTGAGE,credit_card,6300.0,36,Not Verified,1,11.9,13.96,Current
2334,LN104219,665,43700.0,4.4,MORTGAGE,credit_card,13100.0,36,Verified,0,3.6,9.65,Current
2335,LN103758,716,67200.0,4.3,OWN,credit_card,20900.0,36,Source Verified,0,7.2,11.44,Current
2336,LN101059,719,47000.0,6.2,MORTGAGE,credit_card,9500.0,60,Not Verified,0,13.1,16.34,Fully Paid
2337,LN103453,737,48100.0,4.7,RENT,debt_consolidation,8000.0,36,Verified,1,2.6,13.05,Charged Off
2338,LN105015,663,53800.0,12.2,RENT,credit_card,11700.0,60,Source Verified,0,8.2,17.75,Charged Off
2339,LN100725,785,28200.0,5.9,MORTGAGE,debt_consolidation,16300.0,60,Verified,0,8.3,11.25,Fully Paid
2340,LN101898,661,35100.0,1.0,MORTGAGE,debt_consolidation,9100.0,36,Not Verified,1,2.6,13.56,Fully Paid
2341,LN104602,686,-1.0,16.5,RENT,major_purchase,8700.0,60,Source Verified,0,0.0,12.99,Fully Paid
2342,LN101259,659,55800.0,9.3,MORTGAGE,debt_consolidation,12800.0,36,Source Verified,0,12.1,13.13,Current
2343,LN103886,626,38800.0,9.5,MORTGAGE,debt_consolidation,10300.0,36,Source Verified,0,29.1,11.77,Current
2344,LN102952,0,28700.0,1.2,RENT,major_purchase,11200.0,60,Source Verified,0,6.2,16.28,Charged Off
2345,LN102378,693,35300.0,5.4,RENT,major_purchase,11800.0,36,Verified,0,22.9,14.09,Fully Paid
2346,LN105159,552,37500.0,2.5,OWN,debt_consolidation,12600.0,36,Not Verified,0,23.6,17.31,Fully Paid
2347,LN101504,676,148400.0,8.4,MORTGAGE,debt_consolidation,8900.0,36,Verified,0,8.5,11.19,Fully Paid
2348,LN100681,731,40700.0,11.1,MORTGAGE,debt_consolidation,10100.0,36,Verified,0,10.1,11.16,Charged Off
2349,LN103214,756,35100.0,4.7,MORTGAGE,debt_consolidation,10900.0,60,Source Verified,0,14.9,13.5,Charged Off
2350,LN103535,603,41800.0,6.3,RENT,debt_consolidation,4800.0,36,Source Verified,0,1.5,16.49,Fully Paid
2351,LN100678,715,103600.0,3.6,RENT,medical,4800.0,36,Verified,0,1.0,8.6,Current
2352,LN100896,646,48000.0,1.9,MORTGAGE,debt_consolidation,7400.0,36,Verified,0,4.6,12.91,Current
2353,LN104377,681,56300.0,25.3,RENT,debt_consolidation,5800.0,36,Source Verified,1,3.7,12.55,Current
2354,LN104915,697,72000.0,12.6,RENT,medical,8900.0,36,Verified,0,17.6,11.55,Current
2355,LN103668,577,141400.0,3.0,RENT,debt_consolidation,9400.0,36,Not Verified,0,3.2,15.93,Fully Paid
2356,LN104645,636,49900.0,7.5,MORTGAGE,credit_card,10700.0,36,Source Verified,0,4.6,12.3,Charged Off
2357,LN104563,675,61000.0,1.5,RENT,credit_card,16900.0,36,Verified,1,4.5,11.7,Fully Paid
2358,LN104395,706,66200.0,3.6,MORTGAGE,debt_consolidation,7100.0,60,Source Verified,0,4.1,11.94,Charged Off
2359,LN101721,599,19400.0,8.8,MORTGAGE,debt_consolidation,17400.0,36,Verified,1,21.6,14.46,Charged Off
2360,LN103539,637,74600.0,3.0,RENT,credit_card,5400.0,36,Not Verified,0,13.1,15.56,Current
2361,LN104967,618,46300.0,8.5,MORTGAGE,credit_card,6000.0,36,Verified,0,28.0,14.3,Current
2362,LN103409,687,39800.0,2.7,MORTGAGE,home_improvement,2300.0,36,Verified,0,9.9,11.58,Charged Off
2363,LN102227,728,82700.0,17.8,MORTGAGE,debt_consolidation,18400.0,60,Source Verified,0,1.7,12.53,Fully Paid
2364,LN100598,706,24000.0,15.4,OWN,other,11800.0,36,Source Verified,0,65.0,14.6,Charged Off
2365,LN102968,822,23500.0,0.3,MORTGAGE,credit_card,9300.0,36,Source Verified,0,34.1,10.87,Current
2366,LN104381,710,27700.0,1.9,RENT,other,3200.0,36,Verified,0,17.3,10.81,Current
2367,LN101912,726,42500.0,5.3,RENT,other,8400.0,36,Source Verified,0,11.6,13.55,Charged Off
2368,LN101823,732,51600.0,8.2,MORTGAGE,other,6400.0,60,Verified,1,16.3,11.32,Current
2369,LN102930,642,75100.0,11.1,OWN,debt_consolidation,8100.0,36,Source Verified,0,10.4,11.22,Fully Paid
2370,LN104145,570,33600.0,11.4,RENT,credit_card,15200.0,36,Source Verified,0,13.8,15.8,Fully Paid
2371,LN102237,684,90700.0,0.5,RENT,major_purchase,16300.0,36,Source Verified,0,5.9,12.22,Current
2372,LN101847,617,75500.0,6.8,RENT,debt_consolidation,8200.0,60,Verified,1,17.2,14.62,Fully Paid
2373,LN104768,593,37800.0,6.8,MORTGAGE,debt_consolidation,6600.0,36,Source Verified,0,22.8,14.18,Current
2374,LN104452,603,45600.0,8.6,OTHER,major_purchase,34100.0,36,Not Verified,0,2.9,14.19,Charged Off
2375,LN101008,739,48200.0,2.5,OWN,debt_consolidation,6600.0,60,Verified,1,8.3,16.25,Current
2376,LN100939,746,42100.0,18.1,OWN,credit_card,14300.0,36,Source Verified,0,2.9,11.09,Current
2377,LN100874,567,40200.0,1.5,MORTGAGE,home_improvement,21200.0,36,Verified,1,12.6,14.66,Current
2378,LN101793,670,69900.0,18.1,RENT,debt_consolidation,6300.0,60,Verified,0,4.1,14.77,Fully Paid
2379,LN103509,623,32400.0,0.8,MORTGAGE,debt_consolidation,11900.0,36,Source Verified,1,18.9,16.04,Current
2380,LN101406,0,80600.0,5.8,MORTGAGE,home_improvement,20700.0,36,Not Verified,0,15.1,15.16,Charged Off
2381,LN100860,626,76300.0,9.8,RENT,debt_consolidation,6600.0,36,Not Verified,0,3.2,12.91,Current
2382,LN104418,714,43800.0,2.8,OTHER,debt_consolidation,7700.0,60,Verified,0,12.3,13.41,Charged Off
2383,LN103104,685,32800.0,3.8,MORTGAGE,debt_consolidation,17000.0,36,Source Verified,1,20.9,16.48,Charged Off
2384,LN103777,720,37600.0,13.0,RENT,major_purchase,5500.0,60,Source Verified,0,41.8,13.75,Charged Off
2385,LN104048,678,42600.0,4.9,MORTGAGE,credit_card,7700.0,36,Not Verified,1,5.1,14.09,Fully Paid
2386,LN102159,642,58200.0,8.4,MORTGAGE,other,7800.0,36,Verified,0,19.8,12.06,Current
2387,LN103084,659,84100.0,7.1,RENT,major_purchase,3900.0,60,Not Verified,0,23.3,14.69,Fully Paid
2388,LN103827,705,44200.0,4.5,MORTGAGE,debt_consolidation,4500.0,36,Not Verified,0,9.1,9.22,Charged Off
2389,LN100853,692,38200.0,4.2,MORTGAGE,small_business,3500.0,36,Not Verified,1,15.5,12.64,Fully Paid
2390,LN104143,665,124600.0,5.1,MORTGAGE,credit_card,21100.0,36,Source Verified,0,3.5,15.59,Fully Paid
2391,LN101999,834,55600.0,6.8,OTHER,small_business,5500.0,36,Source Verified,0,15.0,10.88,Fully Paid
2392,LN100374,726,90800.0,5.3,MORTGAGE,credit_card,8200.0,60,Verified,0,4.7,12.53,Fully Paid
2393,LN104609,662,87900.0,5.4,RENT,debt_consolidation,14800.0,36,Not Verified,0,7.4,13.76,Fully Paid
2394,LN101519,564,51000.0,17.7,OWN,debt_consolidation,6400.0,60,Source Verified,0,13.3,15.45,Charged Off
2395,LN101534,821,53300.0,13.9,RENT,major_purchase,13900.0,36,Source Verified,1,7.1,8.18,Current
2396,LN101810,563,54700.0,1.0,MORTGAGE,credit_card,11500.0,60,Verified,1,8.2,15.79,Fully Paid
2397,LN101386,771,29300.0,8.6,MORTGAGE,home_improvement,25400.0,36,Not Verified,1,65.0,12.19,Charged Off
2398,LN102861,731,65100.0,0.4,MORTGAGE,debt_consolidation,17500.0,36,Source Verified,0,6.4,10.86,Fully Paid
2399,LN102136,706,29700.0,5.9,RENT,other,5900.0,60,Verified,0,3.0,12.88,Charged Off
2400,LN104555,796,48500.0,2.0,RENT,debt_consolidation,10700.0,60,Verified,0,9.6,11.69,Fully Paid
2401,LN104089,739,30500.0,3.1,RENT,home_improvement,4200.0,36,Source Verified,1,12.7,11.44,Charged Off
2402,LN102203,729,107900.0,11.9,RENT,credit_card,14300.0,60,Source Verified,0,8.2,11.27,Charged Off
2403,LN101178,714,91000.0,14.9,RENT,credit_card,5600.0,36,Source Verified,1,3.7,9.32,Fully Paid
2404,LN100793,715,39900.0,8.7,MORTGAGE,medical,21500.0,36,Verified,0,9.5,11.54,Fully Paid
2405,LN102468,733,58100.0,5.3,RENT,credit_card,14500.0,60,Source Verified,0,4.4,14.5,Charged Off
2406,LN101492,650,47400.0,7.2,MORTGAGE,credit_card,8100.0,36,Not Verified,0,6.4,12.82,Current
2407,LN103830,627,-1.0,3.2,MORTGAGE,debt_consolidation,24500.0,60,Not Verified,0,0.0,15.91,Fully Paid
2408,LN103740,587,42300.0,8.9,RENT,debt_consolidation,32100.0,36,Verified,1,25.5,19.51,Current
2409,LN103896,601,93800.0,7.9,RENT,debt_consolidation,13100.0,60,Source Verified,0,17.3,18.26,Fully Paid
2410,LN103543,716,97200.0,5.0,RENT,medical,3200.0,60,Verified,0,8.0,14.02,Fully Paid
2411,LN101231,617,46000.0,4.1,OWN,other,6300.0,60,Source Verified,1,20.9,15.68,Charged Off
2412,LN101498,736,53800.0,9.5,RENT,debt_consolidation,13700.0,36,Source Verified,0,25.9,8.58,Charged Off
2413,LN104260,709,96400.0,8.1,RENT,small_business,10200.0,60,Not Verified,0,3.8,17.1,Fully Paid
2414,LN102039,709,64300.0,1.8,MORTGAGE,credit_card,5800.0,60,Source Verified,0,6.0,10.16,Current
2415,LN102929,670,50000.0,4.9,MORTGAGE,credit_card,11300.0,60,Source Verified,2,6.7,13.98,Fully Paid
2416,LN101924,686,38800.0,3.8,MORTGAGE,other,8000.0,36,Verified,0,11.4,12.4,Fully Paid
2417,LN103303,753,26800.0,5.1,RENT,small_business,5700.0,36,Not Verified,0,7.4,12.75,Fully Paid
2418,LN101104,619,45800.0,1.9,MORTGAGE,debt_consolidation,8600.0,36,Source Verified,0,7.4,11.86,Charged Off
2419,LN103829,617,109800.0,1.8,MORTGAGE,credit_card,9700.0,36,Not Verified,0,4.5,11.62,Charged Off
2420,LN101324,0,69300.0,3.5,MORTGAGE,small_business,7200.0,60,Source Verified,0,10.1,13.71,Current
2421,LN103837,681,22400.0,4.8,MORTGAGE,major_purchase,8800.0,60,Verified,0,33.5,14.78,Current
2422,LN102536,634,54100.0,8.3,MORTGAGE,debt_consolidation,5000.0,36,Verified,0,10.4,12.79,Charged Off
2423,LN104021,714,-1.0,4.2,MORTGAGE,credit_card,6400.0,60,Source Verified,0,0.0,17.62,Current
2424,LN101029,758,32000.0,4.7,MORTGAGE,home_improvement,7700.0,36,Source Verified,0,41.9,13.31,Current
2425,LN103794,594,56200.0,0.4,MORTGAGE,debt_consolidation,23500.0,36,Source Verified,0,21.8,15.95,Current
2426,LN101689,747,134400.0,1.9,MORTGAGE,medical,4600.0,36,Source Verified,0,6.9,9.29,Charged Off
2427,LN102117,697,-1.0,0.2,MORTGAGE,credit_card,19400.0,36,Verified,0,0.0,13.32,Current
2428,LN100580,533,26600.0,0.8,MORTGAGE,debt_consolidation,20000.0,36,Not Verified,0,43.9,14.69,Fully Paid
2429,LN104421,740,60400.0,99.0,RENT,debt_consolidation,7800.0,36,Source Verified,0,13.9,11.54,Charged Off
2430,LN104800,692,59700.0,99.0,MORTGAGE,credit_card,18500.0,36,Source Verified,2,24.0,15.43,Current
2431,LN104632,632,77500.0,2.0,RENT,other,11900.0,36,Source Verified,0,1.4,14.96,Fully Paid
2432,LN100119,674,45500.0,4.7,MORTGAGE,credit_card,13500.0,36,Source Verified,0,29.1,14.4,Charged Off
2433,LN101408,689,47300.0,1.0,RENT,debt_consolidation,11000.0,60,Source Verified,0,3.2,14.72,Charged Off
2434,LN102525,734,76200.0,12.7,RENT,small_business,7100.0,60,Verified,0,9.5,14.6,Current
2435,LN102743,575,42600.0,4.0,MORTGAGE,other,8800.0,60,Source Verified,0,15.8,18.45,Fully Paid
2436,LN102547,821,79300.0,7.0,RENT,credit_card,12100.0,36,Source Verified,0,21.2,10.13,Current
2437,LN102552,662,70200.0,2.6,RENT,credit_card,24700.0,60,Verified,0,2.5,16.82,Fully Paid
2438,LN102054,714,15600.0,17.1,OWN,small_business,6100.0,36,Source Verified,1,24.6,16.56,Charged Off
2439,LN103762,710,29900.0,7.5,RENT,major_purchase,6600.0,36,Source Verified,1,20.9,10.9,Current
2440,LN100807,609,40700.0,12.1,MORTGAGE,debt_consolidation,23300.0,36,Source Verified,0,6.9,14.92,Fully Paid
2441,LN104119,642,90300.0,4.3,RENT,small_business,19300.0,36,Source Verified,0,4.6,14.73,Fully Paid
2442,LN101382,669,121000.0,5.3,MORTGAGE,medical,4500.0,36,Source Verified,0,0.2,12.8,Charged Off
2443,LN100067,660,31600.0,7.5,MORTGAGE,small_business,5200.0,36,Verified,0,21.6,12.47,Charged Off
2444,LN102353,703,32100.0,5.2,RENT,debt_consolidation,40000.0,60,Source Verified,1,15.9,15.81,Fully Paid
2445,LN100859,733,59500.0,4.3,MORTGAGE,debt_consolidation,6100.0,36,Not Verified,0,6.9,11.96,Charged Off
2446,LN104034,643,64400.0,5.0,MORTGAGE,debt_consolidation,8900.0,36,Source Verified,0,3.8,14.04,Current
2447,LN104880,655,61100.0,1.1,RENT,other,10900.0,36,Source Verified,0,9.6,14.65,Charged Off
2448,LN100112,651,77900.0,2.9,MORTGAGE,major_purchase,19000.0,60,Source Verified,0,17.0,16.58,Current
2449,LN103210,693,31500.0,6.6,MORTGAGE,debt_consolidation,9200.0,60,Source Verified,0,19.8,13.97,Current
2450,LN102153,620,37800.0,12.9,MORTGAGE,medical,7800.0,60,Verified,0,4.5,15.22,Charged Off
2451,LN104473,748,51200.0,1.0,OTHER,home_improvement,37400.0,36,Source Verified,0,25.3,12.03,Charged Off
2452,LN102643,628,29900.0,6.8,OWN,major_purchase,8200.0,36,Verified,2,8.8,12.15,Current
2453,LN101502,776,34400.0,5.6,RENT,credit_card,4300.0,36,Not Verified,2,36.2,16.17,Charged Off
2454,LN104727,621,49100.0,2.8,MORTGAGE,home_improvement,12100.0,36,Source Verified,0,7.9,11.68,Current
2455,LN104524,758,36200.0,5.0,MORTGAGE,credit_card,10200.0,60,Source Verified,0,10.4,12.64,Charged Off
2456,LN101581,680,44500.0,4.0,MORTGAGE,home_improvement,14200.0,36,Verified,1,45.2,13.71,Fully Paid
2457,LN105107,665,43100.0,2.3,RENT,medical,17400.0,36,Verified,0,15.3,15.69,Charged Off
2458,LN104043,596,35100.0,99.0,MORTGAGE,major_purchase,3900.0,60,Verified,1,11.7,15.21,Fully Paid
2459,LN104468,848,-1.0,1.0,MORTGAGE,debt_consolidation,6400.0,36,Not Verified,2,0.0,8.83,Current
2460,LN102853,706,56100.0,16.3,RENT,debt_consolidation,11500.0,36,Verified,0,15.4,12.27,Current
2461,LN103683,661,100400.0,8.1,RENT,credit_card,21600.0,36,Not Verified,0,1.9,15.22,Fully Paid
2462,LN105039,617,39500.0,5.2,MORTGAGE,debt_consolidation,8800.0,36,Source Verified,1,19.7,16.72,Charged Off
2463,LN100327,686,127100.0,3.2,RENT,debt_consolidation,16200.0,36,Verified,2,3.2,10.3,Fully Paid
2464,LN104831,563,43500.0,4.1,RENT,major_purchase,25600.0,60,Not Verified,1,11.2,21.28,Current
2465,LN102051,610,47900.0,7.0,OWN,major_purchase,5900.0,60,Source Verified,0,5.4,15.64,Fully Paid
2466,LN100179,709,58400.0,2.4,MORTGAGE,debt_consolidation,3600.0,60,Verified,1,8.4,15.19,Charged Off
2467,LN102091,731,88400.0,5.8,MORTGAGE,debt_consolidation,12900.0,60,Not Verified,0,17.5,13.36,Charged Off
2468,LN105070,659,32800.0,4.7,MORTGAGE,home_improvement,9800.0,60,Verified,0,18.0,13.9,Fully Paid
2469,LN104433,715,59200.0,2.9,RENT,debt_consolidation,6400.0,36,Not Verified,0,9.7,13.67,Fully Paid
2470,LN104825,648,-1.0,1.0,MORTGAGE,credit_card,22900.0,36,Source Verified,0,0.0,14.97,Charged Off
2471,LN100519,796,54700.0,3.5,RENT,major_purchase,9700.0,36,Verified,1,4.5,9.25,Charged Off
2472,LN104798,661,76300.0,8.5,OWN,other,11300.0,60,Verified,0,7.0,14.21,Fully Paid
2473,LN104814,701,55100.0,99.0,RENT,credit_card,15600.0,36,Not Verified,0,17.2,13.62,Charged Off
2474,LN103895,586,232100.0,2.9,RENT,debt_consolidation,14600.0,60,Source Verified,1,2.1,17.83,Current
2475,LN104910,640,65700.0,4.8,RENT,home_improvement,5900.0,60,Source Verified,2,9.8,16.86,Fully Paid
2476,LN100781,685,53700.0,7.4,RENT,credit_card,33900.0,60,Verified,0,8.6,16.57,Fully Paid
2477,LN102346,679,43000.0,99.0,MORTGAGE,credit_card,5800.0,36,Verified,0,8.0,10.38,Current
2478,LN101122,641,53000.0,6.1,RENT,medical,12500.0,36,Source Verified,1,10.6,15.02,Fully Paid
2479,LN100202,696,60500.0,11.7,MORTGAGE,debt_consolidation,25100.0,36,Not Verified,1,10.2,14.1,Fully Paid
2480,LN101801,719,79400.0,2.3,MORTGAGE,credit_card,13400.0,36,Source Verified,0,10.1,13.77,Fully Paid
2481,LN101596,711,116900.0,5.5,OTHER,credit_card,12400.0,60,Source Verified,0,6.1,15.1,Charged Off
2482,LN100074,699,85200.0,3.7,RENT,debt_consolidation,30900.0,36,Not Verified,1,16.6,13.82,Fully Paid
2483,LN103568,722,81000.0,2.0,RENT,credit_card,11300.0,36,Verified,0,5.5,9.53,Current
2484,LN100040,738,61700.0,18.4,RENT,credit_card,14900.0,36,Verified,0,21.6,11.29,Current
2485,LN100730,719,33400.0,12.0,MORTGAGE,home_improvement,7500.0,36,Verified,0,9.9,9.5,Current
2486,LN100109,578,50900.0,9.1,MORTGAGE,major_purchase,9300.0,36,Verified,0,16.1,13.94,Fully Paid
2487,LN104629,623,54200.0,3.0,RENT,debt_consolidation,13300.0,36,Verified,0,41.7,15.01,Charged Off
2488,LN104349,724,53400.0,7.6,RENT,debt_consolidation,11600.0,36,Verified,0,9.8,12.12,Fully Paid
2489,LN100192,665,117200.0,99.0,MORTGAGE,credit_card,11800.0,36,Not Verified,0,6.5,15.66,Current
2490,LN104849,692,18300.0,3.7,OWN,credit_card,6800.0,36,Source Verified,0,23.1,11.81,Fully Paid
2491,LN101368,771,41600.0,2.8,MORTGAGE,debt_consolidation,21700.0,60,Not Verified,2,32.6,17.18,Fully Paid
2492,LN103473,726,74200.0,15.1,MORTGAGE,debt_consolidation,5500.0,60,Verified,0,5.8,10.12,Current
2493,LN101709,679,48300.0,2.7,RENT,debt_consolidation,7200.0,60,Source Verified,0,11.0,14.46,Fully Paid
2494,LN103389,657,30200.0,2.7,RENT,credit_card,8000.0,60,Not Verified,0,35.1,18.01,Current
2495,LN105029,567,127300.0,3.0,OWN,home_improvement,7800.0,36,Verified,0,11.8,13.18,Fully Paid
2496,LN102586,695,52000.0,2.9,OWN,other,4600.0,36,Not Verified,1,3.4,12.17,Fully Paid
2497,LN104027,731,-1.0,5.6,MORTGAGE,other,11800.0,60,Verified,2,0.0,13.51,Charged Off
2498,LN101014,622,35500.0,13.6,OWN,debt_consolidation,18700.0,60,Source Verified,0,12.3,14.21,Current
2499,LN103732,850,41800.0,2.5,MORTGAGE,debt_consolidation,19600.0,36,Source Verified,1,14.6,9.73,Charged Off
2500,LN104922,702,120900.0,2.7,MORTGAGE,credit_card,21200.0,36,Not Verified,0,6.1,14.76,Current
2501,LN101892,616,30000.0,2.3,MORTGAGE,medical,12500.0,36,Source Verified,3,19.0,17.21,Charged Off
2502,LN103678,645,103000.0,6.4,RENT,home_improvement,14700.0,60,Source Verified,0,7.3,15.46,Charged Off
2503,LN102214,634,95800.0,4.9,MORTGAGE,debt_consolidation,6300.0,60,Source Verified,1,7.2,18.02,Charged Off
2504,LN103255,712,35300.0,4.0,RENT,credit_card,18600.0,60,Not Verified,0,14.3,17.43,Charged Off
2505,LN101322,689,50900.0,1.7,RENT,medical,4800.0,36,Not Verified,0,21.7,13.01,Current
2506,LN103905,849,39200.0,1.7,MORTGAGE,debt_consolidation,20700.0,36,Source Verified,1,22.9,10.81,Current
2507,LN102774,662,79800.0,3.9,OTHER,credit_card,9000.0,60,Source Verified,1,3.5,16.6,Fully Paid
2508,LN102674,674,59700.0,11.1,MORTGAGE,credit_card,5200.0,36,Source Verified,0,10.6,11.53,Current
2509,LN100869,687,76200.0,2.6,RENT,debt_consolidation,9500.0,60,Source Verified,0,2.6,17.15,Charged Off
2510,LN101606,723,18800.0,4.3,RENT,other,5100.0,36,Not Verified,0,6.6,12.39,Charged Off
2511,LN102302,510,32900.0,0.6,OWN,home_improvement,3000.0,36,Not Verified,0,48.9,17.68,Charged Off
2512,LN103197,677,60500.0,7.2,MORTGAGE,debt_consolidation,6400.0,60,Not Verified,0,10.9,14.09,Current
2513,LN105194,782,33900.0,9.4,MORTGAGE,major_purchase,10400.0,36,Verified,0,15.8,10.56,Fully Paid
2514,LN102658,678,57900.0,5.3,OWN,debt_consolidation,10000.0,36,Not Verified,0,3.7,11.47,Charged Off
2515,LN100045,704,92500.0,5.6,RENT,credit_card,3800.0,60,Source Verified,1,0.7,15.13,Current
2516,LN103833,640,40900.0,1.3,RENT,home_improvement,16600.0,36,Not Verified,0,8.5,12.76,Current
2517,LN100333,624,100400.0,5.3,MORTGAGE,home_improvement,9500.0,36,Source Verified,1,2.9,11.05,Current
2518,LN101753,653,63300.0,4.8,MORTGAGE,credit_card,4900.0,36,Not Verified,0,6.9,12.57,Current
2519,LN101224,631,-1.0,9.2,OWN,debt_consolidation,14100.0,60,Verified,0,0.0,14.0,Charged Off
2520,LN100727,0,20100.0,3.0,MORTGAGE,other,9700.0,36,Source Verified,0,8.3,12.69,Charged Off
2521,LN104989,744,-1.0,3.9,RENT,credit_card,10000.0,36,Verified,1,0.0,14.16,Fully Paid
2522,LN102190,737,28900.0,2.8,MORTGAGE,other,6900.0,36,Verified,0,30.8,13.35,Fully Paid
2523,LN102071,599,28300.0,6.2,MORTGAGE,major_purchase,4600.0,36,Source Verified,0,13.3,13.84,Current
2524,LN103181,593,-1.0,4.6,MORTGAGE,small_business,10000.0,36,Verified,0,0.0,16.21,Current
2525,LN102825,682,123800.0,12.2,MORTGAGE,debt_consolidation,14500.0,36,Source Verified,1,2.3,11.8,Fully Paid
2526,LN104815,537,-1.0,3.0,OWN,credit_card,14200.0,60,Not Verified,0,0.0,15.82,Fully Paid
2527,LN100963,683,42600.0,14.0,RENT,other,14800.0,36,Source Verified,0,3.1,15.52,Fully Paid
2528,LN104719,700,24600.0,3.1,MORTGAGE,medical,13200.0,36,Not Verified,0,26.0,13.21,Current
2529,LN102714,681,72100.0,5.2,RENT,medical,9300.0,36,Source Verified,1,3.6,12.89,Current
2530,LN102388,763,21600.0,6.7,MORTGAGE,home_improvement,7200.0,60,Source Verified,0,60.8,13.56,Charged Off
2531,LN100232,711,42000.0,1.7,RENT,credit_card,4400.0,60,Verified,0,5.9,14.65,Charged Off
2532,LN103220,783,23400.0,8.7,RENT,home_improvement,7300.0,60,Verified,0,3.7,9.91,Current
2533,LN101301,555,100600.0,3.3,MORTGAGE,small_business,29800.0,60,Verified,0,6.9,19.7,Charged Off
2534,LN101089,672,52000.0,4.3,RENT,major_purchase,9300.0,36,Not Verified,0,5.8,13.47,Fully Paid
2535,LN103059,669,35900.0,7.8,MORTGAGE,debt_consolidation,11300.0,60,Source Verified,0,34.9,16.1,Charged Off
2536,LN101550,588,37200.0,3.3,MORTGAGE,debt_consolidation,7200.0,36,Source Verified,0,5.4,14.11,Charged Off
2537,LN100076,662,-1.0,10.5,OWN,credit_card,6300.0,36,Source Verified,0,0.0,10.61,Fully Paid
2538,LN104702,572,37300.0,10.8,RENT,credit_card,8100.0,60,Source Verified,1,29.5,17.61,Charged Off
2539,LN100233,768,77100.0,16.5,MORTGAGE,debt_consolidation,16000.0,36,Verified,0,7.8,10.96,Current
2540,LN101428,733,32200.0,12.4,OWN,small_business,11000.0,36,Verified,0,20.8,14.64,Charged Off
2541,LN100256,718,82000.0,1.8,MORTGAGE,debt_consolidation,4400.0,60,Not Verified,0,4.5,11.89,Charged Off
2542,LN105022,664,61300.0,4.2,RENT,debt_consolidation,17200.0,60,Not Verified,0,14.0,17.17,Fully Paid
2543,LN102226,700,88300.0,8.0,MORTGAGE,debt_consolidation,10200.0,36,Source Verified,1,7.5,11.67,Current
2544,LN103537,668,74900.0,9.1,RENT,credit_card,6300.0,60,Not Verified,1,1.2,15.5,Charged Off
2545,LN101256,740,17600.0,2.6,OWN,major_purchase,19400.0,36,Not Verified,0,8.5,11.63,Current
2546,LN100154,687,58500.0,11.2,RENT,other,12600.0,36,Source Verified,1,5.1,15.34,Fully Paid
2547,LN103096,776,87500.0,2.8,MORTGAGE,credit_card,6500.0,36,Not Verified,0,7.0,11.05,Fully Paid
2548,LN104839,716,66300.0,3.5,MORTGAGE,major_purchase,6000.0,36,Source Verified,2,6.7,12.66,Fully Paid
2549,LN102779,624,35100.0,8.6,OWN,debt_consolidation,5100.0,60,Source Verified,0,9.7,16.08,Fully Paid
2550,LN101096,793,77700.0,2.0,RENT,major_purchase,11700.0,60,Source Verified,0,6.3,13.86,Current
2551,LN103375,0,31800.0,6.6,MORTGAGE,debt_consolidation,9400.0,36,Source Verified,0,45.5,14.82,Fully Paid
2552,LN101394,568,53800.0,99.0,RENT,debt_consolidation,16500.0,36,Verified,0,14.8,17.74,Current
